input,output,text
What does `` B.Y.O.B. '' mean?,yes,"Input: What does `` B.Y.O.B. '' mean? Answer: yes
"
What does INRI stand for when used on Jesus ' cross?,yes,"Input: What does INRI stand for when used on Jesus ' cross? Answer: yes
"
What is the abbreviation of General Motors?,yes,"Input: What is the abbreviation of General Motors? Answer: yes
"
"When reading classified ads, what does EENTY",yes,"Input: When reading classified ads, what does EENTY Answer: yes
"
What does the abbreviation AIDS stand for?,yes,"Input: What does the abbreviation AIDS stand for? Answer: yes
"
What 's the abbreviation for trinitrotoluene?,yes,"Input: What 's the abbreviation for trinitrotoluene? Answer: yes
"
What is the abbreviation of the International Olympic Committee?,yes,"Input: What is the abbreviation of the International Olympic Committee? Answer: yes
"
What does SHIELD stand for?,yes,"Input: What does SHIELD stand for? Answer: yes
"
What does LOL mean?,yes,"Input: What does LOL mean? Answer: yes
"
What is the abbreviation for micro?,yes,"Input: What is the abbreviation for micro? Answer: yes
"
What is the correct way to abbreviate cc. at the bottom of a business letter?,yes,"Input: What is the correct way to abbreviate cc. at the bottom of a business letter? Answer: yes
"
What does NASA stand for?,yes,"Input: What does NASA stand for? Answer: yes
"
What does NASA stand for?,yes,"Input: What does NASA stand for? Answer: yes
"
"In a computer, what does SCSI mean?",yes,"Input: In a computer, what does SCSI mean? Answer: yes
"
CPR is the abbreviation for what?,yes,"Input: CPR is the abbreviation for what? Answer: yes
"
What does the `` blue ribbon '' stand for?,yes,"Input: What does the `` blue ribbon '' stand for? Answer: yes
"
What is the abbreviation of the National Bureau of Investigation?,yes,"Input: What is the abbreviation of the National Bureau of Investigation? Answer: yes
"
What is SVHS?,yes,"Input: What is SVHS? Answer: yes
"
What does U.S.S.R. stand for?,yes,"Input: What does U.S.S.R. stand for? Answer: yes
"
What does S.O.S. stand for?,yes,"Input: What does S.O.S. stand for? Answer: yes
"
What is AFS?,yes,"Input: What is AFS? Answer: yes
"
What does MSG stand for?,yes,"Input: What does MSG stand for? Answer: yes
"
What does NAFTA stand for?,yes,"Input: What does NAFTA stand for? Answer: yes
"
What is the abbreviated form of the National Bureau of Investigation?,yes,"Input: What is the abbreviated form of the National Bureau of Investigation? Answer: yes
"
What does SIDS stand for?,yes,"Input: What does SIDS stand for? Answer: yes
"
What does the acronym CPR mean?,yes,"Input: What does the acronym CPR mean? Answer: yes
"
What is Mikhail Gorbachev 's middle initial?,yes,"Input: What is Mikhail Gorbachev 's middle initial? Answer: yes
"
"What is p.m. an abbreviation for, as in 5 p.m.?",yes,"Input: What is p.m. an abbreviation for, as in 5 p.m.? Answer: yes
"
What is the abbreviation for Texas?,yes,"Input: What is the abbreviation for Texas? Answer: yes
"
What does ` PSI ' stand for?,yes,"Input: What does ` PSI ' stand for? Answer: yes
"
What does G.M.T. stand for?,yes,"Input: What does G.M.T. stand for? Answer: yes
"
CNN is an acronym for what?,yes,"Input: CNN is an acronym for what? Answer: yes
"
What does e.g. stand for?,yes,"Input: What does e.g. stand for? Answer: yes
"
What is BPH?,yes,"Input: What is BPH? Answer: yes
"
What does NN O `` mean when used as a prefix in Irish surnames?,yes,"Input: What does NN O `` mean when used as a prefix in Irish surnames? Answer: yes
"
What does IBM stand for?,yes,"Input: What does IBM stand for? Answer: yes
"
What is RAM in the computer?,yes,"Input: What is RAM in the computer? Answer: yes
"
What does snafu stand for?,yes,"Input: What does snafu stand for? Answer: yes
"
What is the full name of the PLO?,yes,"Input: What is the full name of the PLO? Answer: yes
"
What is a `` USB '' port on a computer?,yes,"Input: What is a `` USB '' port on a computer? Answer: yes
"
"What does R.E.M. stand for, as in the rock group R.E.M.?",yes,"Input: What does R.E.M. stand for, as in the rock group R.E.M.? Answer: yes
"
What is IOC an abbreviation of?,yes,"Input: What is IOC an abbreviation of? Answer: yes
"
What does the channel ESPN stand for?,yes,"Input: What does the channel ESPN stand for? Answer: yes
"
What does the abbreviation OAS stand for?,yes,"Input: What does the abbreviation OAS stand for? Answer: yes
"
Name a ballet company Mikhail Baryshnikov has danced for?,no,"Input: Name a ballet company Mikhail Baryshnikov has danced for? Answer: no
"
"What incident of 1933 did the German Nazis use to justify emergency decrees, imprisoning opponents and vesting more power in themselves?",no,"Input: What incident of 1933 did the German Nazis use to justify emergency decrees, imprisoning opponents and vesting more power in themselves? Answer: no
"
What two states is Washington D.C. between?,no,"Input: What two states is Washington D.C. between? Answer: no
"
How was Teddy Roosevelt related to FDR?,no,"Input: How was Teddy Roosevelt related to FDR? Answer: no
"
What is the primary language of the Philippines?,no,"Input: What is the primary language of the Philippines? Answer: no
"
"What is the origin and the meaning of the name, `` Hajo? ''",no,"Input: What is the origin and the meaning of the name, `` Hajo? '' Answer: no
"
What is the street address of the White House?,no,"Input: What is the street address of the White House? Answer: no
"
How do you say `` Grandma '' in Irish?,no,"Input: How do you say `` Grandma '' in Irish? Answer: no
"
What does Robert mean?,no,"Input: What does Robert mean? Answer: no
"
What color bottles do good Rhine wines come in?,no,"Input: What color bottles do good Rhine wines come in? Answer: no
"
What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again?,no,"Input: What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again? Answer: no
"
What is typhoid fever?,no,"Input: What is typhoid fever? Answer: no
"
Name the operating system that runs on IBM-compatible machines.,no,"Input: Name the operating system that runs on IBM-compatible machines. Answer: no
"
What was the sister ship of the Olympic?,no,"Input: What was the sister ship of the Olympic? Answer: no
"
How did Bob Marley die?,no,"Input: How did Bob Marley die? Answer: no
"
What soft drink would provide me with the biggest intake of caffeine?,no,"Input: What soft drink would provide me with the biggest intake of caffeine? Answer: no
"
What major airline has the best safety record in the world?,no,"Input: What major airline has the best safety record in the world? Answer: no
"
What country in 1998 had the most suicides regardless of population size?,no,"Input: What country in 1998 had the most suicides regardless of population size? Answer: no
"
What city did the Mormons establish as their headquarters in 1847?,no,"Input: What city did the Mormons establish as their headquarters in 1847? Answer: no
"
What type of performer is Ileana Cotrubas?,no,"Input: What type of performer is Ileana Cotrubas? Answer: no
"
"What Argentine revolutionary fought with Castro and died in Bolivia in May, 1979?",no,"Input: What Argentine revolutionary fought with Castro and died in Bolivia in May, 1979? Answer: no
"
What time of year do most people fly?,no,"Input: What time of year do most people fly? Answer: no
"
What is amoxicillin?,no,"Input: What is amoxicillin? Answer: no
"
"What 's the maximum length, in inches, of a first baseman 's glove?",no,"Input: What 's the maximum length, in inches, of a first baseman 's glove? Answer: no
"
What baseball team became the Minnesota Twins?,no,"Input: What baseball team became the Minnesota Twins? Answer: no
"
How long does James Bond like his eggs boiled?,no,"Input: How long does James Bond like his eggs boiled? Answer: no
"
"How many times has `` Louie, Louie '' been recorded?",no,"Input: How many times has `` Louie, Louie '' been recorded? Answer: no
"
Which major diamond producer is based in South Africa?,no,"Input: Which major diamond producer is based in South Africa? Answer: no
"
How many types of dogs ' tails are there-three,no,"Input: How many types of dogs ' tails are there-three Answer: no
"
What are the powers and weaknesses of Green Lantern 's ring?,no,"Input: What are the powers and weaknesses of Green Lantern 's ring? Answer: no
"
Which of the following famous people does not paint as a hobby?,no,"Input: Which of the following famous people does not paint as a hobby? Answer: no
"
What term does a Czech use to describe a Pole?,no,"Input: What term does a Czech use to describe a Pole? Answer: no
"
What is the number of American soldiers deployed to South Korea?,no,"Input: What is the number of American soldiers deployed to South Korea? Answer: no
"
When will the millennium officially begin?,no,"Input: When will the millennium officially begin? Answer: no
"
What interesting method was used to run the credits in the early Popeye cartoons?,no,"Input: What interesting method was used to run the credits in the early Popeye cartoons? Answer: no
"
Name the highest mountain.,no,"Input: Name the highest mountain. Answer: no
"
"In Waugh 's `` A Handful of Dust, '' what does the mad old man force the hero to do every afternoon?",no,"Input: In Waugh 's `` A Handful of Dust, '' what does the mad old man force the hero to do every afternoon? Answer: no
"
Who was the only president to serve two nonconsecutive terms?,no,"Input: Who was the only president to serve two nonconsecutive terms? Answer: no
"
What country was Hitler the chancellor of?,no,"Input: What country was Hitler the chancellor of? Answer: no
"
What French seaport claims to be The Home of Wines?,no,"Input: What French seaport claims to be The Home of Wines? Answer: no
"
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp?,no,"Input: What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp? Answer: no
"
What U.S. vice-president said,no,"Input: What U.S. vice-president said Answer: no
"
What is the size of Argentina?,no,"Input: What is the size of Argentina? Answer: no
"
What is Grenada 's main commodity export?,no,"Input: What is Grenada 's main commodity export? Answer: no
"
How old was Joan of Arc when she died?,no,"Input: How old was Joan of Arc when she died? Answer: no
"
Who was Israel 's first prime minister?,no,"Input: Who was Israel 's first prime minister? Answer: no
"
What amount of money did the Philippine ex-dictator Marcos steal from the treasury?,no,"Input: What amount of money did the Philippine ex-dictator Marcos steal from the treasury? Answer: no
"
What class of animals makes up more than two-thirds of known species?,no,"Input: What class of animals makes up more than two-thirds of known species? Answer: no
"
What kind of nuts are used in marzipan?,no,"Input: What kind of nuts are used in marzipan? Answer: no
"
How do I change a file from an ART file to a JPEG or Bitmap file?,no,"Input: How do I change a file from an ART file to a JPEG or Bitmap file? Answer: no
"
What is the origin of the word `` mind ''?,no,"Input: What is the origin of the word `` mind ''? Answer: no
"
What year did the NFL go on strike?,no,"Input: What year did the NFL go on strike? Answer: no
"
How many years ago did Led Zeppelin release its last album?,no,"Input: How many years ago did Led Zeppelin release its last album? Answer: no
"
"When it 's time to relax, what one beer stands clear?",no,"Input: When it 's time to relax, what one beer stands clear? Answer: no
"
How is ` qigong ' properly pronounced?,no,"Input: How is ` qigong ' properly pronounced? Answer: no
"
What date is Richard Nixon 's birthday?,no,"Input: What date is Richard Nixon 's birthday? Answer: no
"
How can I get some free technical information on Electric Vehicle?,no,"Input: How can I get some free technical information on Electric Vehicle? Answer: no
"
What causes the body to shiver in cold temperatures?,no,"Input: What causes the body to shiver in cold temperatures? Answer: no
"
Where is the Mall of the America?,no,"Input: Where is the Mall of the America? Answer: no
"
How big is the universe actually?,no,"Input: How big is the universe actually? Answer: no
"
How fast does the fastest car go?,no,"Input: How fast does the fastest car go? Answer: no
"
What country has the most coastline?,no,"Input: What country has the most coastline? Answer: no
"
Who starred with Charlie Chaplin in Modern Times and The Great Dictator?,no,"Input: Who starred with Charlie Chaplin in Modern Times and The Great Dictator? Answer: no
"
Who said,no,"Input: Who said Answer: no
"
Who said,no,"Input: Who said Answer: no
"
What is Colin Powell best known for?,no,"Input: What is Colin Powell best known for? Answer: no
"
How tall is the replica of the Matterhorn at Disneyland?,no,"Input: How tall is the replica of the Matterhorn at Disneyland? Answer: no
"
What U.S. state comes last in an alphabetical list?,no,"Input: What U.S. state comes last in an alphabetical list? Answer: no
"
What volcano showers ash on Sicily?,no,"Input: What volcano showers ash on Sicily? Answer: no
"
Mississippi has what name for a state nickname?,no,"Input: Mississippi has what name for a state nickname? Answer: no
"
"What dropped 1, 313 feet in 1980?",no,"Input: What dropped 1, 313 feet in 1980? Answer: no
"
When is the Sun closest to the Earth?,no,"Input: When is the Sun closest to the Earth? Answer: no
"
What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations?,no,"Input: What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations? Answer: no
"
What do Hasidic Jews refrain from while dating?,no,"Input: What do Hasidic Jews refrain from while dating? Answer: no
"
The Olympic Games in which year allowed Nadia Comaneci to become popular?,no,"Input: The Olympic Games in which year allowed Nadia Comaneci to become popular? Answer: no
"
How much energy is released when oxygen and hydrogen mix?,no,"Input: How much energy is released when oxygen and hydrogen mix? Answer: no
"
What apostle is Taylor Caldwell 's Great Lion of God?,no,"Input: What apostle is Taylor Caldwell 's Great Lion of God? Answer: no
"
Where is Perth?,no,"Input: Where is Perth? Answer: no
"
What radio station did Paul Harvey work for?,no,"Input: What radio station did Paul Harvey work for? Answer: no
"
Who developed potlatch?,no,"Input: Who developed potlatch? Answer: no
"
What is the average time to kiss somene?,no,"Input: What is the average time to kiss somene? Answer: no
"
Where is Guam?,no,"Input: Where is Guam? Answer: no
"
What determines the value of the pearl?,no,"Input: What determines the value of the pearl? Answer: no
"
Which leg does a cat move with its left front leg when walking-its left rear or right rear leg?,no,"Input: Which leg does a cat move with its left front leg when walking-its left rear or right rear leg? Answer: no
"
What device provided a new way to listen to music in 1963?,no,"Input: What device provided a new way to listen to music in 1963? Answer: no
"
What is Greek pita?,no,"Input: What is Greek pita? Answer: no
"
What bread company used to feature stickers of the Cisco Kid on the ends of their packages?,no,"Input: What bread company used to feature stickers of the Cisco Kid on the ends of their packages? Answer: no
"
What is the fastest computer?,no,"Input: What is the fastest computer? Answer: no
"
Who wrote The Ugly Duckling?,no,"Input: Who wrote The Ugly Duckling? Answer: no
"
How did Peabody and Sherman travel through time?,no,"Input: How did Peabody and Sherman travel through time? Answer: no
"
What are the cookies in Internet?,no,"Input: What are the cookies in Internet? Answer: no
"
"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14, 1983, when the temperature hit 111 degrees?",no,"Input: What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14, 1983, when the temperature hit 111 degrees? Answer: no
"
CNN began broadcasting in what year?,no,"Input: CNN began broadcasting in what year? Answer: no
"
What Homerian epic chronicles events toward the end of the Trojan Wars?,no,"Input: What Homerian epic chronicles events toward the end of the Trojan Wars? Answer: no
"
Mississippi is nicknamed what?,no,"Input: Mississippi is nicknamed what? Answer: no
"
What does it mean `` Rupee Depreciates ''?,no,"Input: What does it mean `` Rupee Depreciates ''? Answer: no
"
In what film did Steven Spielberg 's dog star as the main character 's dog?,no,"Input: In what film did Steven Spielberg 's dog star as the main character 's dog? Answer: no
"
What are the odds of giving birth to twins?,no,"Input: What are the odds of giving birth to twins? Answer: no
"
What are the odds of giving birth to twins?,no,"Input: What are the odds of giving birth to twins? Answer: no
"
"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park, New York?",no,"Input: What President was buried at his ancestral home overlooking the Hudson River at Hyde Park, New York? Answer: no
"
What state is John F. Kennedy buried in?,no,"Input: What state is John F. Kennedy buried in? Answer: no
"
What is commonly considered the fifth sense?,no,"Input: What is commonly considered the fifth sense? Answer: no
"
How can I find a phone number of someone if I only know their email address?,no,"Input: How can I find a phone number of someone if I only know their email address? Answer: no
"
How many times a day should you take a prescription marked `` q.i.d. ''?,no,"Input: How many times a day should you take a prescription marked `` q.i.d. ''? Answer: no
"
How long was the longest hiccup attack?,no,"Input: How long was the longest hiccup attack? Answer: no
"
How many Israeli athletes were killed at the Munich Olympics?,no,"Input: How many Israeli athletes were killed at the Munich Olympics? Answer: no
"
How does hair curl?,no,"Input: How does hair curl? Answer: no
"
What is the name of Miss India 1994?,no,"Input: What is the name of Miss India 1994? Answer: no
"
What causes gray hair?,no,"Input: What causes gray hair? Answer: no
"
Who is the son-in-law of Sen. Everett Dirkson who was also a senator in the '70 's?,no,"Input: Who is the son-in-law of Sen. Everett Dirkson who was also a senator in the '70 's? Answer: no
"
What Hollywood dog died in the arms of Jean Harlow in 1932?,no,"Input: What Hollywood dog died in the arms of Jean Harlow in 1932? Answer: no
"
What is the pH scale?,no,"Input: What is the pH scale? Answer: no
"
What was the sequel to The Pink Panther?,no,"Input: What was the sequel to The Pink Panther? Answer: no
"
What animal do buffalo wings come from?,no,"Input: What animal do buffalo wings come from? Answer: no
"
Where did the term fireplug come from?,no,"Input: Where did the term fireplug come from? Answer: no
"
What U.S. state 's biggest lake is Lake Sam Rayburn?,no,"Input: What U.S. state 's biggest lake is Lake Sam Rayburn? Answer: no
"
What peninsula is Spain part of?,no,"Input: What peninsula is Spain part of? Answer: no
"
What does seccession mean?,no,"Input: What does seccession mean? Answer: no
"
"What is a fear of odors, body,?",no,"Input: What is a fear of odors, body,? Answer: no
"
What does a collier mine?,no,"Input: What does a collier mine? Answer: no
"
"Where is it planned to berth the merchant ship, Lane Victory, which Merchant Marine veterans are converting into a floating museum?",no,"Input: Where is it planned to berth the merchant ship, Lane Victory, which Merchant Marine veterans are converting into a floating museum? Answer: no
"
What is cholesterol?,no,"Input: What is cholesterol? Answer: no
"
What U.S. President had brothers-in-law in the Confederate army?,no,"Input: What U.S. President had brothers-in-law in the Confederate army? Answer: no
"
"What product 's ads claim that it `` eliminates odors, kills household germs, mold, and mildew ''?",no,"Input: What product 's ads claim that it `` eliminates odors, kills household germs, mold, and mildew ''? Answer: no
"
Where was Christopher Columbus born?,no,"Input: Where was Christopher Columbus born? Answer: no
"
Why do recipe books recommend starting with cold water when you boil something?,no,"Input: Why do recipe books recommend starting with cold water when you boil something? Answer: no
"
How can I get started in writing for television?,no,"Input: How can I get started in writing for television? Answer: no
"
How long ago did the Anglican church part from the Vatican?,no,"Input: How long ago did the Anglican church part from the Vatican? Answer: no
"
What are fingernails made of?,no,"Input: What are fingernails made of? Answer: no
"
How many inches apart are adjacent pins in tenpin bowling?,no,"Input: How many inches apart are adjacent pins in tenpin bowling? Answer: no
"
What is the first book of the Old Testament?,no,"Input: What is the first book of the Old Testament? Answer: no
"
What 's the Olympic motto?,no,"Input: What 's the Olympic motto? Answer: no
"
What composer was awarded the Medal of Honor by Franklin D. Roosevelt?,no,"Input: What composer was awarded the Medal of Honor by Franklin D. Roosevelt? Answer: no
"
What is the frequency of VHF?,no,"Input: What is the frequency of VHF? Answer: no
"
What is the frequency of VHF?,no,"Input: What is the frequency of VHF? Answer: no
"
"Where is Hearst Castle, built by publisher William Randolph Hearst?",no,"Input: Where is Hearst Castle, built by publisher William Randolph Hearst? Answer: no
"
Which drug is commonly used to treat AIDS?,no,"Input: Which drug is commonly used to treat AIDS? Answer: no
"
What country is Kosovo a part of?,no,"Input: What country is Kosovo a part of? Answer: no
"
Who is Dear Abby?,no,"Input: Who is Dear Abby? Answer: no
"
What is a bone marrow transplant meant for?,no,"Input: What is a bone marrow transplant meant for? Answer: no
"
Winnie the Pooh is what kind of animal?,no,"Input: Winnie the Pooh is what kind of animal? Answer: no
"
How much time does the blinking of an eye take?,no,"Input: How much time does the blinking of an eye take? Answer: no
"
Rotary engines were manufactured by which company?,no,"Input: Rotary engines were manufactured by which company? Answer: no
"
What 's the most popular form of gambling with women in Las Vegas?,no,"Input: What 's the most popular form of gambling with women in Las Vegas? Answer: no
"
Who first broke the sound barrier?,no,"Input: Who first broke the sound barrier? Answer: no
"
What 's the geographic term for the submerged fringe of a continent?,no,"Input: What 's the geographic term for the submerged fringe of a continent? Answer: no
"
How many freckles does Howdy Doody have on his face?,no,"Input: How many freckles does Howdy Doody have on his face? Answer: no
"
Who was the Charlie perfume woman?,no,"Input: Who was the Charlie perfume woman? Answer: no
"
What bestselling modern poet was the co-founder of the famous City Lights Bookshop in San Francisco?,no,"Input: What bestselling modern poet was the co-founder of the famous City Lights Bookshop in San Francisco? Answer: no
"
What does a polyorchid man have at least three of?,no,"Input: What does a polyorchid man have at least three of? Answer: no
"
Where could I go to take a ride on a steam locomotive?,no,"Input: Where could I go to take a ride on a steam locomotive? Answer: no
"
What character in The Beverly Hillbillies has the given names Daisy Moses?,no,"Input: What character in The Beverly Hillbillies has the given names Daisy Moses? Answer: no
"
Where did makeup originate?,no,"Input: Where did makeup originate? Answer: no
"
How many points is a bullseye worth in darts?,no,"Input: How many points is a bullseye worth in darts? Answer: no
"
What is a person called that likes fire?,no,"Input: What is a person called that likes fire? Answer: no
"
Which king signed the Magna Carta?,no,"Input: Which king signed the Magna Carta? Answer: no
"
How do you get dates with the `` Hooters '' girls?,no,"Input: How do you get dates with the `` Hooters '' girls? Answer: no
"
What 's the most abundant element in the sun?,no,"Input: What 's the most abundant element in the sun? Answer: no
"
Who shot Billy the Kid?,no,"Input: Who shot Billy the Kid? Answer: no
"
What were the first words spoken on a film sound track?,no,"Input: What were the first words spoken on a film sound track? Answer: no
"
Which college did Dikembe Mutombo attend?,no,"Input: Which college did Dikembe Mutombo attend? Answer: no
"
What is ethylene?,no,"Input: What is ethylene? Answer: no
"
How do I get another city 's newspaper?,no,"Input: How do I get another city 's newspaper? Answer: no
"
How many `` eyes '' does a coconut have?,no,"Input: How many `` eyes '' does a coconut have? Answer: no
"
What was the Long March in China?,no,"Input: What was the Long March in China? Answer: no
"
What is the origin of the word `` amen ''?,no,"Input: What is the origin of the word `` amen ''? Answer: no
"
What country does Ileana Cotrubas come from?,no,"Input: What country does Ileana Cotrubas come from? Answer: no
"
What is the Homelite Inc. home page?,no,"Input: What is the Homelite Inc. home page? Answer: no
"
What is the Homelite Inc. home page?,no,"Input: What is the Homelite Inc. home page? Answer: no
"
How long should you feed your puppy Purina Puppy Chow?,no,"Input: How long should you feed your puppy Purina Puppy Chow? Answer: no
"
What is Mississippi 's state animal?,no,"Input: What is Mississippi 's state animal? Answer: no
"
What four-legged creature did a Cornell University study say would make man 's best companion in space?,no,"Input: What four-legged creature did a Cornell University study say would make man 's best companion in space? Answer: no
"
How many gallons of paint does it take to paint the Golden Gate Bridge?,no,"Input: How many gallons of paint does it take to paint the Golden Gate Bridge? Answer: no
"
Tell me what city the Kentucky Horse Park is near?,no,"Input: Tell me what city the Kentucky Horse Park is near? Answer: no
"
What nationality is Ileana Cotrubas?,no,"Input: What nationality is Ileana Cotrubas? Answer: no
"
What is hybridization?,no,"Input: What is hybridization? Answer: no
"
"In Poland, where do most people live?",no,"Input: In Poland, where do most people live? Answer: no
"
How many bends are there in a standard paper clip?,no,"Input: How many bends are there in a standard paper clip? Answer: no
"
Who appointed the chair of the Federal Reserve?,no,"Input: Who appointed the chair of the Federal Reserve? Answer: no
"
What two baseball players make up the battery?,no,"Input: What two baseball players make up the battery? Answer: no
"
What is the average weight for a man?,no,"Input: What is the average weight for a man? Answer: no
"
What month 's third weekend is the Monterey Jazz Festival held on?,no,"Input: What month 's third weekend is the Monterey Jazz Festival held on? Answer: no
"
Who was Ben Casey 's boss?,no,"Input: Who was Ben Casey 's boss? Answer: no
"
"What college enlivens Hanover, New Hampshire?",no,"Input: What college enlivens Hanover, New Hampshire? Answer: no
"
Who was the tallest U.S. president?,no,"Input: Who was the tallest U.S. president? Answer: no
"
Who directed the first Woody Woodpecker cartoon?,no,"Input: Who directed the first Woody Woodpecker cartoon? Answer: no
"
What is hebephrenia?,no,"Input: What is hebephrenia? Answer: no
"
When is the Thai New Year?,no,"Input: When is the Thai New Year? Answer: no
"
What 's the name of the Wilkes plantation in Gone with the Wind?,no,"Input: What 's the name of the Wilkes plantation in Gone with the Wind? Answer: no
"
What 's the third month of the Gregorian calendar?,no,"Input: What 's the third month of the Gregorian calendar? Answer: no
"
Which glamorous actress is a close friend of Dick Tracy?,no,"Input: Which glamorous actress is a close friend of Dick Tracy? Answer: no
"
Where did the name root beer come from?,no,"Input: Where did the name root beer come from? Answer: no
"
Where did Dikembe Mutombo go to college?,no,"Input: Where did Dikembe Mutombo go to college? Answer: no
"
What is the state flower of Michigan?,no,"Input: What is the state flower of Michigan? Answer: no
"
What Russian city used to be called St. Petersburg and Petrograd?,no,"Input: What Russian city used to be called St. Petersburg and Petrograd? Answer: no
"
Who wrote `` The Scarlet Letter ''?,no,"Input: Who wrote `` The Scarlet Letter ''? Answer: no
"
"What country was first to use the airplane as a weapon of war, against the Turks in Libya?",no,"Input: What country was first to use the airplane as a weapon of war, against the Turks in Libya? Answer: no
"
What is chronic constipation a symptom of?,no,"Input: What is chronic constipation a symptom of? Answer: no
"
What are the first six words of Dickens 's A Tale of Two Cities?,no,"Input: What are the first six words of Dickens 's A Tale of Two Cities? Answer: no
"
Where does the Santa Fe Trail begin and end?,no,"Input: Where does the Santa Fe Trail begin and end? Answer: no
"
What is the collective noun for geese?,no,"Input: What is the collective noun for geese? Answer: no
"
What 's the most powerful country in the world?,no,"Input: What 's the most powerful country in the world? Answer: no
"
Which city in China has the largest number of foreign financial companies?,no,"Input: Which city in China has the largest number of foreign financial companies? Answer: no
"
What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child?,no,"Input: What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child? Answer: no
"
What was the minimum wage in 1991?,no,"Input: What was the minimum wage in 1991? Answer: no
"
How many chairs are shown in Vincent Van Gogh 's 188 work The Artist 's Room in Arles?,no,"Input: How many chairs are shown in Vincent Van Gogh 's 188 work The Artist 's Room in Arles? Answer: no
"
What 's the claim to fame of night watchman Frank Wills?,no,"Input: What 's the claim to fame of night watchman Frank Wills? Answer: no
"
Why do airliners crash vs. gliding down?,no,"Input: Why do airliners crash vs. gliding down? Answer: no
"
How many languages are there in the world?,no,"Input: How many languages are there in the world? Answer: no
"
What father and son won the Medal of Honor?,no,"Input: What father and son won the Medal of Honor? Answer: no
"
Who shot Lee Harvey Oswald?,no,"Input: Who shot Lee Harvey Oswald? Answer: no
"
Who developed the first polio vaccine?,no,"Input: Who developed the first polio vaccine? Answer: no
"
What 's the international radio code word for the letter F?,no,"Input: What 's the international radio code word for the letter F? Answer: no
"
What album put The Beatles on the cover of Time in 1967?,no,"Input: What album put The Beatles on the cover of Time in 1967? Answer: no
"
What organization has a Security Council?,no,"Input: What organization has a Security Council? Answer: no
"
Where can I take a test that will tell me what I should be when I grow up?,no,"Input: Where can I take a test that will tell me what I should be when I grow up? Answer: no
"
What program do I need to run a.tbk file?,no,"Input: What program do I need to run a.tbk file? Answer: no
"
Which airplane was Fawaz Younis convicted of hijacking?,no,"Input: Which airplane was Fawaz Younis convicted of hijacking? Answer: no
"
