input,output,text
"frog, artist, rabbit, plane, lion, parrot","frog, parrot, lion, rabbit","Input: frog, artist, rabbit, plane, lion, parrot Answer: frog, parrot, lion, rabbit
"
"snail, goat, donkey, train, panda, nurse, green","donkey, panda, snail, goat","Input: snail, goat, donkey, train, panda, nurse, green Answer: donkey, panda, snail, goat
"
"sock, horse, snake, artist, plane, jellyfish, tortoise","horse, tortoise, snake, jellyfish","Input: sock, horse, snake, artist, plane, jellyfish, tortoise Answer: horse, tortoise, snake, jellyfish
"
"yellow, panda, penguin, scarf, monkey, goat","monkey, panda, goat, penguin","Input: yellow, panda, penguin, scarf, monkey, goat Answer: monkey, panda, goat, penguin
"
"donkey, kiwi, parrot, whale, carrot, sheep","whale, donkey, sheep, parrot","Input: donkey, kiwi, parrot, whale, carrot, sheep Answer: whale, donkey, sheep, parrot
"
"cat, tortoise, dentist, meatballs, elephant","tortoise, cat, elephant","Input: cat, tortoise, dentist, meatballs, elephant Answer: tortoise, cat, elephant
"
"swimsuit, honey, parrot, sock, lion, zebra, octopus","zebra, parrot, octopus, lion","Input: swimsuit, honey, parrot, sock, lion, zebra, octopus Answer: zebra, parrot, octopus, lion
"
"taxi, giraffe, gold, elephant, rabbit, orange","giraffe, rabbit, elephant","Input: taxi, giraffe, gold, elephant, rabbit, orange Answer: giraffe, rabbit, elephant
"
"mouse, cat, gold, yellow, businesswoman, penguin","penguin, cat, mouse","Input: mouse, cat, gold, yellow, businesswoman, penguin Answer: penguin, cat, mouse
"
"skirt, ambulance, mouse, swan, giraffe, cat, shirt","cat, swan, mouse, giraffe","Input: skirt, ambulance, mouse, swan, giraffe, cat, shirt Answer: cat, swan, mouse, giraffe
"
"snail, chicken, potato, waiter, penguin, white","chicken, snail, penguin","Input: snail, chicken, potato, waiter, penguin, white Answer: chicken, snail, penguin
"
"cat, train, bee, snail, apple, spider","cat, snail, bee, spider","Input: cat, train, bee, snail, apple, spider Answer: cat, snail, bee, spider
"
"green, mouse, teacher, frog, snake, pancake","mouse, frog, snake","Input: green, mouse, teacher, frog, snake, pancake Answer: mouse, frog, snake
"
"bean, glove, elephant, doctor, shark, giraffe","elephant, giraffe, shark","Input: bean, glove, elephant, doctor, shark, giraffe Answer: elephant, giraffe, shark
"
"camel, mouse, shark, penguin, tomato, swimsuit","penguin, shark, mouse, camel","Input: camel, mouse, shark, penguin, tomato, swimsuit Answer: penguin, shark, mouse, camel
"
"snail, lion, dentist, gray, frog, bat","lion, snail, bat, frog","Input: snail, lion, dentist, gray, frog, bat Answer: lion, snail, bat, frog
"
"carrot, businesswoman, octopus, shark, whale, belt, bat","whale, bat, shark, octopus","Input: carrot, businesswoman, octopus, shark, whale, belt, bat Answer: whale, bat, shark, octopus
"
"swan, goat, taxi, actor, ship, spider, lizard","spider, lizard, swan, goat","Input: swan, goat, taxi, actor, ship, spider, lizard Answer: spider, lizard, swan, goat
"
"skirt, jellyfish, swimsuit, octopus, mechanic, snake","jellyfish, snake, octopus","Input: skirt, jellyfish, swimsuit, octopus, mechanic, snake Answer: jellyfish, snake, octopus
"
"giraffe, orange, shirt, parrot, butterfly","giraffe, butterfly, parrot","Input: giraffe, orange, shirt, parrot, butterfly Answer: giraffe, butterfly, parrot
"
"honey, octopus, shark, sheep, olives, bat","octopus, bat, sheep, shark","Input: honey, octopus, shark, sheep, olives, bat Answer: octopus, bat, sheep, shark
"
"goat, motorway, jellyfish, lizard, green, brown","jellyfish, lizard, goat","Input: goat, motorway, jellyfish, lizard, green, brown Answer: jellyfish, lizard, goat
"
"kiwi, bat, gray, shark, sheep","bat, shark, sheep","Input: kiwi, bat, gray, shark, sheep Answer: bat, shark, sheep
"
"cook, dolphin, jeans, mouse, jellyfish, fly","dolphin, fly, jellyfish, mouse","Input: cook, dolphin, jeans, mouse, jellyfish, fly Answer: dolphin, fly, jellyfish, mouse
"
"mango, panda, doctor, elephant, parrot, lion","elephant, lion, parrot, panda","Input: mango, panda, doctor, elephant, parrot, lion Answer: elephant, lion, parrot, panda
"
"duck, bread, bean, elephant, parrot, nurse, bat","parrot, elephant, duck, bat","Input: duck, bread, bean, elephant, parrot, nurse, bat Answer: parrot, elephant, duck, bat
"
"sock, helicopter, dolphin, cat, shirt, lion","dolphin, cat, lion","Input: sock, helicopter, dolphin, cat, shirt, lion Answer: dolphin, cat, lion
"
"motorway, truck, octopus, dress, fly, tortoise","fly, octopus, tortoise","Input: motorway, truck, octopus, dress, fly, tortoise Answer: fly, octopus, tortoise
"
"photographer, elephant, chicken, shirt, monkey, hippo","chicken, hippo, monkey, elephant","Input: photographer, elephant, chicken, shirt, monkey, hippo Answer: chicken, hippo, monkey, elephant
"
"belt, brown, swan, chicken, sheep, hippo, skirt","sheep, swan, chicken, hippo","Input: belt, brown, swan, chicken, sheep, hippo, skirt Answer: sheep, swan, chicken, hippo
"
"tortoise, elephant, yellow, jellyfish, bat, sausage","bat, jellyfish, elephant, tortoise","Input: tortoise, elephant, yellow, jellyfish, bat, sausage Answer: bat, jellyfish, elephant, tortoise
"
"shark, monkey, cook, spider, plane, parrot","monkey, parrot, shark, spider","Input: shark, monkey, cook, spider, plane, parrot Answer: monkey, parrot, shark, spider
"
"giraffe, fly, tiger, butterfly, mechanic, glove, dentist","giraffe, tiger, fly, butterfly","Input: giraffe, fly, tiger, butterfly, mechanic, glove, dentist Answer: giraffe, tiger, fly, butterfly
"
"cat, mouse, spider, cookie, snail, blue","spider, snail, mouse, cat","Input: cat, mouse, spider, cookie, snail, blue Answer: spider, snail, mouse, cat
"
"zebra, snake, glove, pancake, tractor, lion, octopus","zebra, snake, lion, octopus","Input: zebra, snake, glove, pancake, tractor, lion, octopus Answer: zebra, snake, lion, octopus
"
"orange, camel, lion, lemon, swan, spider, pancake","spider, swan, lion, camel","Input: orange, camel, lion, lemon, swan, spider, pancake Answer: spider, swan, lion, camel
"
"teacher, businesswoman, octopus, dolphin, bat","dolphin, bat, octopus","Input: teacher, businesswoman, octopus, dolphin, bat Answer: dolphin, bat, octopus
"
"snake, parrot, rice, swan, pajamas, penguin, ambulance","penguin, parrot, swan, snake","Input: snake, parrot, rice, swan, pajamas, penguin, ambulance Answer: penguin, parrot, swan, snake
"
"gold, spider, waiter, horse, butterfly, glove","horse, butterfly, spider","Input: gold, spider, waiter, horse, butterfly, glove Answer: horse, butterfly, spider
"
"camel, purple, gray, parrot, giraffe, yellow","giraffe, parrot, camel","Input: camel, purple, gray, parrot, giraffe, yellow Answer: giraffe, parrot, camel
"
"sandwich, jellyfish, parrot, dentist, duck, chicken","jellyfish, chicken, parrot, duck","Input: sandwich, jellyfish, parrot, dentist, duck, chicken Answer: jellyfish, chicken, parrot, duck
"
"lizard, dolphin, nurse, goat, white, gold","goat, lizard, dolphin","Input: lizard, dolphin, nurse, goat, white, gold Answer: goat, lizard, dolphin
"
"frog, pink, goat, bean, spider, cat","spider, goat, frog, cat","Input: frog, pink, goat, bean, spider, cat Answer: spider, goat, frog, cat
"
"snake, pea, sock, swan, ship, snail, fly","snail, snake, fly, swan","Input: snake, pea, sock, swan, ship, snail, fly Answer: snail, snake, fly, swan
"
"sheep, strawberry, panda, nurse, whale, mechanic, spider","sheep, whale, panda, spider","Input: sheep, strawberry, panda, nurse, whale, mechanic, spider Answer: sheep, whale, panda, spider
"
"businessman, nurse, panda, chicken, fly","chicken, panda, fly","Input: businessman, nurse, panda, chicken, fly Answer: chicken, panda, fly
"
"horse, dolphin, gray, penguin, car, strawberry","horse, penguin, dolphin","Input: horse, dolphin, gray, penguin, car, strawberry Answer: horse, penguin, dolphin
"
"horse, helicopter, gold, snake, tiger, dentist, mouse","tiger, snake, mouse, horse","Input: horse, helicopter, gold, snake, tiger, dentist, mouse Answer: tiger, snake, mouse, horse
"
"butter, actor, hippo, octopus, duck","duck, octopus, hippo","Input: butter, actor, hippo, octopus, duck Answer: duck, octopus, hippo
"
"ambulance, elephant, octopus, sweater, mechanic, swan, cat","swan, elephant, octopus, cat","Input: ambulance, elephant, octopus, sweater, mechanic, swan, cat Answer: swan, elephant, octopus, cat
"
"nurse, giraffe, butterfly, carrot, penguin","butterfly, giraffe, penguin","Input: nurse, giraffe, butterfly, carrot, penguin Answer: butterfly, giraffe, penguin
"
"snail, pea, chicken, elephant, train, purple, panda","elephant, chicken, snail, panda","Input: snail, pea, chicken, elephant, train, purple, panda Answer: elephant, chicken, snail, panda
"
"dolphin, sheep, frog, yoghurt, giraffe, nurse","sheep, dolphin, frog, giraffe","Input: dolphin, sheep, frog, yoghurt, giraffe, nurse Answer: sheep, dolphin, frog, giraffe
"
"jellyfish, chicken, bus, dress, yellow, donkey","jellyfish, chicken, donkey","Input: jellyfish, chicken, bus, dress, yellow, donkey Answer: jellyfish, chicken, donkey
"
"swimsuit, photographer, rabbit, bat, tiger, designer, shark","shark, bat, tiger, rabbit","Input: swimsuit, photographer, rabbit, bat, tiger, designer, shark Answer: shark, bat, tiger, rabbit
"
"monkey, dolphin, frog, sweater, onion, rabbit, photographer","monkey, frog, dolphin, rabbit","Input: monkey, dolphin, frog, sweater, onion, rabbit, photographer Answer: monkey, frog, dolphin, rabbit
"
"snail, swimsuit, spider, snake, motorway","snake, spider, snail","Input: snail, swimsuit, spider, snake, motorway Answer: snake, spider, snail
"
"chicken, lion, cat, duck, teacher, soup","cat, lion, duck, chicken","Input: chicken, lion, cat, duck, teacher, soup Answer: cat, lion, duck, chicken
"
"cook, chicken, red, bat, blue, hippo","bat, hippo, chicken","Input: cook, chicken, red, bat, blue, hippo Answer: bat, hippo, chicken
"
"tractor, goat, duck, swimsuit, monkey, burger","duck, goat, monkey","Input: tractor, goat, duck, swimsuit, monkey, burger Answer: duck, goat, monkey
"
"elephant, hippo, pink, zebra, swimsuit","elephant, hippo, zebra","Input: elephant, hippo, pink, zebra, swimsuit Answer: elephant, hippo, zebra
"
"meatballs, lizard, sheep, tiger, yellow, skirt, penguin","tiger, penguin, lizard, sheep","Input: meatballs, lizard, sheep, tiger, yellow, skirt, penguin Answer: tiger, penguin, lizard, sheep
"
"duck, purple, butterfly, cat, onion, brown","duck, butterfly, cat","Input: duck, purple, butterfly, cat, onion, brown Answer: duck, butterfly, cat
"
"lion, donkey, spaceship, plane, elephant, hippo","elephant, lion, donkey, hippo","Input: lion, donkey, spaceship, plane, elephant, hippo Answer: elephant, lion, donkey, hippo
"
"red, frog, parrot, donkey, ice cream, octopus, brown","donkey, parrot, octopus, frog","Input: red, frog, parrot, donkey, ice cream, octopus, brown Answer: donkey, parrot, octopus, frog
"
"train, frog, tortoise, artist, swan, lion, dress","lion, frog, swan, tortoise","Input: train, frog, tortoise, artist, swan, lion, dress Answer: lion, frog, swan, tortoise
"
"frog, donkey, mango, zebra, trousers, tortoise","frog, zebra, tortoise, donkey","Input: frog, donkey, mango, zebra, trousers, tortoise Answer: frog, zebra, tortoise, donkey
"
"tortoise, giraffe, hippo, orange, gray","hippo, giraffe, tortoise","Input: tortoise, giraffe, hippo, orange, gray Answer: hippo, giraffe, tortoise
"
"horse, yellow, tortoise, shirt, snail","horse, tortoise, snail","Input: horse, yellow, tortoise, shirt, snail Answer: horse, tortoise, snail
"
"burger, tiger, rabbit, nurse, spider","spider, rabbit, tiger","Input: burger, tiger, rabbit, nurse, spider Answer: spider, rabbit, tiger
"
"lizard, journalist, hippo, tiger, green, red","hippo, lizard, tiger","Input: lizard, journalist, hippo, tiger, green, red Answer: hippo, lizard, tiger
"
"whale, jellyfish, snail, truck, bat, engineer, train","whale, bat, jellyfish, snail","Input: whale, jellyfish, snail, truck, bat, engineer, train Answer: whale, bat, jellyfish, snail
"
"dentist, panda, businesswoman, swan, goat, cook","swan, goat, panda","Input: dentist, panda, businesswoman, swan, goat, cook Answer: swan, goat, panda
"
"honey, hippo, elephant, milk, sheep, ship","sheep, elephant, hippo","Input: honey, hippo, elephant, milk, sheep, ship Answer: sheep, elephant, hippo
"
"fly, spaceship, jellyfish, chicken, taxi, blue","fly, jellyfish, chicken","Input: fly, spaceship, jellyfish, chicken, taxi, blue Answer: fly, jellyfish, chicken
"
"octopus, tortoise, ambulance, goat, rice, duck","duck, octopus, tortoise, goat","Input: octopus, tortoise, ambulance, goat, rice, duck Answer: duck, octopus, tortoise, goat
"
"chicken, penguin, spider, designer, snake, mechanic, waiter","snake, penguin, chicken, spider","Input: chicken, penguin, spider, designer, snake, mechanic, waiter Answer: snake, penguin, chicken, spider
"
"shirt, sheep, snake, penguin, ambulance","snake, sheep, penguin","Input: shirt, sheep, snake, penguin, ambulance Answer: snake, sheep, penguin
"
"duck, bean, brown, hippo, penguin, gray","penguin, hippo, duck","Input: duck, bean, brown, hippo, penguin, gray Answer: penguin, hippo, duck
"
"blue, snake, dress, frog, cat, mechanic, tiger","snake, tiger, frog, cat","Input: blue, snake, dress, frog, cat, mechanic, tiger Answer: snake, tiger, frog, cat
"
"cook, truck, frog, octopus, gold, bee","bee, octopus, frog","Input: cook, truck, frog, octopus, gold, bee Answer: bee, octopus, frog
"
"pajamas, jellyfish, lizard, potato, green, parrot","parrot, jellyfish, lizard","Input: pajamas, jellyfish, lizard, potato, green, parrot Answer: parrot, jellyfish, lizard
"
"jeans, butterfly, businesswoman, panda, teacher, goat","goat, butterfly, panda","Input: jeans, butterfly, businesswoman, panda, teacher, goat Answer: goat, butterfly, panda
"
"photographer, zebra, fly, jellyfish, tortoise, red","jellyfish, zebra, fly, tortoise","Input: photographer, zebra, fly, jellyfish, tortoise, red Answer: jellyfish, zebra, fly, tortoise
"
"olives, tiger, yellow, pea, chicken, dolphin, horse","tiger, chicken, dolphin, horse","Input: olives, tiger, yellow, pea, chicken, dolphin, horse Answer: tiger, chicken, dolphin, horse
"
"waiter, bus, shark, swan, bee","bee, shark, swan","Input: waiter, bus, shark, swan, bee Answer: bee, shark, swan
"
"belt, zebra, frog, businesswoman, butterfly","butterfly, frog, zebra","Input: belt, zebra, frog, businesswoman, butterfly Answer: butterfly, frog, zebra
"
"shark, rabbit, soup, white, camel, duck, bus","rabbit, camel, shark, duck","Input: shark, rabbit, soup, white, camel, duck, bus Answer: rabbit, camel, shark, duck
"
"sock, swan, pink, penguin, panda, journalist, snake","swan, penguin, panda, snake","Input: sock, swan, pink, penguin, panda, journalist, snake Answer: swan, penguin, panda, snake
"
"dress, engineer, jellyfish, skirt, mouse, octopus","octopus, jellyfish, mouse","Input: dress, engineer, jellyfish, skirt, mouse, octopus Answer: octopus, jellyfish, mouse
"
"trousers, hippo, fly, jellyfish, dentist","hippo, fly, jellyfish","Input: trousers, hippo, fly, jellyfish, dentist Answer: hippo, fly, jellyfish
"
"nurse, chicken, pasta, monkey, frog","monkey, frog, chicken","Input: nurse, chicken, pasta, monkey, frog Answer: monkey, frog, chicken
"
"gold, lion, panda, goat, businesswoman, orange","lion, panda, goat","Input: gold, lion, panda, goat, businesswoman, orange Answer: lion, panda, goat
"
"sausage, camel, sheep, journalist, fly, shark","fly, sheep, camel, shark","Input: sausage, camel, sheep, journalist, fly, shark Answer: fly, sheep, camel, shark
"
"fly, cook, jellyfish, bat, giraffe, glove","giraffe, bat, jellyfish, fly","Input: fly, cook, jellyfish, bat, giraffe, glove Answer: giraffe, bat, jellyfish, fly
"
"spaceship, lizard, swan, salad, ambulance, chicken","lizard, chicken, swan","Input: spaceship, lizard, swan, salad, ambulance, chicken Answer: lizard, chicken, swan
"
"red, fly, zebra, blue, shark","shark, zebra, fly","Input: red, fly, zebra, blue, shark Answer: shark, zebra, fly
"
"parrot, ship, rabbit, swan, train","swan, parrot, rabbit","Input: parrot, ship, rabbit, swan, train Answer: swan, parrot, rabbit
"
"chicken, tiger, giraffe, designer, doctor, trousers","giraffe, chicken, tiger","Input: chicken, tiger, giraffe, designer, doctor, trousers Answer: giraffe, chicken, tiger
"
"hippo, butterfly, zebra, spaceship, elephant, yellow","elephant, butterfly, zebra, hippo","Input: hippo, butterfly, zebra, spaceship, elephant, yellow Answer: elephant, butterfly, zebra, hippo
"
"taxi, yellow, giraffe, ice cream, chicken, mouse, donkey","donkey, mouse, chicken, giraffe","Input: taxi, yellow, giraffe, ice cream, chicken, mouse, donkey Answer: donkey, mouse, chicken, giraffe
"
"bat, snake, engineer, journalist, spider, fly","snake, fly, spider, bat","Input: bat, snake, engineer, journalist, spider, fly Answer: snake, fly, spider, bat
"
"whale, tortoise, egg, zebra, octopus, watermelon","tortoise, zebra, whale, octopus","Input: whale, tortoise, egg, zebra, octopus, watermelon Answer: tortoise, zebra, whale, octopus
"
"snake, sock, swan, tiger, cookie, lion","snake, tiger, swan, lion","Input: snake, sock, swan, tiger, cookie, lion Answer: snake, tiger, swan, lion
"
"nurse, rabbit, car, parrot, spider","parrot, spider, rabbit","Input: nurse, rabbit, car, parrot, spider Answer: parrot, spider, rabbit
"
"goat, rabbit, green, penguin, ship","goat, rabbit, penguin","Input: goat, rabbit, green, penguin, ship Answer: goat, rabbit, penguin
"
"chicken, tiger, shoe, car, cat, white","tiger, chicken, cat","Input: chicken, tiger, shoe, car, cat, white Answer: tiger, chicken, cat
"
"hippo, penguin, giraffe, horse, butter, gray, jacket","horse, hippo, penguin, giraffe","Input: hippo, penguin, giraffe, horse, butter, gray, jacket Answer: horse, hippo, penguin, giraffe
"
"duck, yellow, bee, train, zebra, goat","duck, bee, zebra, goat","Input: duck, yellow, bee, train, zebra, goat Answer: duck, bee, zebra, goat
"
"swan, mouse, horse, mechanic, journalist","horse, swan, mouse","Input: swan, mouse, horse, mechanic, journalist Answer: horse, swan, mouse
"
"frog, yellow, strawberry, donkey, bat, watermelon","frog, donkey, bat","Input: frog, yellow, strawberry, donkey, bat, watermelon Answer: frog, donkey, bat
"
"journalist, dolphin, shark, whale, orange, lion","shark, lion, whale, dolphin","Input: journalist, dolphin, shark, whale, orange, lion Answer: shark, lion, whale, dolphin
"
"pink, goat, snail, whale, candy, lizard","snail, lizard, whale, goat","Input: pink, goat, snail, whale, candy, lizard Answer: snail, lizard, whale, goat
"
"goat, parrot, pear, truck, snail","goat, parrot, snail","Input: goat, parrot, pear, truck, snail Answer: goat, parrot, snail
"
"frog, donkey, horse, pasta, rice, potato","donkey, horse, frog","Input: frog, donkey, horse, pasta, rice, potato Answer: donkey, horse, frog
"
"businesswoman, penguin, octopus, chicken, rabbit, ice cream","rabbit, chicken, octopus, penguin","Input: businesswoman, penguin, octopus, chicken, rabbit, ice cream Answer: rabbit, chicken, octopus, penguin
"
"blue, jeans, taxi, snail, octopus, lizard","snail, octopus, lizard","Input: blue, jeans, taxi, snail, octopus, lizard Answer: snail, octopus, lizard
"
"belt, sweater, bat, spaceship, sheep, dolphin","dolphin, sheep, bat","Input: belt, sweater, bat, spaceship, sheep, dolphin Answer: dolphin, sheep, bat
"
"snake, duck, banana, shark, potato, mouse","duck, snake, shark, mouse","Input: snake, duck, banana, shark, potato, mouse Answer: duck, snake, shark, mouse
"
"purple, sandwich, parrot, elephant, dolphin","parrot, elephant, dolphin","Input: purple, sandwich, parrot, elephant, dolphin Answer: parrot, elephant, dolphin
"
"mouse, frog, businesswoman, snake, gold, swan","snake, swan, mouse, frog","Input: mouse, frog, businesswoman, snake, gold, swan Answer: snake, swan, mouse, frog
"
"panda, jacket, elephant, zebra, mouse, jeans, cookie","zebra, panda, elephant, mouse","Input: panda, jacket, elephant, zebra, mouse, jeans, cookie Answer: zebra, panda, elephant, mouse
"
"journalist, donkey, actor, frog, swan, ambulance, goat","frog, donkey, goat, swan","Input: journalist, donkey, actor, frog, swan, ambulance, goat Answer: frog, donkey, goat, swan
"
"lizard, ship, white, honey, whale, goat, cat","goat, cat, lizard, whale","Input: lizard, ship, white, honey, whale, goat, cat Answer: goat, cat, lizard, whale
"
"duck, artist, engineer, octopus, fly, gold","fly, duck, octopus","Input: duck, artist, engineer, octopus, fly, gold Answer: fly, duck, octopus
"
"goat, journalist, butterfly, whale, cook, giraffe, engineer","giraffe, whale, goat, butterfly","Input: goat, journalist, butterfly, whale, cook, giraffe, engineer Answer: giraffe, whale, goat, butterfly
"
"helicopter, parrot, goat, swan, scarf","goat, swan, parrot","Input: helicopter, parrot, goat, swan, scarf Answer: goat, swan, parrot
"
"candy, bee, green, journalist, shark, octopus","shark, octopus, bee","Input: candy, bee, green, journalist, shark, octopus Answer: shark, octopus, bee
"
