input,output,text
"Everything's serious, poetic, earnest and -- sadly -- dull.",negative,"Input: Everything's serious, poetic, earnest and -- sadly -- dull. Answer: negative
"
Comes across as a fairly weak retooling.,negative,"Input: Comes across as a fairly weak retooling. Answer: negative
"
Just isn't as weird as it ought to be.,negative,"Input: Just isn't as weird as it ought to be. Answer: negative
"
Humor in I Spy is so anemic.,negative,"Input: Humor in I Spy is so anemic. Answer: negative
"
"Violent, vulgar and forgettably entertaining.",negative,"Input: Violent, vulgar and forgettably entertaining. Answer: negative
"
"Plodding, peevish and gimmicky.",negative,"Input: Plodding, peevish and gimmicky. Answer: negative
"
A rote exercise in both animation and storytelling.,negative,"Input: A rote exercise in both animation and storytelling. Answer: negative
"
Little more than a well-mounted history lesson.,negative,"Input: Little more than a well-mounted history lesson. Answer: negative
"
Much of the cast is stiff or just plain bad.,negative,"Input: Much of the cast is stiff or just plain bad. Answer: negative
"
"It is a likable story, told with competence.",positive,"Input: It is a likable story, told with competence. Answer: positive
"
Originality is sorely lacking.,negative,"Input: Originality is sorely lacking. Answer: negative
"
"Satisfyingly scarifying, fresh and old-fashioned at the same time.",positive,"Input: Satisfyingly scarifying, fresh and old-fashioned at the same time. Answer: positive
"
A non-mystery mystery.,negative,"Input: A non-mystery mystery. Answer: negative
"
Arguably the best script that Besson has written in years.,positive,"Input: Arguably the best script that Besson has written in years. Answer: positive
"
Witless and utterly pointless.,negative,"Input: Witless and utterly pointless. Answer: negative
"
The cast delivers without sham the raw-nerved story.,positive,"Input: The cast delivers without sham the raw-nerved story. Answer: positive
"
"entertaining enough, but nothing new",negative,"Input: entertaining enough, but nothing new Answer: negative
"
We get the comedy we settle for.,negative,"Input: We get the comedy we settle for. Answer: negative
"
...silly humbuggery...,negative,"Input: ...silly humbuggery... Answer: negative
"
Too daft by half ... but supremely good natured.,positive,"Input: Too daft by half ... but supremely good natured. Answer: positive
"
Spiderman ROCKS,positive,"Input: Spiderman ROCKS Answer: positive
"
"The title, alone, should scare any sane person away.",negative,"Input: The title, alone, should scare any sane person away. Answer: negative
"
The verdict: Two bodies and hardly a laugh between them.,negative,"Input: The verdict: Two bodies and hardly a laugh between them. Answer: negative
"
"By its modest, straight-ahead standards, Undisputed scores a direct hit.",positive,"Input: By its modest, straight-ahead standards, Undisputed scores a direct hit. Answer: positive
"
Highly engaging.,positive,"Input: Highly engaging. Answer: positive
"
Video games are more involving than this mess.,negative,"Input: Video games are more involving than this mess. Answer: negative
"
A marvel of production design.,positive,"Input: A marvel of production design. Answer: positive
"
A poignant comedy that offers food for thought.,positive,"Input: A poignant comedy that offers food for thought. Answer: positive
"
...hokey art house pretension.,negative,"Input: ...hokey art house pretension. Answer: negative
"
Delivers roughly equal amounts of beautiful movement and inside information.,positive,"Input: Delivers roughly equal amounts of beautiful movement and inside information. Answer: positive
"
The movie's blatant derivativeness is one reason it's so lackluster.,negative,"Input: The movie's blatant derivativeness is one reason it's so lackluster. Answer: negative
"
"Thought-provoking and stylish, if also somewhat hermetic.",positive,"Input: Thought-provoking and stylish, if also somewhat hermetic. Answer: positive
"
Strange and beautiful film.,positive,"Input: Strange and beautiful film. Answer: positive
"
"I've never bought from telemarketers, but I bought this movie.",positive,"Input: I've never bought from telemarketers, but I bought this movie. Answer: positive
"
Painfully padded.,negative,"Input: Painfully padded. Answer: negative
"
Collapses under its own meager weight.,negative,"Input: Collapses under its own meager weight. Answer: negative
"
Has a solid emotional impact.,positive,"Input: Has a solid emotional impact. Answer: positive
"
A Movie to Forget,negative,"Input: A Movie to Forget Answer: negative
"
Bottom-rung New Jack City wannabe.,negative,"Input: Bottom-rung New Jack City wannabe. Answer: negative
"
Hoffman's performance is authentic to the core of his being.,positive,"Input: Hoffman's performance is authentic to the core of his being. Answer: positive
"
Horrible.,negative,"Input: Horrible. Answer: negative
"
"Best indie of the year, so far.",positive,"Input: Best indie of the year, so far. Answer: positive
"
Well-meant but unoriginal.,negative,"Input: Well-meant but unoriginal. Answer: negative
"
The cumulative effect of the movie is repulsive and depressing.,negative,"Input: The cumulative effect of the movie is repulsive and depressing. Answer: negative
"
Mordantly funny and intimately knowing ...,positive,"Input: Mordantly funny and intimately knowing ... Answer: positive
"
"Weighted down with slow, uninvolving storytelling and flat acting.",negative,"Input: Weighted down with slow, uninvolving storytelling and flat acting. Answer: negative
"
"A markedly inactive film, City is conversational bordering on confessional.",negative,"Input: A markedly inactive film, City is conversational bordering on confessional. Answer: negative
"
...begins on a high note and sustains it beautifully.,positive,"Input: ...begins on a high note and sustains it beautifully. Answer: positive
"
"director Hoffman, his writer and Kline's agent should serve detention",negative,"Input: director Hoffman, his writer and Kline's agent should serve detention Answer: negative
"
"Guy gets girl, guy loses girl, audience falls asleep.",negative,"Input: Guy gets girl, guy loses girl, audience falls asleep. Answer: negative
"
"the film never rises above a conventional, two dimension tale",negative,"Input: the film never rises above a conventional, two dimension tale Answer: negative
"
"Laughably, irredeemably awful.",negative,"Input: Laughably, irredeemably awful. Answer: negative
"
"Romantic, riveting and handsomely animated.",positive,"Input: Romantic, riveting and handsomely animated. Answer: positive
"
"A classy, sprightly spin on film.",positive,"Input: A classy, sprightly spin on film. Answer: positive
"
"Witty, vibrant, and intelligent.",positive,"Input: Witty, vibrant, and intelligent. Answer: positive
"
Never once predictable.,positive,"Input: Never once predictable. Answer: positive
"
Harmless fun.,positive,"Input: Harmless fun. Answer: positive
"
...bibbidy-bobbidi-bland.,negative,"Input: ...bibbidy-bobbidi-bland. Answer: negative
"
"A dull, inconsistent, dishonest female bonding picture.",negative,"Input: A dull, inconsistent, dishonest female bonding picture. Answer: negative
"
A compelling story of musical passion against governmental odds.,positive,"Input: A compelling story of musical passion against governmental odds. Answer: positive
"
Exciting documentary.,positive,"Input: Exciting documentary. Answer: positive
"
Throw Smoochy from the train!,negative,"Input: Throw Smoochy from the train! Answer: negative
"
A modestly surprising movie.,positive,"Input: A modestly surprising movie. Answer: positive
"
The premise of Jason X is silly but strangely believable.,positive,"Input: The premise of Jason X is silly but strangely believable. Answer: positive
"
"This is a dark, gritty, sometimes funny little gem.",positive,"Input: This is a dark, gritty, sometimes funny little gem. Answer: positive
"
A fairly harmless but ultimately lifeless feature-length afterschool special.,negative,"Input: A fairly harmless but ultimately lifeless feature-length afterschool special. Answer: negative
"
Staggeringly dreadful romance.,negative,"Input: Staggeringly dreadful romance. Answer: negative
"
Final verdict: You've seen it all before.,negative,"Input: Final verdict: You've seen it all before. Answer: negative
"
An enjoyable feel-good family comedy regardless of race.,positive,"Input: An enjoyable feel-good family comedy regardless of race. Answer: positive
"
Oscar caliber cast doesn't live up to material,negative,"Input: Oscar caliber cast doesn't live up to material Answer: negative
"
"It's funny, as the old saying goes, because it's true.",positive,"Input: It's funny, as the old saying goes, because it's true. Answer: positive
"
The trashy teen-sleaze equivalent of Showgirls.,negative,"Input: The trashy teen-sleaze equivalent of Showgirls. Answer: negative
"
Gooding offers a desperately ingratiating performance.,negative,"Input: Gooding offers a desperately ingratiating performance. Answer: negative
"
Neatly constructed thriller.,positive,"Input: Neatly constructed thriller. Answer: positive
"
A chilling movie without oppressive gore.,positive,"Input: A chilling movie without oppressive gore. Answer: positive
"
The story has little wit and no surprises.,negative,"Input: The story has little wit and no surprises. Answer: negative
"
Its rawness and vitality give it considerable punch.,positive,"Input: Its rawness and vitality give it considerable punch. Answer: positive
"
A dazzling dream of a documentary.,positive,"Input: A dazzling dream of a documentary. Answer: positive
"
Manages to delight without much of a story.,positive,"Input: Manages to delight without much of a story. Answer: positive
"
"Enormously enjoyable, high-adrenaline documentary.",positive,"Input: Enormously enjoyable, high-adrenaline documentary. Answer: positive
"
A thought-provoking picture.,positive,"Input: A thought-provoking picture. Answer: positive
"
Aggravating and tedious.,negative,"Input: Aggravating and tedious. Answer: negative
"
A lot smarter than your average Bond.,positive,"Input: A lot smarter than your average Bond. Answer: positive
"
"Too much power, not enough puff.",negative,"Input: Too much power, not enough puff. Answer: negative
"
"She may not be real, but the laughs are.",positive,"Input: She may not be real, but the laughs are. Answer: positive
"
"Entirely suspenseful, extremely well-paced and ultimately... dare I say, entertaining!",positive,"Input: Entirely suspenseful, extremely well-paced and ultimately... dare I say, entertaining! Answer: positive
"
"...a solid, well-formed satire.",positive,"Input: ...a solid, well-formed satire. Answer: positive
"
Low comedy doesn't come much lower.,negative,"Input: Low comedy doesn't come much lower. Answer: negative
"
A winning and wildly fascinating work.,positive,"Input: A winning and wildly fascinating work. Answer: positive
"
Rarely has a film's title served such dire warning.,negative,"Input: Rarely has a film's title served such dire warning. Answer: negative
"
Works as pretty contagious fun.,positive,"Input: Works as pretty contagious fun. Answer: positive
"
"It's as if Allen, at 66, has stopped challenging himself.",negative,"Input: It's as if Allen, at 66, has stopped challenging himself. Answer: negative
"
A small gem from Belgium.,positive,"Input: A small gem from Belgium. Answer: positive
"
A gift to anyone who loves both dance and cinema,positive,"Input: A gift to anyone who loves both dance and cinema Answer: positive
"
Constantly slips from the grasp of its maker.,negative,"Input: Constantly slips from the grasp of its maker. Answer: negative
"
Beautifully produced.,positive,"Input: Beautifully produced. Answer: positive
"
Feels strangely hollow at its emotional core.,negative,"Input: Feels strangely hollow at its emotional core. Answer: negative
"
Schrader examines Crane's decline with unblinking candor.,positive,"Input: Schrader examines Crane's decline with unblinking candor. Answer: positive
"
Cinematic poo.,negative,"Input: Cinematic poo. Answer: negative
"
"By turns pretentious, fascinating, ludicrous, provocative and vainglorious.",positive,"Input: By turns pretentious, fascinating, ludicrous, provocative and vainglorious. Answer: positive
"
An effortlessly accomplished and richly resonant work.,positive,"Input: An effortlessly accomplished and richly resonant work. Answer: positive
"
"This is a truly, truly bad movie.",negative,"Input: This is a truly, truly bad movie. Answer: negative
"
A little better than Sorcerer's Stone.,positive,"Input: A little better than Sorcerer's Stone. Answer: positive
"
Ian Holm conquers France as an earthy Napoleon,positive,"Input: Ian Holm conquers France as an earthy Napoleon Answer: positive
"
Manages to be wholesome and subversive at the same time.,positive,"Input: Manages to be wholesome and subversive at the same time. Answer: positive
"
A manically generous Christmas vaudeville.,positive,"Input: A manically generous Christmas vaudeville. Answer: positive
"
What a pity ... that the material is so second-rate.,negative,"Input: What a pity ... that the material is so second-rate. Answer: negative
"
Cusack's just brilliant in this.,positive,"Input: Cusack's just brilliant in this. Answer: positive
"
"Pretty much sucks, but has a funny moment or two.",negative,"Input: Pretty much sucks, but has a funny moment or two. Answer: negative
"
Meticulously uncovers a trail of outrageous force and craven concealment.,positive,"Input: Meticulously uncovers a trail of outrageous force and craven concealment. Answer: positive
"
No surprises.,negative,"Input: No surprises. Answer: negative
"
An unexpectedly sweet story of sisterhood.,positive,"Input: An unexpectedly sweet story of sisterhood. Answer: positive
"
Steers refreshingly clear of the usual cliches.,positive,"Input: Steers refreshingly clear of the usual cliches. Answer: positive
"
"Just another disjointed, fairly predictable psychological thriller.",negative,"Input: Just another disjointed, fairly predictable psychological thriller. Answer: negative
"
This is no ``Waterboy!'',negative,"Input: This is no ``Waterboy!'' Answer: negative
"
I liked this film a lot...,positive,"Input: I liked this film a lot... Answer: positive
"
"Complex, sinuously plotted and, somehow, off-puttingly cold.",negative,"Input: Complex, sinuously plotted and, somehow, off-puttingly cold. Answer: negative
"
A haunting tale of murder and mayhem.,positive,"Input: A haunting tale of murder and mayhem. Answer: positive
"
Ya-Yas everywhere will forgive the flaws and love the film.,positive,"Input: Ya-Yas everywhere will forgive the flaws and love the film. Answer: positive
"
...quite good at providing some good old fashioned spooks.,positive,"Input: ...quite good at providing some good old fashioned spooks. Answer: positive
"
This is a superior horror flick.,positive,"Input: This is a superior horror flick. Answer: positive
"
Skip the film and buy the Philip Glass soundtrack CD.,negative,"Input: Skip the film and buy the Philip Glass soundtrack CD. Answer: negative
"
A flick about our infantilized culture that isn't entirely infantile.,positive,"Input: A flick about our infantilized culture that isn't entirely infantile. Answer: positive
"
A very charming and funny movie.,positive,"Input: A very charming and funny movie. Answer: positive
"
"... there's a choppy, surface-effect feeling to the whole enterprise.",negative,"Input: ... there's a choppy, surface-effect feeling to the whole enterprise. Answer: negative
"
Michel Piccoli's moving performance is this films reason for being.,positive,"Input: Michel Piccoli's moving performance is this films reason for being. Answer: positive
"
As saccharine as it is disposable.,negative,"Input: As saccharine as it is disposable. Answer: negative
"
overburdened with complicated plotting and banal dialogue,negative,"Input: overburdened with complicated plotting and banal dialogue Answer: negative
"
Worth seeing just for Weaver and LaPaglia.,positive,"Input: Worth seeing just for Weaver and LaPaglia. Answer: positive
"
"An unsettling, memorable cinematic experience that does its predecessors proud.",positive,"Input: An unsettling, memorable cinematic experience that does its predecessors proud. Answer: positive
"
The most consistently funny of the Austin Powers films.,positive,"Input: The most consistently funny of the Austin Powers films. Answer: positive
"
Director David Fincher and writer David Koepp can't sustain it.,negative,"Input: Director David Fincher and writer David Koepp can't sustain it. Answer: negative
"
A fifty car pileup of cliches.,negative,"Input: A fifty car pileup of cliches. Answer: negative
"
"A penetrating, potent exploration of sanctimony, self-awareness, self-hatred and self-determination.",positive,"Input: A penetrating, potent exploration of sanctimony, self-awareness, self-hatred and self-determination. Answer: positive
"
An unsophisticated sci-fi drama that takes itself all too seriously.,negative,"Input: An unsophisticated sci-fi drama that takes itself all too seriously. Answer: negative
"
Allen's funniest and most likeable movie in years.,positive,"Input: Allen's funniest and most likeable movie in years. Answer: positive
"
Terrible.,negative,"Input: Terrible. Answer: negative
"
there is truth here,positive,"Input: there is truth here Answer: positive
"
It's technically sumptuous but also almost wildly alive.,positive,"Input: It's technically sumptuous but also almost wildly alive. Answer: positive
"
Meandering and confusing.,negative,"Input: Meandering and confusing. Answer: negative
"
Dramatically lackluster.,negative,"Input: Dramatically lackluster. Answer: negative
"
A modest masterpiece.,positive,"Input: A modest masterpiece. Answer: positive
"
Resembles a soft porn Brian De Palma pastiche.,negative,"Input: Resembles a soft porn Brian De Palma pastiche. Answer: negative
"
Compellingly watchable.,positive,"Input: Compellingly watchable. Answer: positive
"
A domestic melodrama with weak dialogue and biopic cliches.,negative,"Input: A domestic melodrama with weak dialogue and biopic cliches. Answer: negative
"
It is definitely worth seeing.,positive,"Input: It is definitely worth seeing. Answer: positive
"
An opportunity missed.,negative,"Input: An opportunity missed. Answer: negative
"
The film is full of charm.,positive,"Input: The film is full of charm. Answer: positive
"
Tends to plod.,negative,"Input: Tends to plod. Answer: negative
"
A terrifically entertaining specimen of Spielbergian sci-fi.,positive,"Input: A terrifically entertaining specimen of Spielbergian sci-fi. Answer: positive
"
Full of surprises.,positive,"Input: Full of surprises. Answer: positive
"
Gets better after Foster leaves that little room.,positive,"Input: Gets better after Foster leaves that little room. Answer: positive
"
"The problem, amazingly enough, is the screenplay.",negative,"Input: The problem, amazingly enough, is the screenplay. Answer: negative
"
"Flat, misguided comedy.",negative,"Input: Flat, misguided comedy. Answer: negative
"
"This Orange has some juice, but it's far from fresh-squeezed.",negative,"Input: This Orange has some juice, but it's far from fresh-squeezed. Answer: negative
"
"A quiet, disquieting triumph.",positive,"Input: A quiet, disquieting triumph. Answer: positive
"
Gently humorous and touching.,positive,"Input: Gently humorous and touching. Answer: positive
"
It's pretentious in a way that verges on the amateurish.,negative,"Input: It's pretentious in a way that verges on the amateurish. Answer: negative
"
"A banal, virulently unpleasant excuse for a romantic comedy.",negative,"Input: A banal, virulently unpleasant excuse for a romantic comedy. Answer: negative
"
An average kid-empowerment fantasy with slightly above-average brains.,positive,"Input: An average kid-empowerment fantasy with slightly above-average brains. Answer: positive
"
Almost peerlessly unsettling.,negative,"Input: Almost peerlessly unsettling. Answer: negative
"
As pedestrian as they come.,negative,"Input: As pedestrian as they come. Answer: negative
"
Surprisingly insightful,positive,"Input: Surprisingly insightful Answer: positive
"
Fluffy and disposible.,negative,"Input: Fluffy and disposible. Answer: negative
"
"In the end, there isn't much to it.",negative,"Input: In the end, there isn't much to it. Answer: negative
"
Grant isn't Cary and Bullock isn't Katherine.,negative,"Input: Grant isn't Cary and Bullock isn't Katherine. Answer: negative
"
"``Sorority Boys'' was funnier, and that movie was pretty bad.",negative,"Input: ``Sorority Boys'' was funnier, and that movie was pretty bad. Answer: negative
"
Well-made but mush-hearted.,positive,"Input: Well-made but mush-hearted. Answer: positive
"
The film is insightful about Kissinger's background and history.,positive,"Input: The film is insightful about Kissinger's background and history. Answer: positive
"
It's an 88-minute highlight reel that's 86 minutes too long.,negative,"Input: It's an 88-minute highlight reel that's 86 minutes too long. Answer: negative
"
It's a sharp movie about otherwise dull subjects.,positive,"Input: It's a sharp movie about otherwise dull subjects. Answer: positive
"
Abysmally pathetic,negative,"Input: Abysmally pathetic Answer: negative
"
Quietly engaging.,positive,"Input: Quietly engaging. Answer: positive
"
A reality-snubbing hodgepodge.,negative,"Input: A reality-snubbing hodgepodge. Answer: negative
"
Black-and-white and unrealistic.,negative,"Input: Black-and-white and unrealistic. Answer: negative
"
"Strange it is, but delightfully so.",positive,"Input: Strange it is, but delightfully so. Answer: positive
"
The IMAX screen enhances the personal touch of manual animation.,positive,"Input: The IMAX screen enhances the personal touch of manual animation. Answer: positive
"
This is one of the outstanding thrillers of recent years.,positive,"Input: This is one of the outstanding thrillers of recent years. Answer: positive
"
"I liked it because it was so endlessly, grotesquely, inventive.",positive,"Input: I liked it because it was so endlessly, grotesquely, inventive. Answer: positive
"
The chocolate factory without Charlie.,negative,"Input: The chocolate factory without Charlie. Answer: negative
"
"... a gleefully grungy, hilariously wicked black comedy ...",positive,"Input: ... a gleefully grungy, hilariously wicked black comedy ... Answer: positive
"
"A taut, sobering film.",positive,"Input: A taut, sobering film. Answer: positive
"
Goes on and on to the point of nausea.,negative,"Input: Goes on and on to the point of nausea. Answer: negative
"
Ararat feels like a book report,negative,"Input: Ararat feels like a book report Answer: negative
"
The film oozes craft.,positive,"Input: The film oozes craft. Answer: positive
"
A film that loses sight of its own story.,negative,"Input: A film that loses sight of its own story. Answer: negative
"
Seems like someone going through the motions.,negative,"Input: Seems like someone going through the motions. Answer: negative
"
...one resurrection too many.,negative,"Input: ...one resurrection too many. Answer: negative
"
... wise and elegiac ...,positive,"Input: ... wise and elegiac ... Answer: positive
"
Troubling and powerful.,positive,"Input: Troubling and powerful. Answer: positive
"
Not so much farcical as sour.,negative,"Input: Not so much farcical as sour. Answer: negative
"
Griffin & Co. manage to be spectacularly outrageous.,positive,"Input: Griffin & Co. manage to be spectacularly outrageous. Answer: positive
"
A surprisingly sweet and gentle comedy.,positive,"Input: A surprisingly sweet and gentle comedy. Answer: positive
"
Darkly funny and frequently insightful.,positive,"Input: Darkly funny and frequently insightful. Answer: positive
"
The fetid underbelly of fame has never looked uglier.,negative,"Input: The fetid underbelly of fame has never looked uglier. Answer: negative
"
The film proves unrelentingly grim -- and equally engrossing.,positive,"Input: The film proves unrelentingly grim -- and equally engrossing. Answer: positive
"
The film is a verbal duel between two gifted performers.,positive,"Input: The film is a verbal duel between two gifted performers. Answer: positive
"
A flawed but engrossing thriller.,positive,"Input: A flawed but engrossing thriller. Answer: positive
"
"...unlikable, uninteresting, unfunny, and completely, utterly inept.",negative,"Input: ...unlikable, uninteresting, unfunny, and completely, utterly inept. Answer: negative
"
The comedy is nonexistent.,negative,"Input: The comedy is nonexistent. Answer: negative
"
Otto-Sallies has a real filmmaker's eye.,positive,"Input: Otto-Sallies has a real filmmaker's eye. Answer: positive
"
I couldn't recommend this film more.,positive,"Input: I couldn't recommend this film more. Answer: positive
"
These are textbook lives of quiet desperation.,negative,"Input: These are textbook lives of quiet desperation. Answer: negative
"
Often hilarious.,positive,"Input: Often hilarious. Answer: positive
"
Probably the best case for Christianity since Chesterton and Lewis.,positive,"Input: Probably the best case for Christianity since Chesterton and Lewis. Answer: positive
"
The action quickly sinks into by-the-numbers territory.,negative,"Input: The action quickly sinks into by-the-numbers territory. Answer: negative
"
Fluffy neo-noir hiding behind cutesy film references.,negative,"Input: Fluffy neo-noir hiding behind cutesy film references. Answer: negative
"
"...an hour-and-a-half of inoffensive, unmemorable filler.",negative,"Input: ...an hour-and-a-half of inoffensive, unmemorable filler. Answer: negative
"
"A sham construct based on theory, sleight-of-hand, and ill-wrought hypothesis.",negative,"Input: A sham construct based on theory, sleight-of-hand, and ill-wrought hypothesis. Answer: negative
"
Your children will be occupied for 72 minutes.,positive,"Input: Your children will be occupied for 72 minutes. Answer: positive
"
Snipes is both a snore and utter tripe.,negative,"Input: Snipes is both a snore and utter tripe. Answer: negative
"
"Another week, another gross-out college comedy--ugh.",negative,"Input: Another week, another gross-out college comedy--ugh. Answer: negative
"
"Assured, glossy and shot through with brittle desperation.",positive,"Input: Assured, glossy and shot through with brittle desperation. Answer: positive
"
"Brilliantly written and well-acted, Yellow Asphalt is an uncompromising film.",positive,"Input: Brilliantly written and well-acted, Yellow Asphalt is an uncompromising film. Answer: positive
"
``Birthday Girl'' is an actor's movie first and foremost.,positive,"Input: ``Birthday Girl'' is an actor's movie first and foremost. Answer: positive
"
"Everything about The Quiet American is good, except its timing.",positive,"Input: Everything about The Quiet American is good, except its timing. Answer: positive
"
A gangster movie with the capacity to surprise.,positive,"Input: A gangster movie with the capacity to surprise. Answer: positive
"
A moving and not infrequently breathtaking film.,positive,"Input: A moving and not infrequently breathtaking film. Answer: positive
"
Adaptation is simply brilliant.,positive,"Input: Adaptation is simply brilliant. Answer: positive
"
"A delightful, if minor, pastry of a movie.",positive,"Input: A delightful, if minor, pastry of a movie. Answer: positive
"
This is one of the year's best films.,positive,"Input: This is one of the year's best films. Answer: positive
"
"A thoroughly enjoyable, heartfelt coming-of-age comedy.",positive,"Input: A thoroughly enjoyable, heartfelt coming-of-age comedy. Answer: positive
"
Everyone's to blame here.,negative,"Input: Everyone's to blame here. Answer: negative
"
A truly wonderful tale combined with stunning animation.,positive,"Input: A truly wonderful tale combined with stunning animation. Answer: positive
"
...although this idea is ``new'' the results are tired.,negative,"Input: ...although this idea is ``new'' the results are tired. Answer: negative
"
Great over-the-top moviemaking if you're in a slap-happy mood.,positive,"Input: Great over-the-top moviemaking if you're in a slap-happy mood. Answer: positive
"
A no-holds-barred cinematic treat.,positive,"Input: A no-holds-barred cinematic treat. Answer: positive
"
Wise and deadpan humorous.,positive,"Input: Wise and deadpan humorous. Answer: positive
"
The performances are uniformly good.,positive,"Input: The performances are uniformly good. Answer: positive
"
Interesting and thoroughly unfaithful version of Carmen,positive,"Input: Interesting and thoroughly unfaithful version of Carmen Answer: positive
"
Warm and exotic.,positive,"Input: Warm and exotic. Answer: positive
"
Crummy.,negative,"Input: Crummy. Answer: negative
"
At once disarmingly straightforward and strikingly devious.,positive,"Input: At once disarmingly straightforward and strikingly devious. Answer: positive
"
Provides a very moving and revelatory footnote to the Holocaust.,positive,"Input: Provides a very moving and revelatory footnote to the Holocaust. Answer: positive
"
"An enthralling, entertaining feature.",positive,"Input: An enthralling, entertaining feature. Answer: positive
"
Woefully pretentious.,negative,"Input: Woefully pretentious. Answer: negative
"
The movie is a mess from start to finish.,negative,"Input: The movie is a mess from start to finish. Answer: negative
"
Believability wasn't one of the film's virtues.,negative,"Input: Believability wasn't one of the film's virtues. Answer: negative
"
Drowning's too good for this sucker.,negative,"Input: Drowning's too good for this sucker. Answer: negative
"
"An even more predictable, cliche-ridden endeavor than its predecessor.",negative,"Input: An even more predictable, cliche-ridden endeavor than its predecessor. Answer: negative
"
The first Bond movie in ages that isn't fake fun.,positive,"Input: The first Bond movie in ages that isn't fake fun. Answer: positive
"
A technical triumph and an extraordinary bore.,negative,"Input: A technical triumph and an extraordinary bore. Answer: negative
"
Its director's most substantial feature for some time.,positive,"Input: Its director's most substantial feature for some time. Answer: positive
"
A film that suffers because of its many excesses.,negative,"Input: A film that suffers because of its many excesses. Answer: negative
"
"It challenges, this nervy oddity, like modern art should.",positive,"Input: It challenges, this nervy oddity, like modern art should. Answer: positive
"
A true-blue delight.,positive,"Input: A true-blue delight. Answer: positive
"
"An entertaining, if ultimately minor, thriller.",positive,"Input: An entertaining, if ultimately minor, thriller. Answer: positive
"
"insightfully written, delicately performed",positive,"Input: insightfully written, delicately performed Answer: positive
"
"It should be doing a lot of things, but doesn't.",negative,"Input: It should be doing a lot of things, but doesn't. Answer: negative
"
Ryan Gosling ... is at 22 a powerful young actor.,positive,"Input: Ryan Gosling ... is at 22 a powerful young actor. Answer: positive
"
Two hours of junk.,negative,"Input: Two hours of junk. Answer: negative
"
Very predictable but still entertaining,positive,"Input: Very predictable but still entertaining Answer: positive
"
An impeccable study in perversity.,positive,"Input: An impeccable study in perversity. Answer: positive
"
"The gags, and the script, are a mixed bag.",negative,"Input: The gags, and the script, are a mixed bag. Answer: negative
"
"A dull, dumb and derivative horror film.",negative,"Input: A dull, dumb and derivative horror film. Answer: negative
"
A small movie with a big heart.,positive,"Input: A small movie with a big heart. Answer: positive
"
An emotionally strong and politically potent piece of cinema.,positive,"Input: An emotionally strong and politically potent piece of cinema. Answer: positive
"
A peculiar misfire that even Tunney can't save.,negative,"Input: A peculiar misfire that even Tunney can't save. Answer: negative
"
Visually captivating.,positive,"Input: Visually captivating. Answer: positive
"
A bland animated sequel that hardly seems worth the effort.,negative,"Input: A bland animated sequel that hardly seems worth the effort. Answer: negative
"
The film can depress you about life itself.,negative,"Input: The film can depress you about life itself. Answer: negative
"
Remarkable for its intelligence and intensity.,positive,"Input: Remarkable for its intelligence and intensity. Answer: positive
"
