input,output,text
Sentence 1: Dress the windows. Sentence 2: Marlene dressed herself. Word: dress,not the same,"Input: Sentence 1: Dress the windows. Sentence 2: Marlene dressed herself. Word: dress Answer: not the same
"
Sentence 1: Strike a medal. Sentence 2: The boxer struck the attacker dead. Word: strike,not the same,"Input: Sentence 1: Strike a medal. Sentence 2: The boxer struck the attacker dead. Word: strike Answer: not the same
"
Sentence 1: Under the head of minor Roman poets. Sentence 2: They tracked him back toward the head of the stream. Word: head,not the same,"Input: Sentence 1: Under the head of minor Roman poets. Sentence 2: They tracked him back toward the head of the stream. Word: head Answer: not the same
"
Sentence 1: He can hold his liquor. Sentence 2: The auditorium can't hold more than 500 people. Word: hold,not the same,"Input: Sentence 1: He can hold his liquor. Sentence 2: The auditorium can't hold more than 500 people. Word: hold Answer: not the same
"
Sentence 1: Spill the milk. Sentence 2: The former employee spilled all the details. Word: spill,not the same,"Input: Sentence 1: Spill the milk. Sentence 2: The former employee spilled all the details. Word: spill Answer: not the same
"
Sentence 1: Beat one's foot rhythmically. Sentence 2: I beat the traffic. Word: beat,not the same,"Input: Sentence 1: Beat one's foot rhythmically. Sentence 2: I beat the traffic. Word: beat Answer: not the same
"
Sentence 1: The voice of the law. Sentence 2: Conservatism has many voices. Word: voice,same,"Input: Sentence 1: The voice of the law. Sentence 2: Conservatism has many voices. Word: voice Answer: same
"
Sentence 1: Hit a ball. Sentence 2: He hit a home run. Word: hit,not the same,"Input: Sentence 1: Hit a ball. Sentence 2: He hit a home run. Word: hit Answer: not the same
"
Sentence 1: He knocked lightly on the closed door of the study. Sentence 2: He is a quick study. Word: study,not the same,"Input: Sentence 1: He knocked lightly on the closed door of the study. Sentence 2: He is a quick study. Word: study Answer: not the same
"
Sentence 1: It can be tricky to land a helicopter. Sentence 2: Use the net to land the fish. Word: land,same,"Input: Sentence 1: It can be tricky to land a helicopter. Sentence 2: Use the net to land the fish. Word: land Answer: same
"
Sentence 1: They make a cute couple. Sentence 2: One swallow does not a summer make. Word: make,same,"Input: Sentence 1: They make a cute couple. Sentence 2: One swallow does not a summer make. Word: make Answer: same
"
Sentence 1: She was vice-presidential material. Sentence 2: He was university material. Word: material,same,"Input: Sentence 1: She was vice-presidential material. Sentence 2: He was university material. Word: material Answer: same
"
Sentence 1: He was suffering from museum fatigue. Sentence 2: The American public is experiencing scandal fatigue. Word: fatigue,same,"Input: Sentence 1: He was suffering from museum fatigue. Sentence 2: The American public is experiencing scandal fatigue. Word: fatigue Answer: same
"
Sentence 1: Begin a new chapter in your life. Sentence 2: Begin a cigar. Word: begin,not the same,"Input: Sentence 1: Begin a new chapter in your life. Sentence 2: Begin a cigar. Word: begin Answer: not the same
"
Sentence 1: The solution took three hours. Sentence 2: They were trying to find a peaceful solution. Word: solution,not the same,"Input: Sentence 1: The solution took three hours. Sentence 2: They were trying to find a peaceful solution. Word: solution Answer: not the same
"
Sentence 1: They stopped at an open space in the jungle. Sentence 2: The astronauts walked in outer space without a tether. Word: space,not the same,"Input: Sentence 1: They stopped at an open space in the jungle. Sentence 2: The astronauts walked in outer space without a tether. Word: space Answer: not the same
"
Sentence 1: He is still recovering from a shot to his leg. Sentence 2: I caught him with a solid shot to the chin. Word: shot,same,"Input: Sentence 1: He is still recovering from a shot to his leg. Sentence 2: I caught him with a solid shot to the chin. Word: shot Answer: same
"
Sentence 1: A riding academy. Sentence 2: Academies of literature and philology. Word: academy,not the same,"Input: Sentence 1: A riding academy. Sentence 2: Academies of literature and philology. Word: academy Answer: not the same
"
Sentence 1: Catch fire. Sentence 2: The bucket catches water from the downspout. Word: catch,same,"Input: Sentence 1: Catch fire. Sentence 2: The bucket catches water from the downspout. Word: catch Answer: same
"
"Sentence 1: Here I stand, wondering what to do next. Sentence 2: There stood on the corner a statue. Word: stand",not the same,"Input: Sentence 1: Here I stand, wondering what to do next. Sentence 2: There stood on the corner a statue. Word: stand Answer: not the same
"
Sentence 1: Pull the oars. Sentence 2: Pull the trigger of the gun. Word: pull,not the same,"Input: Sentence 1: Pull the oars. Sentence 2: Pull the trigger of the gun. Word: pull Answer: not the same
"
Sentence 1: A bald spot. Sentence 2: A leopard's spots. Word: spot,same,"Input: Sentence 1: A bald spot. Sentence 2: A leopard's spots. Word: spot Answer: same
"
Sentence 1: He hit a home run. Sentence 2: He hit .300 in the past season. Word: hit,same,"Input: Sentence 1: He hit a home run. Sentence 2: He hit .300 in the past season. Word: hit Answer: same
"
Sentence 1: Point the letter. Sentence 2: The dancers toes pointed outward. Word: point,not the same,"Input: Sentence 1: Point the letter. Sentence 2: The dancers toes pointed outward. Word: point Answer: not the same
"
Sentence 1: The ball hit the fence. Sentence 2: I hit the jackpot. Word: hit,not the same,"Input: Sentence 1: The ball hit the fence. Sentence 2: I hit the jackpot. Word: hit Answer: not the same
"
Sentence 1: The book wallah. Sentence 2: A kitchen wallah. Word: wallah,same,"Input: Sentence 1: The book wallah. Sentence 2: A kitchen wallah. Word: wallah Answer: same
"
Sentence 1: In the abdominal region. Sentence 2: The temperate regions. Word: region,not the same,"Input: Sentence 1: In the abdominal region. Sentence 2: The temperate regions. Word: region Answer: not the same
"
Sentence 1: These bonds carry warrants. Sentence 2: This new washer carries a two year guarantee. Word: carry,same,"Input: Sentence 1: These bonds carry warrants. Sentence 2: This new washer carries a two year guarantee. Word: carry Answer: same
"
Sentence 1: Raise the question of promotions. Sentence 2: Raise from the dead. Word: raise,not the same,"Input: Sentence 1: Raise the question of promotions. Sentence 2: Raise from the dead. Word: raise Answer: not the same
"
Sentence 1: Keep appointments. Sentence 2: We kept to the original conditions of the contract. Word: keep,same,"Input: Sentence 1: Keep appointments. Sentence 2: We kept to the original conditions of the contract. Word: keep Answer: same
"
Sentence 1: She may not make the grade. Sentence 2: He made twenty bucks playing poker last night. Word: make,not the same,"Input: Sentence 1: She may not make the grade. Sentence 2: He made twenty bucks playing poker last night. Word: make Answer: not the same
"
Sentence 1: Use the plastic bags to store the food. Sentence 2: We can use this mathematical formula to solve the problem. Word: use,same,"Input: Sentence 1: Use the plastic bags to store the food. Sentence 2: We can use this mathematical formula to solve the problem. Word: use Answer: same
"
"Sentence 1: The cycle of the seasons, or of the year. Sentence 2: The never-ending cycle of the seasons. Word: cycle",same,"Input: Sentence 1: The cycle of the seasons, or of the year. Sentence 2: The never-ending cycle of the seasons. Word: cycle Answer: same
"
Sentence 1: The round of the seasons. Sentence 2: The story is going the rounds in Washington. Word: round,not the same,"Input: Sentence 1: The round of the seasons. Sentence 2: The story is going the rounds in Washington. Word: round Answer: not the same
"
Sentence 1: Roll out the paper. Sentence 2: The drawer rolled open. Word: roll,not the same,"Input: Sentence 1: Roll out the paper. Sentence 2: The drawer rolled open. Word: roll Answer: not the same
"
Sentence 1: I shall be writing to you soon. Sentence 2: 3 times 5 is fifteen. Word: be,same,"Input: Sentence 1: I shall be writing to you soon. Sentence 2: 3 times 5 is fifteen. Word: be Answer: same
"
Sentence 1: Paul laughed a cheerful laugh. Sentence 2: She laughed her excitement. Word: laugh,same,"Input: Sentence 1: Paul laughed a cheerful laugh. Sentence 2: She laughed her excitement. Word: laugh Answer: same
"
Sentence 1: Our advertisements reach millions. Sentence 2: His hand reaches the river. Word: reach,not the same,"Input: Sentence 1: Our advertisements reach millions. Sentence 2: His hand reaches the river. Word: reach Answer: not the same
"
Sentence 1: A wall of prejudice. Sentence 2: The container's walls were blue. Word: wall,not the same,"Input: Sentence 1: A wall of prejudice. Sentence 2: The container's walls were blue. Word: wall Answer: not the same
"
Sentence 1: The change was intended to increase sales. Sentence 2: This storm is certainly a change for the worse. Word: change,same,"Input: Sentence 1: The change was intended to increase sales. Sentence 2: This storm is certainly a change for the worse. Word: change Answer: same
"
Sentence 1: This project is his baby. Sentence 2: Stand up for yourself-don't be such a baby! Word: baby,not the same,"Input: Sentence 1: This project is his baby. Sentence 2: Stand up for yourself-don't be such a baby! Word: baby Answer: not the same
"
Sentence 1: Settling a score. Sentence 2: The player with the highest score is the winner. Word: score,not the same,"Input: Sentence 1: Settling a score. Sentence 2: The player with the highest score is the winner. Word: score Answer: not the same
"
Sentence 1: The owners decided to move and to close the factory. Sentence 2: My business closes every night at 8 P.M. Word: close,same,"Input: Sentence 1: The owners decided to move and to close the factory. Sentence 2: My business closes every night at 8 P.M. Word: close Answer: same
"
Sentence 1: Go about the world in a certain manner. Sentence 2: We should go farther in this matter. Word: go,same,"Input: Sentence 1: Go about the world in a certain manner. Sentence 2: We should go farther in this matter. Word: go Answer: same
"
Sentence 1: Payments fall on the 1st of the month. Sentence 2: Night fell. Word: fall,not the same,"Input: Sentence 1: Payments fall on the 1st of the month. Sentence 2: Night fell. Word: fall Answer: not the same
"
Sentence 1: The employer wants to cut back health benefits. Sentence 2: Cut trenches. Word: cut,not the same,"Input: Sentence 1: The employer wants to cut back health benefits. Sentence 2: Cut trenches. Word: cut Answer: not the same
"
Sentence 1: Do you know my sister? Sentence 2: I know him under a different name. Word: know,same,"Input: Sentence 1: Do you know my sister? Sentence 2: I know him under a different name. Word: know Answer: same
"
Sentence 1: It can be tricky to land a helicopter. Sentence 2: This may land you in jail. Word: land,same,"Input: Sentence 1: It can be tricky to land a helicopter. Sentence 2: This may land you in jail. Word: land Answer: same
"
Sentence 1: Rake gravel. Sentence 2: The gunfire raked the coast. Word: rake,not the same,"Input: Sentence 1: Rake gravel. Sentence 2: The gunfire raked the coast. Word: rake Answer: not the same
"
Sentence 1: He could tell that she was unhappy. Sentence 2: She told him how he did it. Word: tell,not the same,"Input: Sentence 1: He could tell that she was unhappy. Sentence 2: She told him how he did it. Word: tell Answer: not the same
"
Sentence 1: The astronauts walked in outer space without a tether. Sentence 2: The space between his teeth. Word: space,not the same,"Input: Sentence 1: The astronauts walked in outer space without a tether. Sentence 2: The space between his teeth. Word: space Answer: not the same
"
Sentence 1: It started to snow. Sentence 2: It is snowing. Word: snow,same,"Input: Sentence 1: It started to snow. Sentence 2: It is snowing. Word: snow Answer: same
"
Sentence 1: She didn't leave until midnight. Sentence 2: Leave the flowers that you see in the park behind. Word: leave,not the same,"Input: Sentence 1: She didn't leave until midnight. Sentence 2: Leave the flowers that you see in the park behind. Word: leave Answer: not the same
"
Sentence 1: They called for artillery support. Sentence 2: He applied to the state for support. Word: support,not the same,"Input: Sentence 1: They called for artillery support. Sentence 2: He applied to the state for support. Word: support Answer: not the same
"
Sentence 1: Steve is a boy of 16. Sentence 2: She made the boy brush his teeth every night. Word: boy,same,"Input: Sentence 1: Steve is a boy of 16. Sentence 2: She made the boy brush his teeth every night. Word: boy Answer: same
"
Sentence 1: Give an excuse. Sentence 2: What will you give her for her birthday? Word: give,not the same,"Input: Sentence 1: Give an excuse. Sentence 2: What will you give her for her birthday? Word: give Answer: not the same
"
Sentence 1: He gave his fingers a snap. Sentence 2: Servants appeared at the snap of his fingers. Word: snap,not the same,"Input: Sentence 1: He gave his fingers a snap. Sentence 2: Servants appeared at the snap of his fingers. Word: snap Answer: not the same
"
Sentence 1: Take a scene. Sentence 2: Take a test. Word: take,not the same,"Input: Sentence 1: Take a scene. Sentence 2: Take a test. Word: take Answer: not the same
"
Sentence 1: Energy can take a wide variety of forms. Sentence 2: Europeans often laugh at American energy. Word: energy,not the same,"Input: Sentence 1: Energy can take a wide variety of forms. Sentence 2: Europeans often laugh at American energy. Word: energy Answer: not the same
"
Sentence 1: Brim a cup to good fellowship. Sentence 2: The room brimmed with people. Word: brim,not the same,"Input: Sentence 1: Brim a cup to good fellowship. Sentence 2: The room brimmed with people. Word: brim Answer: not the same
"
Sentence 1: I'll hold you by your promise. Sentence 2: He's held by a contract. Word: hold,same,"Input: Sentence 1: I'll hold you by your promise. Sentence 2: He's held by a contract. Word: hold Answer: same
"
Sentence 1: Mineral origin. Sentence 2: Vegetable origins. Word: origin,same,"Input: Sentence 1: Mineral origin. Sentence 2: Vegetable origins. Word: origin Answer: same
"
Sentence 1: You should see a lawyer. Sentence 2: We had to see a psychiatrist. Word: see,same,"Input: Sentence 1: You should see a lawyer. Sentence 2: We had to see a psychiatrist. Word: see Answer: same
"
Sentence 1: Patch the skirt. Sentence 2: The field was patched with snow. Word: patch,not the same,"Input: Sentence 1: Patch the skirt. Sentence 2: The field was patched with snow. Word: patch Answer: not the same
"
Sentence 1: At that point I had to leave. Sentence 2: To fall off a point. Word: point,not the same,"Input: Sentence 1: At that point I had to leave. Sentence 2: To fall off a point. Word: point Answer: not the same
"
Sentence 1: Tickets are $5 per head. Sentence 2: He is two heads taller than his little sister. Word: head,not the same,"Input: Sentence 1: Tickets are $5 per head. Sentence 2: He is two heads taller than his little sister. Word: head Answer: not the same
"
Sentence 1: Strike a bargain. Sentence 2: Strike fire from the flintstone. Word: strike,not the same,"Input: Sentence 1: Strike a bargain. Sentence 2: Strike fire from the flintstone. Word: strike Answer: not the same
"
Sentence 1: A unit of wheat is a bushel. Sentence 2: He was a member of a special police unit. Word: unit,not the same,"Input: Sentence 1: A unit of wheat is a bushel. Sentence 2: He was a member of a special police unit. Word: unit Answer: not the same
"
Sentence 1: Shoot a movie. Sentence 2: Shoot a basket. Word: shoot,not the same,"Input: Sentence 1: Shoot a movie. Sentence 2: Shoot a basket. Word: shoot Answer: not the same
"
"Sentence 1: A good title to an estate, or an imperfect title. Sentence 2: His title to fame. Word: title",not the same,"Input: Sentence 1: A good title to an estate, or an imperfect title. Sentence 2: His title to fame. Word: title Answer: not the same
"
Sentence 1: This speech didn't play well with the American public. Sentence 2: Play football. Word: play,not the same,"Input: Sentence 1: This speech didn't play well with the American public. Sentence 2: Play football. Word: play Answer: not the same
"
Sentence 1: Drive the cows into the barn. Sentence 2: Their debts finally drove them to sell the business. Word: drive,not the same,"Input: Sentence 1: Drive the cows into the barn. Sentence 2: Their debts finally drove them to sell the business. Word: drive Answer: not the same
"
Sentence 1: To make like a deer caught in the headlights. Sentence 2: He will make a splendid father! Word: make,not the same,"Input: Sentence 1: To make like a deer caught in the headlights. Sentence 2: He will make a splendid father! Word: make Answer: not the same
"
Sentence 1: Shoot a basket. Sentence 2: Shoot a goal. Word: shoot,same,"Input: Sentence 1: Shoot a basket. Sentence 2: Shoot a goal. Word: shoot Answer: same
"
Sentence 1: Now the conductor will couple the train cars. Sentence 2: I've coupled our system to theirs. Word: couple,same,"Input: Sentence 1: Now the conductor will couple the train cars. Sentence 2: I've coupled our system to theirs. Word: couple Answer: same
"
"Sentence 1: The word ""kerosine"" is a variant of ""kerosene"". Sentence 2: A variant of the same word. Word: variant",same,"Input: Sentence 1: The word ""kerosine"" is a variant of ""kerosene"". Sentence 2: A variant of the same word. Word: variant Answer: same
"
Sentence 1: Can you work an electric drill? Sentence 2: Work the metal into a sword. Word: work,not the same,"Input: Sentence 1: Can you work an electric drill? Sentence 2: Work the metal into a sword. Word: work Answer: not the same
"
Sentence 1: The application of maximum thrust. Sentence 2: Massage has far-reaching medical applications. Word: application,same,"Input: Sentence 1: The application of maximum thrust. Sentence 2: Massage has far-reaching medical applications. Word: application Answer: same
"
Sentence 1: Fall into a trap. Sentence 2: They fell out of favor. Word: fall,same,"Input: Sentence 1: Fall into a trap. Sentence 2: They fell out of favor. Word: fall Answer: same
"
Sentence 1: The pull of the moon. Sentence 2: Iron fillings drawn by the pull of a magnet. Word: pull,same,"Input: Sentence 1: The pull of the moon. Sentence 2: Iron fillings drawn by the pull of a magnet. Word: pull Answer: same
"
"Sentence 1: The story is false, so far as I can discover. Sentence 2: I discovered what to do. Word: discover",same,"Input: Sentence 1: The story is false, so far as I can discover. Sentence 2: I discovered what to do. Word: discover Answer: same
"
Sentence 1: In the interest of safety. Sentence 2: Victorian furniture is an interest of mine. Word: interest,not the same,"Input: Sentence 1: In the interest of safety. Sentence 2: Victorian furniture is an interest of mine. Word: interest Answer: not the same
"
Sentence 1: Come into the room. Sentence 2: He came from France. Word: come,same,"Input: Sentence 1: Come into the room. Sentence 2: He came from France. Word: come Answer: same
"
Sentence 1: He started the company in his garage. Sentence 2: He only invests in large well-established companies. Word: company,same,"Input: Sentence 1: He started the company in his garage. Sentence 2: He only invests in large well-established companies. Word: company Answer: same
"
Sentence 1: The course of the river. Sentence 2: He took a course in basket weaving. Word: course,not the same,"Input: Sentence 1: The course of the river. Sentence 2: He took a course in basket weaving. Word: course Answer: not the same
"
Sentence 1: He had a bowel movement. Sentence 2: It was an expensive watch with a diamond movement. Word: movement,not the same,"Input: Sentence 1: He had a bowel movement. Sentence 2: It was an expensive watch with a diamond movement. Word: movement Answer: not the same
"
Sentence 1: It takes time to learn the setup around here. Sentence 2: The laboratory included an elaborate setup for measuring the energy. Word: setup,not the same,"Input: Sentence 1: It takes time to learn the setup around here. Sentence 2: The laboratory included an elaborate setup for measuring the energy. Word: setup Answer: not the same
"
Sentence 1: Float the plaster. Sentence 2: The balloon floated off into the distance. Word: float,not the same,"Input: Sentence 1: Float the plaster. Sentence 2: The balloon floated off into the distance. Word: float Answer: not the same
"
"Sentence 1: The pursuit of love. Sentence 2: Unremitting pursuit of wealth doesn't bring happiness, particularly if successful. Word: pursuit",not the same,"Input: Sentence 1: The pursuit of love. Sentence 2: Unremitting pursuit of wealth doesn't bring happiness, particularly if successful. Word: pursuit Answer: not the same
"
Sentence 1: Call a football game. Sentence 2: She was called into the director's office. Word: call,not the same,"Input: Sentence 1: Call a football game. Sentence 2: She was called into the director's office. Word: call Answer: not the same
"
Sentence 1: A filming session. Sentence 2: A gossip session. Word: session,same,"Input: Sentence 1: A filming session. Sentence 2: A gossip session. Word: session Answer: same
"
Sentence 1: He is an avid collector of nineteenth-century postage stamps. Sentence 2: That old piano is just a big dust collector. Word: collector,same,"Input: Sentence 1: He is an avid collector of nineteenth-century postage stamps. Sentence 2: That old piano is just a big dust collector. Word: collector Answer: same
"
Sentence 1: A point of information. Sentence 2: Get to the point. Word: point,not the same,"Input: Sentence 1: A point of information. Sentence 2: Get to the point. Word: point Answer: not the same
"
Sentence 1: The unkindest cut of all. Sentence 2: The mayor proposed extensive cuts in the city budget. Word: cut,not the same,"Input: Sentence 1: The unkindest cut of all. Sentence 2: The mayor proposed extensive cuts in the city budget. Word: cut Answer: not the same
"
Sentence 1: In the deep of winter. Sentence 2: In the deep of night. Word: deep,same,"Input: Sentence 1: In the deep of winter. Sentence 2: In the deep of night. Word: deep Answer: same
"
Sentence 1: I want to get there early; let's roll. Sentence 2: The drawer rolled open. Word: roll,not the same,"Input: Sentence 1: I want to get there early; let's roll. Sentence 2: The drawer rolled open. Word: roll Answer: not the same
"
Sentence 1: Point a gun. Sentence 2: Point the letter. Word: point,not the same,"Input: Sentence 1: Point a gun. Sentence 2: Point the letter. Word: point Answer: not the same
"
Sentence 1: We vaccinate against scarlet fever. Sentence 2: The nurse vaccinated the children in the school. Word: vaccinate,same,"Input: Sentence 1: We vaccinate against scarlet fever. Sentence 2: The nurse vaccinated the children in the school. Word: vaccinate Answer: same
"
Sentence 1: I'm really seeing you in a different light today. Sentence 2: The light of my life. Word: light,same,"Input: Sentence 1: I'm really seeing you in a different light today. Sentence 2: The light of my life. Word: light Answer: same
"
Sentence 1: Don't go outside wearing just a t-shirt; you'll freeze! Sentence 2: Freeze the leftover food. Word: freeze,not the same,"Input: Sentence 1: Don't go outside wearing just a t-shirt; you'll freeze! Sentence 2: Freeze the leftover food. Word: freeze Answer: not the same
"
Sentence 1: Order a work stoppage. Sentence 2: Order me some flowers. Word: order,same,"Input: Sentence 1: Order a work stoppage. Sentence 2: Order me some flowers. Word: order Answer: same
"
Sentence 1: You are trying my patience. Sentence 2: Try the yak butter. Word: try,not the same,"Input: Sentence 1: You are trying my patience. Sentence 2: Try the yak butter. Word: try Answer: not the same
"
Sentence 1: An air of mystery. Sentence 2: The program was on the air from 9 til midnight. Word: air,not the same,"Input: Sentence 1: An air of mystery. Sentence 2: The program was on the air from 9 til midnight. Word: air Answer: not the same
"
Sentence 1: A formation of planes. Sentence 2: A defensive formation. Word: formation,same,"Input: Sentence 1: A formation of planes. Sentence 2: A defensive formation. Word: formation Answer: same
"
Sentence 1: I can see a risk in this strategy. Sentence 2: We went to see the Eiffel Tower in the morning. Word: see,not the same,"Input: Sentence 1: I can see a risk in this strategy. Sentence 2: We went to see the Eiffel Tower in the morning. Word: see Answer: not the same
"
Sentence 1: Vermont will open elk hunting season next week. Sentence 2: An opportunity opened up. Word: open,not the same,"Input: Sentence 1: Vermont will open elk hunting season next week. Sentence 2: An opportunity opened up. Word: open Answer: not the same
"
Sentence 1: Clear the leaves from the lawn. Sentence 2: Clear snow from the road. Word: clear,same,"Input: Sentence 1: Clear the leaves from the lawn. Sentence 2: Clear snow from the road. Word: clear Answer: same
"
Sentence 1: You had better pack your swollen ankle with ice. Sentence 2: Pack the books into the boxes. Word: pack,not the same,"Input: Sentence 1: You had better pack your swollen ankle with ice. Sentence 2: Pack the books into the boxes. Word: pack Answer: not the same
"
Sentence 1: Fall into a strange way of thinking. Sentence 2: Fall in love. Word: fall,same,"Input: Sentence 1: Fall into a strange way of thinking. Sentence 2: Fall in love. Word: fall Answer: same
"
Sentence 1: She knows how to work the system. Sentence 2: This old radio doesn't work anymore. Word: work,not the same,"Input: Sentence 1: She knows how to work the system. Sentence 2: This old radio doesn't work anymore. Word: work Answer: not the same
"
Sentence 1: Develop a passion for painting. Sentence 2: Please develop this roll of film. Word: develop,not the same,"Input: Sentence 1: Develop a passion for painting. Sentence 2: Please develop this roll of film. Word: develop Answer: not the same
"
Sentence 1: Can you give me lessons? Sentence 2: I gave her my money. Word: give,same,"Input: Sentence 1: Can you give me lessons? Sentence 2: I gave her my money. Word: give Answer: same
"
Sentence 1: He has a lot of interest in vintage cars. Sentence 2: Victorian furniture is an interest of mine. Word: interest,not the same,"Input: Sentence 1: He has a lot of interest in vintage cars. Sentence 2: Victorian furniture is an interest of mine. Word: interest Answer: not the same
"
Sentence 1: Artists must study the structure of the human body. Sentence 2: His lectures have no structure. Word: structure,not the same,"Input: Sentence 1: Artists must study the structure of the human body. Sentence 2: His lectures have no structure. Word: structure Answer: not the same
"
Sentence 1: Nothing good will come of this. Sentence 2: Come down here! Word: come,not the same,"Input: Sentence 1: Nothing good will come of this. Sentence 2: Come down here! Word: come Answer: not the same
"
Sentence 1: To admit a serious thought into the mind. Sentence 2: She admitted us. Word: admit,same,"Input: Sentence 1: To admit a serious thought into the mind. Sentence 2: She admitted us. Word: admit Answer: same
"
Sentence 1: A lot of money. Sentence 2: He bought a lot on the lake. Word: lot,not the same,"Input: Sentence 1: A lot of money. Sentence 2: He bought a lot on the lake. Word: lot Answer: not the same
"
Sentence 1: Chief of Staff is the second-highest position in the army. Sentence 2: Atheists do not enjoy a favorable position in American life. Word: position,same,"Input: Sentence 1: Chief of Staff is the second-highest position in the army. Sentence 2: Atheists do not enjoy a favorable position in American life. Word: position Answer: same
"
Sentence 1: I can feel the sadness in his poems. Sentence 2: It feels nice to be home again. Word: feel,not the same,"Input: Sentence 1: I can feel the sadness in his poems. Sentence 2: It feels nice to be home again. Word: feel Answer: not the same
"
Sentence 1: He was suffering from museum fatigue. Sentence 2: Political fatigue. Word: fatigue,same,"Input: Sentence 1: He was suffering from museum fatigue. Sentence 2: Political fatigue. Word: fatigue Answer: same
"
Sentence 1: The dog's woolly shag. Sentence 2: He bought a shag rug. Word: shag,not the same,"Input: Sentence 1: The dog's woolly shag. Sentence 2: He bought a shag rug. Word: shag Answer: not the same
"
Sentence 1: Plug the hole. Sentence 2: He attempted to plug the leaks with some caulk. Word: plug,same,"Input: Sentence 1: Plug the hole. Sentence 2: He attempted to plug the leaks with some caulk. Word: plug Answer: same
"
Sentence 1: Can you count the books on your shelf? Sentence 2: I can count my colleagues in the opposition. Word: count,not the same,"Input: Sentence 1: Can you count the books on your shelf? Sentence 2: I can count my colleagues in the opposition. Word: count Answer: not the same
"
"Sentence 1: The gods assume human or animal form in these fables. Sentence 2: She assumed indifference, even though she was seething with anger. Word: assume",not the same,"Input: Sentence 1: The gods assume human or animal form in these fables. Sentence 2: She assumed indifference, even though she was seething with anger. Word: assume Answer: not the same
"
"Sentence 1: The car is so dirty, we need to wash it. Sentence 2: He washed the dirt from his coat. Word: wash",same,"Input: Sentence 1: The car is so dirty, we need to wash it. Sentence 2: He washed the dirt from his coat. Word: wash Answer: same
"
Sentence 1: Give thought to. Sentence 2: The roof finally gave under the weight of the ice. Word: give,not the same,"Input: Sentence 1: Give thought to. Sentence 2: The roof finally gave under the weight of the ice. Word: give Answer: not the same
"
Sentence 1: I spent my spring holidays in Morocco. Sentence 2: He will hold office until the spring of next year. Word: spring,same,"Input: Sentence 1: I spent my spring holidays in Morocco. Sentence 2: He will hold office until the spring of next year. Word: spring Answer: same
"
Sentence 1: Cut orders. Sentence 2: Cut a caper. Word: cut,not the same,"Input: Sentence 1: Cut orders. Sentence 2: Cut a caper. Word: cut Answer: not the same
"
Sentence 1: What do we have here? Sentence 2: I have two years left. Word: have,not the same,"Input: Sentence 1: What do we have here? Sentence 2: I have two years left. Word: have Answer: not the same
"
Sentence 1: The head of the compass needle is pointing due north. Sentence 2: 200 head of cattle. Word: head,not the same,"Input: Sentence 1: The head of the compass needle is pointing due north. Sentence 2: 200 head of cattle. Word: head Answer: not the same
"
Sentence 1: The number of parameters is small. Sentence 2: He had a number of chores to do. Word: number,same,"Input: Sentence 1: The number of parameters is small. Sentence 2: He had a number of chores to do. Word: number Answer: same
"
Sentence 1: She knows how to work the system. Sentence 2: Is your husband working again? Word: work,not the same,"Input: Sentence 1: She knows how to work the system. Sentence 2: Is your husband working again? Word: work Answer: not the same
"
