input,output,text
battle,batalla,"Input: battle Answer: batalla
"
addition,adición,"Input: addition Answer: adición
"
air,aire,"Input: air Answer: aire
"
road,camino,"Input: road Answer: camino
"
range,campo de tiro,"Input: range Answer: campo de tiro
"
age,edad,"Input: age Answer: edad
"
race,raza,"Input: race Answer: raza
"
body,cuerpo,"Input: body Answer: cuerpo
"
present,presente,"Input: present Answer: presente
"
action,acción,"Input: action Answer: acción
"
population,población,"Input: population Answer: población
"
campaign,campaña,"Input: campaign Answer: campaña
"
stage,etapa,"Input: stage Answer: etapa
"
station,estación,"Input: station Answer: estación
"
site,sitio,"Input: site Answer: sitio
"
law,ley,"Input: law Answer: ley
"
night,oscuridad,"Input: night Answer: oscuridad
"
construction,construcción,"Input: construction Answer: construcción
"
damage,daño,"Input: damage Answer: daño
"
case,caja,"Input: case Answer: caja
"
event,evento,"Input: event Answer: evento
"
scene,escena,"Input: scene Answer: escena
"
front,frente,"Input: front Answer: frente
"
ground,fondo,"Input: ground Answer: fondo
"
field,campo,"Input: field Answer: campo
"
region,región,"Input: region Answer: región
"
office,oficina,"Input: office Answer: oficina
"
example,ejemplar,"Input: example Answer: ejemplar
"
wife,esposa,"Input: wife Answer: esposa
"
army,ejército,"Input: army Answer: ejército
"
mother,madre,"Input: mother Answer: madre
"
project,proyecto,"Input: project Answer: proyecto
"
rest,reposo,"Input: rest Answer: reposo
"
highway,carretera,"Input: highway Answer: carretera
"
training,capacitación,"Input: training Answer: capacitación
"
rock,piedra,"Input: rock Answer: piedra
"
shot,peso,"Input: shot Answer: peso
"
process,proceso,"Input: process Answer: proceso
"
command,orden,"Input: command Answer: orden
"
month,mes,"Input: month Answer: mes
"
crew,tripulación,"Input: crew Answer: tripulación
"
studio,estudio,"Input: studio Answer: estudio
"
director,director,"Input: director Answer: director
"
hurricane,huracán,"Input: hurricane Answer: huracán
"
change,cambio,"Input: change Answer: cambio
"
appearance,aparición,"Input: appearance Answer: aparición
"
goal,portería,"Input: goal Answer: portería
"
relationship,relación,"Input: relationship Answer: relación
"
court,corte,"Input: court Answer: corte
"
church,iglesia,"Input: church Answer: iglesia
"
attempt,atentado,"Input: attempt Answer: atentado
"
recording,grabación,"Input: recording Answer: grabación
"
sound,sonido,"Input: sound Answer: sonido
"
cast,reparto,"Input: cast Answer: reparto
"
base,base,"Input: base Answer: base
"
interest,interés,"Input: interest Answer: interés
"
term,término,"Input: term Answer: término
"
post,poste,"Input: post Answer: poste
"
art,arte,"Input: art Answer: arte
"
future,futuro,"Input: future Answer: futuro
"
league,legua,"Input: league Answer: legua
"
review,crítica,"Input: review Answer: crítica
"
section,sección,"Input: section Answer: sección
"
cover,tapa,"Input: cover Answer: tapa
"
idea,idea,"Input: idea Answer: idea
"
football,fútbol,"Input: football Answer: fútbol
"
election,elección,"Input: election Answer: elección
"
loss,pérdida,"Input: loss Answer: pérdida
"
coast,costa,"Input: coast Answer: costa
"
person,persona,"Input: person Answer: persona
"
sea,mar,"Input: sea Answer: mar
"
gun,escopeta,"Input: gun Answer: escopeta
"
hand,mano,"Input: hand Answer: mano
"
study,estudio,"Input: study Answer: estudio
"
response,respuesta,"Input: response Answer: respuesta
"
star,estrella,"Input: star Answer: estrella
"
decision,decisión,"Input: decision Answer: decisión
"
magazine,cargador,"Input: magazine Answer: cargador
"
issue,emisión,"Input: issue Answer: emisión
"
debut,debut,"Input: debut Answer: debut
"
program,programa,"Input: program Answer: programa
"
score,partitura,"Input: score Answer: partitura
"
money,dinero,"Input: money Answer: dinero
"
surface,superficie,"Input: surface Answer: superficie
"
community,comunidad,"Input: community Answer: comunidad
"
length,largo,"Input: length Answer: largo
"
bridge,puente,"Input: bridge Answer: puente
"
plan,plano,"Input: plan Answer: plano
"
center,centro,"Input: center Answer: centro
"
business,negocio,"Input: business Answer: negocio
"
pressure,presión,"Input: pressure Answer: presión
"
percent,por ciento,"Input: percent Answer: por ciento
"
speed,velocidad,"Input: speed Answer: velocidad
"
president,presidente,"Input: president Answer: presidente
"
media,medios,"Input: media Answer: medios
"
summer,verano,"Input: summer Answer: verano
"
material,material,"Input: material Answer: material
"
cut,corte,"Input: cut Answer: corte
"
writer,escritor,"Input: writer Answer: escritor
"
date,fecha,"Input: date Answer: fecha
"
influence,influencia,"Input: influence Answer: influencia
"
fleet,flota,"Input: fleet Answer: flota
"
size,talla,"Input: size Answer: talla
"
structure,estructura,"Input: structure Answer: estructura
"
fact,hecho,"Input: fact Answer: hecho
"
past,pretérito,"Input: past Answer: pretérito
"
type,tipo,"Input: type Answer: tipo
"
daughter,hija,"Input: daughter Answer: hija
"
car,coche,"Input: car Answer: coche
"
food,alimento,"Input: food Answer: alimento
"
room,cuarto,"Input: room Answer: cuarto
"
movement,movimiento,"Input: movement Answer: movimiento
"
cost,costo,"Input: cost Answer: costo
"
river,río,"Input: river Answer: río
"
contract,contrato,"Input: contract Answer: contrato
"
view,vista,"Input: view Answer: vista
"
language,lenguaje,"Input: language Answer: lenguaje
"
self,yo,"Input: self Answer: yo
"
course,curso,"Input: course Answer: curso
"
experience,experiencia,"Input: experience Answer: experiencia
"
producer,productor,"Input: producer Answer: productor
"
research,investigación,"Input: research Answer: investigación
"
radio,radio,"Input: radio Answer: radio
"
space,espacio,"Input: space Answer: espacio
"
feature,característica,"Input: feature Answer: característica
"
division,división,"Input: division Answer: división
"
effect,efecto,"Input: effect Answer: efecto
"
leader,líder,"Input: leader Answer: líder
"
woman,mujer,"Input: woman Answer: mujer
"
voice,voz,"Input: voice Answer: voz
"
face,cara,"Input: face Answer: cara
"
gold,oro,"Input: gold Answer: oro
"
increase,aumento,"Input: increase Answer: aumento
"
friend,novio,"Input: friend Answer: novio
"
location,ubicación,"Input: location Answer: ubicación
"
status,estado,"Input: status Answer: estado
"
child,niño,"Input: child Answer: niño
"
report,informe,"Input: report Answer: informe
"
village,aldea,"Input: village Answer: aldea
"
manager,representante,"Input: manager Answer: representante
"
majority,mayoría de edad,"Input: majority Answer: mayoría de edad
"
cause,causa,"Input: cause Answer: causa
"
act,acto,"Input: act Answer: acto
"
minute,minuto,"Input: minute Answer: minuto
"
meeting,encuentro,"Input: meeting Answer: encuentro
"
park,parque,"Input: park Answer: parque
"
nature,naturaleza,"Input: nature Answer: naturaleza
"
flight,vuelo,"Input: flight Answer: vuelo
"
information,información,"Input: information Answer: información
"
fight,lucha,"Input: fight Answer: lucha
"
defeat,vencimiento,"Input: defeat Answer: vencimiento
"
singer,cantante,"Input: singer Answer: cantante
"
need,necesidad,"Input: need Answer: necesidad
"
industry,industria,"Input: industry Answer: industria
"
guitar,guitarra,"Input: guitar Answer: guitarra
"
interview,entrevista,"Input: interview Answer: entrevista
"
hour,hora,"Input: hour Answer: hora
"
audience,audiencia,"Input: audience Answer: audiencia
"
education,educación,"Input: education Answer: educación
"
attention,atención,"Input: attention Answer: atención
"
operation,operación,"Input: operation Answer: operación
"
reach,alcance,"Input: reach Answer: alcance
"
officer,oficial,"Input: officer Answer: oficial
"
sister,hermana,"Input: sister Answer: hermana
"
ability,capacidad,"Input: ability Answer: capacidad
"
depression,depresión,"Input: depression Answer: depresión
"
pop,papi,"Input: pop Answer: papi
"
deal,reparto,"Input: deal Answer: reparto
"
ball,bola,"Input: ball Answer: bola
"
subject,sujeto,"Input: subject Answer: sujeto
"
commander,comandante,"Input: commander Answer: comandante
"
rate,tasa,"Input: rate Answer: tasa
"
produce,frutas y verduras,"Input: produce Answer: frutas y verduras
"
competition,competencia,"Input: competition Answer: competencia
"
artist,artista,"Input: artist Answer: artista
"
energy,energía,"Input: energy Answer: energía
"
model,modelo,"Input: model Answer: modelo
"
theme,tema,"Input: theme Answer: tema
"
wind,flatulencia,"Input: wind Answer: flatulencia
"
pass,paso,"Input: pass Answer: paso
"
plot,plano,"Input: plot Answer: plano
"
access,acceso,"Input: access Answer: acceso
"
practice,práctica,"Input: practice Answer: práctica
"
peak,cima,"Input: peak Answer: cima
"
capital,capital,"Input: capital Answer: capital
"
word,palabra,"Input: word Answer: palabra
"
edition,edición,"Input: edition Answer: edición
"
script,escritura,"Input: script Answer: escritura
"
health,salud,"Input: health Answer: salud
"
movie,película,"Input: movie Answer: película
"
network,red,"Input: network Answer: red
"
board,tablero,"Input: board Answer: tablero
"
effort,ahínco,"Input: effort Answer: ahínco
"
press,prensa,"Input: press Answer: prensa
"
marriage,unión,"Input: marriage Answer: unión
"
college,facultad,"Input: college Answer: facultad
"
mass,masa,"Input: mass Answer: masa
"
culture,cultura,"Input: culture Answer: cultura
"
cyclone,ciclón,"Input: cyclone Answer: ciclón
"
variety,variedad,"Input: variety Answer: variedad
"
metal,metal,"Input: metal Answer: metal
"
combat,batalla,"Input: combat Answer: batalla
"
market,mercado,"Input: market Answer: mercado
"
science,ciencia,"Input: science Answer: ciencia
"
source,fuente,"Input: source Answer: fuente
"
quality,calidad,"Input: quality Answer: calidad
"
fall,caída,"Input: fall Answer: caída
"
presence,presencia,"Input: presence Answer: presencia
"
oil,aceite,"Input: oil Answer: aceite
"
direction,dirección,"Input: direction Answer: dirección
"
break,quebrar,"Input: break Answer: quebrar
"
rule,regla,"Input: rule Answer: regla
"
enemy,enemigo,"Input: enemy Answer: enemigo
"
yard,patio,"Input: yard Answer: patio
"
concert,concierto,"Input: concert Answer: concierto
"
engine,motor,"Input: engine Answer: motor
"
traffic,tráfico,"Input: traffic Answer: tráfico
"
advance,adelanto,"Input: advance Answer: adelanto
"
mission,misión,"Input: mission Answer: misión
"
portion,porción,"Input: portion Answer: porción
"
castle,castillo,"Input: castle Answer: castillo
"
property,propiedad,"Input: property Answer: propiedad
"
pair,par,"Input: pair Answer: par
"
award,laudo,"Input: award Answer: laudo
"
impact,impacto,"Input: impact Answer: impacto
"
collection,colección,"Input: collection Answer: colección
"
call,llamada,"Input: call Answer: llamada
"
port,puerto,"Input: port Answer: puerto
"
approach,enfoque,"Input: approach Answer: enfoque
"
situation,localización,"Input: situation Answer: localización
"
distance,distancia,"Input: distance Answer: distancia
"
amount,cantidad,"Input: amount Answer: cantidad
"
test,prueba,"Input: test Answer: prueba
"
actor,actor,"Input: actor Answer: actor
"
piece,pieza,"Input: piece Answer: pieza
"
dance,baile,"Input: dance Answer: baile
"
today,hoy,"Input: today Answer: hoy
"
train,tren,"Input: train Answer: tren
"
figure,figura,"Input: figure Answer: figura
"
trial,juicio,"Input: trial Answer: juicio
"
concept,concepto,"Input: concept Answer: concepto
"
scale,escala,"Input: scale Answer: escala
"
society,sociedad,"Input: society Answer: sociedad
"
job,tarea,"Input: job Answer: tarea
"
chief,jefe,"Input: chief Answer: jefe
"
foot,pie,"Input: foot Answer: pie
"
author,autor,"Input: author Answer: autor
"
activity,actividad,"Input: activity Answer: actividad
"
policy,póliza,"Input: policy Answer: póliza
"
cross,cruz,"Input: cross Answer: cruz
"
captain,capitán,"Input: captain Answer: capitán
"
theory,teoría,"Input: theory Answer: teoría
"
account,cuenta,"Input: account Answer: cuenta
"
strength,potencia,"Input: strength Answer: potencia
"
plant,planta,"Input: plant Answer: planta
"
charge,figura,"Input: charge Answer: figura
"
county,condado,"Input: county Answer: condado
"
screen,pantalla,"Input: screen Answer: pantalla
"
wall,pared,"Input: wall Answer: pared
"
pilot,piloto,"Input: pilot Answer: piloto
"
reception,recepción,"Input: reception Answer: recepción
"
lot,destino,"Input: lot Answer: destino
"
winter,invierno,"Input: winter Answer: invierno
"
wing,ala,"Input: wing Answer: ala
"
focus,enfoque,"Input: focus Answer: enfoque
"
blood,sangre,"Input: blood Answer: sangre
"
weather,tiempo,"Input: weather Answer: tiempo
"
defense,defensa,"Input: defense Answer: defensa
"
student,estudiante,"Input: student Answer: estudiante
"
artillery,artillería,"Input: artillery Answer: artillería
"
district,distrito,"Input: district Answer: distrito
"
image,imagen,"Input: image Answer: imagen
"
share,participación,"Input: share Answer: participación
"
border,cenefa,"Input: border Answer: cenefa
"
capture,captura,"Input: capture Answer: captura
"
injury,herida,"Input: injury Answer: herida
"
equipment,equipamiento,"Input: equipment Answer: equipamiento
"
organization,organización,"Input: organization Answer: organización
"
stone,piedra,"Input: stone Answer: piedra
"
quarter,cuarto,"Input: quarter Answer: cuarto
"
growth,crecimiento,"Input: growth Answer: crecimiento
"
box,caja,"Input: box Answer: caja
"
husband,marido,"Input: husband Answer: marido
"
matter,materia,"Input: matter Answer: materia
"
content,contenido,"Input: content Answer: contenido
"
travel,viaje,"Input: travel Answer: viaje
"
heart,corazón,"Input: heart Answer: corazón
"
tournament,torneo,"Input: tournament Answer: torneo
"
conflict,discrepancia,"Input: conflict Answer: discrepancia
"
couple,un par de,"Input: couple Answer: un par de
"
reference,referencia,"Input: reference Answer: referencia
"
speech,discurso,"Input: speech Answer: discurso
"
territory,territorio,"Input: territory Answer: territorio
"
camp,campamento,"Input: camp Answer: campamento
"
value,valor,"Input: value Answer: valor
"
championship,campeonato,"Input: championship Answer: campeonato
"
treatment,tratamiento,"Input: treatment Answer: tratamiento
"
university,universidad,"Input: university Answer: universidad
"
machine,máquina,"Input: machine Answer: máquina
"
guest,huésped,"Input: guest Answer: huésped
"
problem,problema,"Input: problem Answer: problema
"
reason,razón,"Input: reason Answer: razón
"
horse,caballo,"Input: horse Answer: caballo
"
governor,gobernador,"Input: governor Answer: gobernador
"
soundtrack,banda sonora,"Input: soundtrack Answer: banda sonora
"
offer,oferta,"Input: offer Answer: oferta
"
senior,señor,"Input: senior Answer: señor
"
background,segundo plano,"Input: background Answer: segundo plano
"
degree,grado,"Input: degree Answer: grado
"
railway,vía férrea,"Input: railway Answer: vía férrea
"
authority,autoridad,"Input: authority Answer: autoridad
"
birth,nacimiento,"Input: birth Answer: nacimiento
"
vote,voto,"Input: vote Answer: voto
"
filming,filmación,"Input: filming Answer: filmación
"
escape,escape,"Input: escape Answer: escape
"
capacity,capacidad,"Input: capacity Answer: capacidad
"
basis,base,"Input: basis Answer: base
"
fiction,ficción,"Input: fiction Answer: ficción
"
sequence,secuencia,"Input: sequence Answer: secuencia
"
weight,peso,"Input: weight Answer: peso
"
newspaper,periódico,"Input: newspaper Answer: periódico
"
squadron,escuadrón,"Input: squadron Answer: escuadrón
"
risk,riesgo,"Input: risk Answer: riesgo
"
care,atención,"Input: care Answer: atención
"
agreement,acuerdo,"Input: agreement Answer: acuerdo
"
contrast,contraste,"Input: contrast Answer: contraste
"
failure,fallo,"Input: failure Answer: fallo
"
nation,nación,"Input: nation Answer: nación
"
eye,ojo,"Input: eye Answer: ojo
"
threat,amenaza,"Input: threat Answer: amenaza
"
claim,concesión,"Input: claim Answer: concesión
"
supply,oferta,"Input: supply Answer: oferta
"
disease,enfermedad,"Input: disease Answer: enfermedad
"
draft,borrador,"Input: draft Answer: borrador
"
bill,cartel,"Input: bill Answer: cartel
"
tower,torre,"Input: tower Answer: torre
"
administration,administración,"Input: administration Answer: administración
"
personnel,personal,"Input: personnel Answer: personal
"
expansion,expansión,"Input: expansion Answer: expansión
"
hospital,hospital,"Input: hospital Answer: hospital
"
leadership,liderazgo,"Input: leadership Answer: liderazgo
"
ring,anillo,"Input: ring Answer: anillo
"
management,administración,"Input: management Answer: administración
"
landing,rellano,"Input: landing Answer: rellano
"
data,datos,"Input: data Answer: datos
"
choice,opción,"Input: choice Answer: opción
"
northwest,noroeste,"Input: northwest Answer: noroeste
"
silver,plateado,"Input: silver Answer: plateado
"
crossing,cruce,"Input: crossing Answer: cruce
"
fuel,combustible,"Input: fuel Answer: combustible
"
contact,contacto,"Input: contact Answer: contacto
"
gas,gas,"Input: gas Answer: gas
"
girl,aniñado,"Input: girl Answer: aniñado
"
split,espagat,"Input: split Answer: espagat
"
committee,comité,"Input: committee Answer: comité
"
drama,drama,"Input: drama Answer: drama
"
sex,sexo,"Input: sex Answer: sexo
"
spring,resorte,"Input: spring Answer: resorte
"
article,artículo,"Input: article Answer: artículo
"
animal,animal,"Input: animal Answer: animal
"
comedy,comedia,"Input: comedy Answer: comedia
"
paper,papel académico,"Input: paper Answer: papel académico
"
leg,pierna,"Input: leg Answer: pierna
"
genus,género,"Input: genus Answer: género
"
flag,bandera,"Input: flag Answer: bandera
"
interchange,intercambio,"Input: interchange Answer: intercambio
"
purpose,propósito,"Input: purpose Answer: propósito
"
security,seguridad,"Input: security Answer: seguridad
"
infantry,infantería,"Input: infantry Answer: infantería
"
search,búsqueda,"Input: search Answer: búsqueda
"
incident,incidente,"Input: incident Answer: incidente
"
mind,mente,"Input: mind Answer: mente
"
battalion,batallón,"Input: battalion Answer: batallón
"
text,texto,"Input: text Answer: texto
"
finish,meta,"Input: finish Answer: meta
"
critic,crítico,"Input: critic Answer: crítico
"
creation,creación,"Input: creation Answer: creación
"
mile,milla,"Input: mile Answer: milla
"
budget,presupuesto,"Input: budget Answer: presupuesto
"
flooding,anegamiento,"Input: flooding Answer: anegamiento
"
tradition,tradición,"Input: tradition Answer: tradición
"
arrival,llegada,"Input: arrival Answer: llegada
"
ceremony,ceremonia,"Input: ceremony Answer: ceremonia
"
condition,condición,"Input: condition Answer: condición
"
thing,cosa,"Input: thing Answer: cosa
"
color,color,"Input: color Answer: color
"
intensity,intensidad,"Input: intensity Answer: intensidad
"
street,calle,"Input: street Answer: calle
"
session,sesión,"Input: session Answer: sesión
"
wave,onda,"Input: wave Answer: onda
"
piano,piano,"Input: piano Answer: piano
"
criticism,crítica,"Input: criticism Answer: crítica
"
planet,planeta,"Input: planet Answer: planeta
"
reign,reinado,"Input: reign Answer: reinado
"
murder,asesinato,"Input: murder Answer: asesinato
"
selection,selección,"Input: selection Answer: selección
"
computer,computador,"Input: computer Answer: computador
"
council,concejo,"Input: council Answer: concejo
"
peace,paz,"Input: peace Answer: paz
"
opportunity,oportunidad,"Input: opportunity Answer: oportunidad
"
question,duda,"Input: question Answer: duda
"
analysis,análisis,"Input: analysis Answer: análisis
"
shooting,tiroteo,"Input: shooting Answer: tiroteo
"
display,espectáculo,"Input: display Answer: espectáculo
"
deck,piso,"Input: deck Answer: piso
"
advantage,ventaja,"Input: advantage Answer: ventaja
"
conference,conferencia,"Input: conference Answer: conferencia
"
fan,fan,"Input: fan Answer: fan
"
prison,cárcel,"Input: prison Answer: cárcel
"
host,anfitrión,"Input: host Answer: anfitrión
"
volume,volumen,"Input: volume Answer: volumen
"
protection,protección,"Input: protection Answer: protección
"
target,blanco,"Input: target Answer: blanco
"
expedition,expedición,"Input: expedition Answer: expedición
"
publication,publicación,"Input: publication Answer: publicación
"
temperature,fiebre,"Input: temperature Answer: fiebre
"
economy,economía,"Input: economy Answer: economía
"
brief,resumen,"Input: brief Answer: resumen
"
edge,ventaja,"Input: edge Answer: ventaja
"
intersection,intersección,"Input: intersection Answer: intersección
"
motion,movimiento,"Input: motion Answer: movimiento
"
chance,probabilidad,"Input: chance Answer: probabilidad
"
label,etiqueta,"Input: label Answer: etiqueta
"
gain,ganancia,"Input: gain Answer: ganancia
"
element,elemento,"Input: element Answer: elemento
"
rear,posterior,"Input: rear Answer: posterior
"
literature,literatura,"Input: literature Answer: literatura
"
strike,huelga,"Input: strike Answer: huelga
"
technology,tecnología,"Input: technology Answer: tecnología
"
adult,adulto,"Input: adult Answer: adulto
"
gameplay,jugabilidad,"Input: gameplay Answer: jugabilidad
"
resistance,resistencia,"Input: resistance Answer: resistencia
"
launch,lanzamiento,"Input: launch Answer: lanzamiento
"
shape,forma,"Input: shape Answer: forma
"
sign,signo,"Input: sign Answer: signo
"
tax,impuesto,"Input: tax Answer: impuesto
"
agent,agente,"Input: agent Answer: agente
"
popularity,popularidad,"Input: popularity Answer: popularidad
"
reaction,reacción,"Input: reaction Answer: reacción
"
editor,montador,"Input: editor Answer: montador
"
reputation,reputación,"Input: reputation Answer: reputación
"
estate,finca,"Input: estate Answer: finca
"
poem,poema,"Input: poem Answer: poema
"
southeast,sureste,"Input: southeast Answer: sureste
"
height,altura,"Input: height Answer: altura
"
alternative,alternativo,"Input: alternative Answer: alternativo
"
franchise,franquicia,"Input: franchise Answer: franquicia
"
opinion,opinión,"Input: opinion Answer: opinión
"
steel,acero,"Input: steel Answer: acero
"
cricket,críquet,"Input: cricket Answer: críquet
"
lap,regazo,"Input: lap Answer: regazo
"
safety,seguridad,"Input: safety Answer: seguridad
"
existence,existencia,"Input: existence Answer: existencia
"
introduction,introducción,"Input: introduction Answer: introducción
"
promotion,ascenso,"Input: promotion Answer: ascenso
"
branch,rama,"Input: branch Answer: rama
"
product,producto,"Input: product Answer: producto
"
exchange,intercambio,"Input: exchange Answer: intercambio
"
defence,defensa,"Input: defence Answer: defensa
"
baseball,béisbol,"Input: baseball Answer: béisbol
"
mouth,boca,"Input: mouth Answer: boca
"
request,solicitud,"Input: request Answer: solicitud
"
moment,momento,"Input: moment Answer: momento
"
freeway,autopista,"Input: freeway Answer: autopista
"
crowd,montón,"Input: crowd Answer: montón
"
settlement,acuerdo,"Input: settlement Answer: acuerdo
"
note,nota,"Input: note Answer: nota
"
description,señalamiento,"Input: description Answer: señalamiento
"
method,método,"Input: method Answer: método
"
iron,hierro,"Input: iron Answer: hierro
"
composition,composición,"Input: composition Answer: composición
"
reserve,reserva,"Input: reserve Answer: reserva
"
knowledge,conocimiento,"Input: knowledge Answer: conocimiento
"
bank,banco,"Input: bank Answer: banco
"
statement,declaración,"Input: statement Answer: declaración
"
southwest,suroeste,"Input: southwest Answer: suroeste
"
rain,lluvia,"Input: rain Answer: lluvia
"
violence,violencia,"Input: violence Answer: violencia
"
function,función,"Input: function Answer: función
"
assault,asalto,"Input: assault Answer: asalto
"
battery,pila,"Input: battery Answer: pila
"
coal,carbón,"Input: coal Answer: carbón
"
candidate,candidato,"Input: candidate Answer: candidato
"
table,tablas,"Input: table Answer: tablas
"
distribution,distribución,"Input: distribution Answer: distribución
"
independence,independencia,"Input: independence Answer: independencia
"
entrance,entrada,"Input: entrance Answer: entrada
"
forest,bosque,"Input: forest Answer: bosque
"
camera,cámara,"Input: camera Answer: cámara
"
stadium,estadio,"Input: stadium Answer: estadio
"
appeal,apelación,"Input: appeal Answer: apelación
"
campus,campus,"Input: campus Answer: campus
"
landfall,recalada,"Input: landfall Answer: recalada
"
cell,célula,"Input: cell Answer: célula
"
decade,década,"Input: decade Answer: década
"
boy,niño,"Input: boy Answer: niño
"
winner,ganador,"Input: winner Answer: ganador
"
evening,crepúsculo,"Input: evening Answer: crepúsculo
"
investigation,investigación,"Input: investigation Answer: investigación
"
message,mensaje,"Input: message Answer: mensaje
"
proposal,propuesta,"Input: proposal Answer: propuesta
"
trip,tropezar,"Input: trip Answer: tropezar
"
bit,bocado,"Input: bit Answer: bocado
"
duty,deber,"Input: duty Answer: deber
"
bomb,bomba,"Input: bomb Answer: bomba
"
phase,fase,"Input: phase Answer: fase
"
religion,religión,"Input: religion Answer: religión
"
hair,pelo,"Input: hair Answer: pelo
"
controversy,controversia,"Input: controversy Answer: controversia
"
hall,pasillo,"Input: hall Answer: pasillo
"
tail,nalgas,"Input: tail Answer: nalgas
"
actress,actriz,"Input: actress Answer: actriz
"
bird,pájaro,"Input: bird Answer: pájaro
"
owner,propietario,"Input: owner Answer: propietario
"
steam,vapor,"Input: steam Answer: vapor
"
opera,ópera,"Input: opera Answer: ópera
"
entry,entrada,"Input: entry Answer: entrada
"
crime,delincuencia,"Input: crime Answer: delincuencia
"
composer,compositor,"Input: composer Answer: compositor
"
transfer,transferencia,"Input: transfer Answer: transferencia
"
price,precio,"Input: price Answer: precio
"
mountain,montón,"Input: mountain Answer: montón
"
extension,extensión,"Input: extension Answer: extensión
"
roof,techo,"Input: roof Answer: techo
"
identity,identidad,"Input: identity Answer: identidad
"
bottom,fondo,"Input: bottom Answer: fondo
"
zone,zona,"Input: zone Answer: zona
"
challenge,desafío,"Input: challenge Answer: desafío
"
lane,carrera,"Input: lane Answer: carrera
"
rail,carril,"Input: rail Answer: carril
"
principal,director,"Input: principal Answer: director
"
hotel,hotel,"Input: hotel Answer: hotel
"
relief,relieve,"Input: relief Answer: relieve
"
debate,debate,"Input: debate Answer: debate
"
depth,profundidad,"Input: depth Answer: profundidad
"
purchase,compra,"Input: purchase Answer: compra
"
departure,partida,"Input: departure Answer: partida
"
