input,output,text
river,rivers,"Input: river Answer: rivers
"
contract,contracts,"Input: contract Answer: contracts
"
view,views,"Input: view Answer: views
"
language,languages,"Input: language Answer: languages
"
self,selves,"Input: self Answer: selves
"
course,courses,"Input: course Answer: courses
"
producer,producers,"Input: producer Answer: producers
"
radio,radios,"Input: radio Answer: radios
"
feature,features,"Input: feature Answer: features
"
effect,effects,"Input: effect Answer: effects
"
leader,leaders,"Input: leader Answer: leaders
"
woman,women,"Input: woman Answer: women
"
voice,voices,"Input: voice Answer: voices
"
increase,increases,"Input: increase Answer: increases
"
friend,friends,"Input: friend Answer: friends
"
location,locations,"Input: location Answer: locations
"
child,children,"Input: child Answer: children
"
report,reports,"Input: report Answer: reports
"
village,villages,"Input: village Answer: villages
"
manager,managers,"Input: manager Answer: managers
"
majority,majorities,"Input: majority Answer: majorities
"
cause,causes,"Input: cause Answer: causes
"
act,acts,"Input: act Answer: acts
"
park,parks,"Input: park Answer: parks
"
flight,flights,"Input: flight Answer: flights
"
need,needs,"Input: need Answer: needs
"
broadcast,broadcasts,"Input: broadcast Answer: broadcasts
"
guitar,guitars,"Input: guitar Answer: guitars
"
interview,interviews,"Input: interview Answer: interviews
"
audience,audiences,"Input: audience Answer: audiences
"
operation,operations,"Input: operation Answer: operations
"
reach,reaches,"Input: reach Answer: reaches
"
officer,officers,"Input: officer Answer: officers
"
sister,sisters,"Input: sister Answer: sisters
"
ability,abilities,"Input: ability Answer: abilities
"
pop,pops,"Input: pop Answer: pops
"
deal,deals,"Input: deal Answer: deals
"
ball,balls,"Input: ball Answer: balls
"
subject,subjects,"Input: subject Answer: subjects
"
rate,rates,"Input: rate Answer: rates
"
unit,units,"Input: unit Answer: units
"
artist,artists,"Input: artist Answer: artists
"
model,models,"Input: model Answer: models
"
theme,themes,"Input: theme Answer: themes
"
pass,passes,"Input: pass Answer: passes
"
centre,centres,"Input: centre Answer: centres
"
plot,plots,"Input: plot Answer: plots
"
letter,letters,"Input: letter Answer: letters
"
peak,peaks,"Input: peak Answer: peaks
"
capital,capitals,"Input: capital Answer: capitals
"
word,words,"Input: word Answer: words
"
edition,editions,"Input: edition Answer: editions
"
script,scripts,"Input: script Answer: scripts
"
movie,movies,"Input: movie Answer: movies
"
network,networks,"Input: network Answer: networks
"
board,boards,"Input: board Answer: boards
"
effort,efforts,"Input: effort Answer: efforts
"
marriage,marriages,"Input: marriage Answer: marriages
"
college,colleges,"Input: college Answer: colleges
"
mass,masses,"Input: mass Answer: masses
"
culture,cultures,"Input: culture Answer: cultures
"
cyclone,cyclones,"Input: cyclone Answer: cyclones
"
combat,combats,"Input: combat Answer: combats
"
market,markets,"Input: market Answer: markets
"
science,sciences,"Input: science Answer: sciences
"
source,sources,"Input: source Answer: sources
"
quality,qualities,"Input: quality Answer: qualities
"
fall,falls,"Input: fall Answer: falls
"
break,breaks,"Input: break Answer: breaks
"
rule,rules,"Input: rule Answer: rules
"
yard,yards,"Input: yard Answer: yards
"
concert,concerts,"Input: concert Answer: concerts
"
engine,engines,"Input: engine Answer: engines
"
advance,advances,"Input: advance Answer: advances
"
portion,portions,"Input: portion Answer: portions
"
castle,castles,"Input: castle Answer: castles
"
pair,pairs,"Input: pair Answer: pairs
"
award,awards,"Input: award Answer: awards
"
collection,collections,"Input: collection Answer: collections
"
call,calls,"Input: call Answer: calls
"
port,ports,"Input: port Answer: ports
"
approach,approaches,"Input: approach Answer: approaches
"
situation,situations,"Input: situation Answer: situations
"
distance,distances,"Input: distance Answer: distances
"
amount,amounts,"Input: amount Answer: amounts
"
test,tests,"Input: test Answer: tests
"
inch,inches,"Input: inch Answer: inches
"
actor,actors,"Input: actor Answer: actors
"
piece,pieces,"Input: piece Answer: pieces
"
train,trains,"Input: train Answer: trains
"
figure,figures,"Input: figure Answer: figures
"
concept,concepts,"Input: concept Answer: concepts
"
scale,scales,"Input: scale Answer: scales
"
job,jobs,"Input: job Answer: jobs
"
chief,chiefs,"Input: chief Answer: chiefs
"
foot,feet,"Input: foot Answer: feet
"
author,authors,"Input: author Answer: authors
"
cross,crosses,"Input: cross Answer: crosses
"
captain,captains,"Input: captain Answer: captains
"
theory,theories,"Input: theory Answer: theories
"
invasion,invasions,"Input: invasion Answer: invasions
"
plant,plants,"Input: plant Answer: plants
"
charge,charges,"Input: charge Answer: charges
"
county,counties,"Input: county Answer: counties
"
screen,screens,"Input: screen Answer: screens
"
wall,walls,"Input: wall Answer: walls
"
sense,senses,"Input: sense Answer: senses
"
pilot,pilots,"Input: pilot Answer: pilots
"
reception,receptions,"Input: reception Answer: receptions
"
lot,lots,"Input: lot Answer: lots
"
wing,wings,"Input: wing Answer: wings
"
student,students,"Input: student Answer: students
"
executive,executives,"Input: executive Answer: executives
"
district,districts,"Input: district Answer: districts
"
image,images,"Input: image Answer: images
"
share,shares,"Input: share Answer: shares
"
border,borders,"Input: border Answer: borders
"
stone,stones,"Input: stone Answer: stones
"
quarter,quarters,"Input: quarter Answer: quarters
"
box,boxes,"Input: box Answer: boxes
"
husband,husbands,"Input: husband Answer: husbands
"
travel,travels,"Input: travel Answer: travels
"
tournament,tournaments,"Input: tournament Answer: tournaments
"
floor,floors,"Input: floor Answer: floors
"
couple,couples,"Input: couple Answer: couples
"
formation,formations,"Input: formation Answer: formations
"
reference,references,"Input: reference Answer: references
"
territory,territories,"Input: territory Answer: territories
"
championship,championships,"Input: championship Answer: championships
"
university,universities,"Input: university Answer: universities
"
machine,machines,"Input: machine Answer: machines
"
guest,guests,"Input: guest Answer: guests
"
problem,problems,"Input: problem Answer: problems
"
horse,horses,"Input: horse Answer: horses
"
governor,governors,"Input: governor Answer: governors
"
soundtrack,soundtracks,"Input: soundtrack Answer: soundtracks
"
senior,seniors,"Input: senior Answer: seniors
"
degree,degrees,"Input: degree Answer: degrees
"
railway,railways,"Input: railway Answer: railways
"
birth,births,"Input: birth Answer: births
"
vote,votes,"Input: vote Answer: votes
"
website,websites,"Input: website Answer: websites
"
escape,escapes,"Input: escape Answer: escapes
"
basis,bases,"Input: basis Answer: bases
"
sequence,sequences,"Input: sequence Answer: sequences
"
squadron,squadrons,"Input: squadron Answer: squadrons
"
risk,risks,"Input: risk Answer: risks
"
agreement,agreements,"Input: agreement Answer: agreements
"
failure,failures,"Input: failure Answer: failures
"
nation,nations,"Input: nation Answer: nations
"
eye,eyes,"Input: eye Answer: eyes
"
threat,threats,"Input: threat Answer: threats
"
claim,claims,"Input: claim Answer: claims
"
bill,bills,"Input: bill Answer: bills
"
tower,towers,"Input: tower Answer: towers
"
expansion,expansions,"Input: expansion Answer: expansions
"
boat,boats,"Input: boat Answer: boats
"
hospital,hospitals,"Input: hospital Answer: hospitals
"
ring,rings,"Input: ring Answer: rings
"
landing,landings,"Input: landing Answer: landings
"
crossing,crossings,"Input: crossing Answer: crossings
"
contact,contacts,"Input: contact Answer: contacts
"
seat,seats,"Input: seat Answer: seats
"
girl,girls,"Input: girl Answer: girls
"
split,splits,"Input: split Answer: splits
"
committee,committees,"Input: committee Answer: committees
"
beat,beats,"Input: beat Answer: beats
"
article,articles,"Input: article Answer: articles
"
animal,animals,"Input: animal Answer: animals
"
comedy,comedies,"Input: comedy Answer: comedies
"
transport,transports,"Input: transport Answer: transports
"
leg,legs,"Input: leg Answer: legs
"
flag,flags,"Input: flag Answer: flags
"
interchange,interchanges,"Input: interchange Answer: interchanges
"
purpose,purposes,"Input: purpose Answer: purposes
"
security,securities,"Input: security Answer: securities
"
spread,spreads,"Input: spread Answer: spreads
"
search,searches,"Input: search Answer: searches
"
incident,incidents,"Input: incident Answer: incidents
"
mind,minds,"Input: mind Answer: minds
"
battalion,battalions,"Input: battalion Answer: battalions
"
critic,critics,"Input: critic Answer: critics
"
mile,miles,"Input: mile Answer: miles
"
budget,budgets,"Input: budget Answer: budgets
"
arrival,arrivals,"Input: arrival Answer: arrivals
"
ceremony,ceremonies,"Input: ceremony Answer: ceremonies
"
condition,conditions,"Input: condition Answer: conditions
"
thing,things,"Input: thing Answer: things
"
color,colors,"Input: color Answer: colors
"
street,streets,"Input: street Answer: streets
"
session,sessions,"Input: session Answer: sessions
"
wave,waves,"Input: wave Answer: waves
"
piano,pianos,"Input: piano Answer: pianos
"
planet,planets,"Input: planet Answer: planets
"
reign,reigns,"Input: reign Answer: reigns
"
selection,selections,"Input: selection Answer: selections
"
computer,computers,"Input: computer Answer: computers
"
council,councils,"Input: council Answer: councils
"
comic,comics,"Input: comic Answer: comics
"
opportunity,opportunities,"Input: opportunity Answer: opportunities
"
question,questions,"Input: question Answer: questions
"
shooting,shootings,"Input: shooting Answer: shootings
"
display,displays,"Input: display Answer: displays
"
advantage,advantages,"Input: advantage Answer: advantages
"
conference,conferences,"Input: conference Answer: conferences
"
fan,fans,"Input: fan Answer: fans
"
prison,prisons,"Input: prison Answer: prisons
"
host,hosts,"Input: host Answer: hosts
"
protection,protections,"Input: protection Answer: protections
"
target,targets,"Input: target Answer: targets
"
expedition,expeditions,"Input: expedition Answer: expeditions
"
temperature,temperatures,"Input: temperature Answer: temperatures
"
brief,briefs,"Input: brief Answer: briefs
"
edge,edges,"Input: edge Answer: edges
"
intersection,intersections,"Input: intersection Answer: intersections
"
chance,chances,"Input: chance Answer: chances
"
label,labels,"Input: label Answer: labels
"
gain,gains,"Input: gain Answer: gains
"
element,elements,"Input: element Answer: elements
"
strike,strikes,"Input: strike Answer: strikes
"
adult,adults,"Input: adult Answer: adults
"
launch,launches,"Input: launch Answer: launches
"
storyline,storylines,"Input: storyline Answer: storylines
"
shape,shapes,"Input: shape Answer: shapes
"
sign,signs,"Input: sign Answer: signs
"
tax,taxes,"Input: tax Answer: taxes
"
agent,agents,"Input: agent Answer: agents
"
editor,editors,"Input: editor Answer: editors
"
reputation,reputations,"Input: reputation Answer: reputations
"
estate,estates,"Input: estate Answer: estates
"
poem,poems,"Input: poem Answer: poems
"
height,heights,"Input: height Answer: heights
"
alternative,alternatives,"Input: alternative Answer: alternatives
"
franchise,franchises,"Input: franchise Answer: franchises
"
opinion,opinions,"Input: opinion Answer: opinions
"
steel,steels,"Input: steel Answer: steels
"
cricket,crickets,"Input: cricket Answer: crickets
"
introduction,introductions,"Input: introduction Answer: introductions
"
branch,branches,"Input: branch Answer: branches
"
exchange,exchanges,"Input: exchange Answer: exchanges
"
platform,platforms,"Input: platform Answer: platforms
"
mouth,mouths,"Input: mouth Answer: mouths
"
request,requests,"Input: request Answer: requests
"
freeway,freeways,"Input: freeway Answer: freeways
"
crowd,crowds,"Input: crowd Answer: crowds
"
settlement,settlements,"Input: settlement Answer: settlements
"
note,notes,"Input: note Answer: notes
"
description,descriptions,"Input: description Answer: descriptions
"
method,methods,"Input: method Answer: methods
"
environment,environments,"Input: environment Answer: environments
"
genre,genres,"Input: genre Answer: genres
"
composition,compositions,"Input: composition Answer: compositions
"
bank,banks,"Input: bank Answer: banks
"
statement,statements,"Input: statement Answer: statements
"
rain,rains,"Input: rain Answer: rains
"
assault,assaults,"Input: assault Answer: assaults
"
candidate,candidates,"Input: candidate Answer: candidates
"
table,tables,"Input: table Answer: tables
"
contain,contains,"Input: contain Answer: contains
"
entrance,entrances,"Input: entrance Answer: entrances
"
forest,forests,"Input: forest Answer: forests
"
camera,cameras,"Input: camera Answer: cameras
"
stadium,stadiums,"Input: stadium Answer: stadiums
"
landfall,landfalls,"Input: landfall Answer: landfalls
"
cell,cells,"Input: cell Answer: cells
"
decade,decades,"Input: decade Answer: decades
"
boy,boys,"Input: boy Answer: boys
"
message,messages,"Input: message Answer: messages
"
proposal,proposals,"Input: proposal Answer: proposals
"
trip,trips,"Input: trip Answer: trips
"
bit,bits,"Input: bit Answer: bits
"
duty,duties,"Input: duty Answer: duties
"
bomb,bombs,"Input: bomb Answer: bombs
"
religion,religions,"Input: religion Answer: religions
"
controversy,controversies,"Input: controversy Answer: controversies
"
hall,halls,"Input: hall Answer: halls
"
tail,tails,"Input: tail Answer: tails
"
actress,actresses,"Input: actress Answer: actresses
"
owner,owners,"Input: owner Answer: owners
"
opera,operas,"Input: opera Answer: operas
"
composer,composers,"Input: composer Answer: composers
"
transfer,transfers,"Input: transfer Answer: transfers
"
promote,promotes,"Input: promote Answer: promotes
"
price,prices,"Input: price Answer: prices
"
mountain,mountains,"Input: mountain Answer: mountains
"
firm,firms,"Input: firm Answer: firms
"
roof,roofs,"Input: roof Answer: roofs
"
identity,identities,"Input: identity Answer: identities
"
bottom,bottoms,"Input: bottom Answer: bottoms
"
zone,zones,"Input: zone Answer: zones
"
challenge,challenges,"Input: challenge Answer: challenges
"
lane,lanes,"Input: lane Answer: lanes
"
rail,rails,"Input: rail Answer: rails
"
hotel,hotels,"Input: hotel Answer: hotels
"
depth,depths,"Input: depth Answer: depths
"
purchase,purchases,"Input: purchase Answer: purchases
"
departure,departures,"Input: departure Answer: departures
"
decline,declines,"Input: decline Answer: declines
"
accident,accidents,"Input: accident Answer: accidents
"
connection,connections,"Input: connection Answer: connections
"
mode,modes,"Input: mode Answer: modes
"
sequel,sequels,"Input: sequel Answer: sequels
"
disc,discs,"Input: disc Answer: discs
"
museum,museums,"Input: museum Answer: museums
"
measure,measures,"Input: measure Answer: measures
"
department,departments,"Input: department Answer: departments
"
spot,spots,"Input: spot Answer: spots
"
tank,tanks,"Input: tank Answer: tanks
"
circulation,circulations,"Input: circulation Answer: circulations
"
possibility,possibilities,"Input: possibility Answer: possibilities
"
freedom,freedoms,"Input: freedom Answer: freedoms
"
drug,drugs,"Input: drug Answer: drugs
"
replacement,replacements,"Input: replacement Answer: replacements
"
medal,medals,"Input: medal Answer: medals
"
task,tasks,"Input: task Answer: tasks
"
block,blocks,"Input: block Answer: blocks
"
guard,guards,"Input: guard Answer: guards
"
regiment,regiments,"Input: regiment Answer: regiments
"
theatre,theatres,"Input: theatre Answer: theatres
"
chorus,choruses,"Input: chorus Answer: choruses
"
hip,hips,"Input: hip Answer: hips
"
honor,honors,"Input: honor Answer: honors
"
establishment,establishments,"Input: establishment Answer: establishments
"
store,stores,"Input: store Answer: stores
"
completion,completions,"Input: completion Answer: completions
"
origin,origins,"Input: origin Answer: origins
"
responsibility,responsibilities,"Input: responsibility Answer: responsibilities
"
warning,warnings,"Input: warning Answer: warnings
"
skin,skins,"Input: skin Answer: skins
"
page,pages,"Input: page Answer: pages
"
province,provinces,"Input: province Answer: provinces
"
path,paths,"Input: path Answer: paths
"
passage,passages,"Input: passage Answer: passages
"
counter,counters,"Input: counter Answer: counters
"
breed,breeds,"Input: breed Answer: breeds
"
corner,corners,"Input: corner Answer: corners
"
vehicle,vehicles,"Input: vehicle Answer: vehicles
"
reality,realities,"Input: reality Answer: realities
"
picture,pictures,"Input: picture Answer: pictures
"
memory,memories,"Input: memory Answer: memories
"
segment,segments,"Input: segment Answer: segments
"
bar,bars,"Input: bar Answer: bars
"
touchdown,touchdowns,"Input: touchdown Answer: touchdowns
"
difficulty,difficulties,"Input: difficulty Answer: difficulties
"
programme,programmes,"Input: programme Answer: programmes
"
discovery,discoveries,"Input: discovery Answer: discoveries
"
anniversary,anniversaries,"Input: anniversary Answer: anniversaries
"
praise,praises,"Input: praise Answer: praises
"
penalty,penalties,"Input: penalty Answer: penalties
"
pattern,patterns,"Input: pattern Answer: patterns
"
documentary,documentaries,"Input: documentary Answer: documentaries
"
cap,caps,"Input: cap Answer: caps
"
determine,determines,"Input: determine Answer: determines
"
category,categories,"Input: category Answer: categories
"
contest,contests,"Input: contest Answer: contests
"
plane,planes,"Input: plane Answer: planes
"
minister,ministers,"Input: minister Answer: ministers
"
ensure,ensures,"Input: ensure Answer: ensures
"
champion,champions,"Input: champion Answer: champions
"
scheme,schemes,"Input: scheme Answer: schemes
"
library,libraries,"Input: library Answer: libraries
"
fit,fits,"Input: fit Answer: fits
"
fighter,fighters,"Input: fighter Answer: fighters
"
throne,thrones,"Input: throne Answer: thrones
"
rival,rivals,"Input: rival Answer: rivals
"
passenger,passengers,"Input: passenger Answer: passengers
"
partner,partners,"Input: partner Answer: partners
"
reviewer,reviewers,"Input: reviewer Answer: reviewers
"
door,doors,"Input: door Answer: doors
"
engineer,engineers,"Input: engineer Answer: engineers
"
airport,airports,"Input: airport Answer: airports
"
interior,interiors,"Input: interior Answer: interiors
"
conclusion,conclusions,"Input: conclusion Answer: conclusions
"
acid,acids,"Input: acid Answer: acids
"
retirement,retirements,"Input: retirement Answer: retirements
"
colony,colonies,"Input: colony Answer: colonies
"
favor,favors,"Input: favor Answer: favors
"
kingdom,kingdoms,"Input: kingdom Answer: kingdoms
"
rescue,rescues,"Input: rescue Answer: rescues
"
farm,farms,"Input: farm Answer: farms
"
crash,crashes,"Input: crash Answer: crashes
"
battleship,battleships,"Input: battleship Answer: battleships
"
habitat,habitats,"Input: habitat Answer: habitats
"
hop,hops,"Input: hop Answer: hops
"
judge,judges,"Input: judge Answer: judges
"
chairman,chairmen,"Input: chairman Answer: chairmen
"
outbreak,outbreaks,"Input: outbreak Answer: outbreaks
"
arrangement,arrangements,"Input: arrangement Answer: arrangements
"
dog,dogs,"Input: dog Answer: dogs
"
step,steps,"Input: step Answer: steps
"
grade,grades,"Input: grade Answer: grades
"
limit,limits,"Input: limit Answer: limits
"
cancer,cancers,"Input: cancer Answer: cancers
"
shark,sharks,"Input: shark Answer: sharks
"
festival,festivals,"Input: festival Answer: festivals
"
siege,sieges,"Input: siege Answer: sieges
"
successor,successors,"Input: successor Answer: successors
"
narrative,narratives,"Input: narrative Answer: narratives
"
cycle,cycles,"Input: cycle Answer: cycles
"
hill,hills,"Input: hill Answer: hills
"
belt,belts,"Input: belt Answer: belts
"
journalist,journalists,"Input: journalist Answer: journalists
"
object,objects,"Input: object Answer: objects
"
ride,rides,"Input: ride Answer: rides
"
chapter,chapters,"Input: chapter Answer: chapters
"
exception,exceptions,"Input: exception Answer: exceptions
"
arm,arms,"Input: arm Answer: arms
"
device,devices,"Input: device Answer: devices
"
animation,animations,"Input: animation Answer: animations
"
poet,poets,"Input: poet Answer: poets
"
brain,brains,"Input: brain Answer: brains
"
chain,chains,"Input: chain Answer: chains
"
retreat,retreats,"Input: retreat Answer: retreats
"
dialogue,dialogues,"Input: dialogue Answer: dialogues
"
colour,colours,"Input: colour Answer: colours
"
format,formats,"Input: format Answer: formats
"
instance,instances,"Input: instance Answer: instances
"
shell,shells,"Input: shell Answer: shells
"
union,unions,"Input: union Answer: unions
"
convoy,convoys,"Input: convoy Answer: convoys
"
belief,beliefs,"Input: belief Answer: beliefs
"
valley,valleys,"Input: valley Answer: valleys
"
driver,drivers,"Input: driver Answer: drivers
"
suit,suits,"Input: suit Answer: suits
"
diameter,diameters,"Input: diameter Answer: diameters
"
junior,juniors,"Input: junior Answer: juniors
"
founder,founders,"Input: founder Answer: founders
"
hero,heroes,"Input: hero Answer: heroes
"
crisis,crises,"Input: crisis Answer: crises
"
designer,designers,"Input: designer Answer: designers
"
reform,reforms,"Input: reform Answer: reforms
"
weekend,weekends,"Input: weekend Answer: weekends
"
mix,mixes,"Input: mix Answer: mixes
"
tone,tones,"Input: tone Answer: tones
"
finale,finales,"Input: finale Answer: finales
"
weapon,weapons,"Input: weapon Answer: weapons
"
factor,factors,"Input: factor Answer: factors
"
vice,vices,"Input: vice Answer: vices
"
address,addresses,"Input: address Answer: addresses
"
verse,verses,"Input: verse Answer: verses
"
window,windows,"Input: window Answer: windows
"
personality,personalities,"Input: personality Answer: personalities
"
squad,squads,"Input: squad Answer: squads
"
channel,channels,"Input: channel Answer: channels
"
drawing,drawings,"Input: drawing Answer: drawings
"
dynasty,dynasties,"Input: dynasty Answer: dynasties
"
card,cards,"Input: card Answer: cards
"
intention,intentions,"Input: intention Answer: intentions
"
creator,creators,"Input: creator Answer: creators
"
symbol,symbols,"Input: symbol Answer: symbols
"
listing,listings,"Input: listing Answer: listings
"
tribute,tributes,"Input: tribute Answer: tributes
"
collapse,collapses,"Input: collapse Answer: collapses
"
protagonist,protagonists,"Input: protagonist Answer: protagonists
"
link,links,"Input: link Answer: links
"
folk,folks,"Input: folk Answer: folks
"
tie,ties,"Input: tie Answer: ties
"
designation,designations,"Input: designation Answer: designations
"
radar,radars,"Input: radar Answer: radars
"
appointment,appointments,"Input: appointment Answer: appointments
"
surprise,surprises,"Input: surprise Answer: surprises
"
dispute,disputes,"Input: dispute Answer: disputes
"
survey,surveys,"Input: survey Answer: surveys
"
canal,canals,"Input: canal Answer: canals
"
benefit,benefits,"Input: benefit Answer: benefits
"
struggle,struggles,"Input: struggle Answer: struggles
"
favour,favours,"Input: favour Answer: favours
"
column,columns,"Input: column Answer: columns
"
teacher,teachers,"Input: teacher Answer: teachers
"
brand,brands,"Input: brand Answer: brands
"
wedding,weddings,"Input: wedding Answer: weddings
"
cent,cents,"Input: cent Answer: cents
"
alignment,alignments,"Input: alignment Answer: alignments
"
map,maps,"Input: map Answer: maps
"
opponent,opponents,"Input: opponent Answer: opponents
"
copy,copies,"Input: copy Answer: copies
"
percentage,percentages,"Input: percentage Answer: percentages
"
argument,arguments,"Input: argument Answer: arguments
"
arrest,arrests,"Input: arrest Answer: arrests
"
railroad,railroads,"Input: railroad Answer: railroads
"
attendance,attendances,"Input: attendance Answer: attendances
"
household,households,"Input: household Answer: households
"
restaurant,restaurants,"Input: restaurant Answer: restaurants
"
honour,honours,"Input: honour Answer: honours
"
junction,junctions,"Input: junction Answer: junctions
"
funeral,funerals,"Input: funeral Answer: funerals
"
affair,affairs,"Input: affair Answer: affairs
"
compilation,compilations,"Input: compilation Answer: compilations
"
exit,exits,"Input: exit Answer: exits
"
statue,statues,"Input: statue Answer: statues
"
explosion,explosions,"Input: explosion Answer: explosions
"
professor,professors,"Input: professor Answer: professors
"
mention,mentions,"Input: mention Answer: mentions
"
collaboration,collaborations,"Input: collaboration Answer: collaborations
"
sector,sectors,"Input: sector Answer: sectors
"
tunnel,tunnels,"Input: tunnel Answer: tunnels
"
pain,pains,"Input: pain Answer: pains
"
residence,residences,"Input: residence Answer: residences
"
preparation,preparations,"Input: preparation Answer: preparations
"
