input,output,text
It occurred to Pat that Chris knew the answer. [t],to that the,"Input: It occurred to Pat that Chris knew the answer. [t] Answer: to that the
"
The man whose car I hit last week sued me. [m],man me,"Input: The man whose car I hit last week sued me. [m] Answer: man me
"
Mickey looked up them. [t],them,"Input: Mickey looked up them. [t] Answer: them
"
Frances hid the presents behind the books. [h],hid,"Input: Frances hid the presents behind the books. [h] Answer: hid
"
I might have eaten some seaweed. [e],eaten,"Input: I might have eaten some seaweed. [e] Answer: eaten
"
What his father wants him to be is a better pool player. [h],his him,"Input: What his father wants him to be is a better pool player. [h] Answer: his him
"
John hit the stone against the wall. [j],john,"Input: John hit the stone against the wall. [j] Answer: john
"
Lucy seems to have been mugged. [m],mugged,"Input: Lucy seems to have been mugged. [m] Answer: mugged
"
Gloria dozed. [g],gloria,"Input: Gloria dozed. [g] Answer: gloria
"
John asks in which box he put the book. [a],asks,"Input: John asks in which box he put the book. [a] Answer: asks
"
Who is sailing to Ithaca? [i],is ithaca,"Input: Who is sailing to Ithaca? [i] Answer: is ithaca
"
The little boy hit the child with a toy. [l],little,"Input: The little boy hit the child with a toy. [l] Answer: little
"
We contributed our paycheck to her. [w],we,"Input: We contributed our paycheck to her. [w] Answer: we
"
Philippa cried herself to sleep. [t],to,"Input: Philippa cried herself to sleep. [t] Answer: to
"
The children admired photos of each other. [c],children,"Input: The children admired photos of each other. [c] Answer: children
"
Anne is curious as to why her father sent her a telegram to America to return home at once. [r],return,"Input: Anne is curious as to why her father sent her a telegram to America to return home at once. [r] Answer: return
"
Sam may have been being interrogated by the FBI. [h],have,"Input: Sam may have been being interrogated by the FBI. [h] Answer: have
"
Sam gave the cloak to Lee and the magic chalice to Matthew. [g],gave,"Input: Sam gave the cloak to Lee and the magic chalice to Matthew. [g] Answer: gave
"
Almost no lawyer could answer that question. [a],almost answer,"Input: Almost no lawyer could answer that question. [a] Answer: almost answer
"
Rarely is any lion majestic. [m],majestic,"Input: Rarely is any lion majestic. [m] Answer: majestic
"
"You should always lock your door, no matter how fancy the hotel might be. [s]",should,"Input: You should always lock your door, no matter how fancy the hotel might be. [s] Answer: should
"
It is easy to please John. [p],please,"Input: It is easy to please John. [p] Answer: please
"
"Smith loaned, and his widow later donated, a valuable collection of manuscripts to the library. [t]",to the,"Input: Smith loaned, and his widow later donated, a valuable collection of manuscripts to the library. [t] Answer: to the
"
This building got taller and wider than that one. [g],got,"Input: This building got taller and wider than that one. [g] Answer: got
"
John offers little advice. [l],little,"Input: John offers little advice. [l] Answer: little
"
The reporters expected that the principal would fire some teacher. [e],expected,"Input: The reporters expected that the principal would fire some teacher. [e] Answer: expected
"
It was Anne Elliott who loved Captain Wentworth but who rejected his first proposal. [h],his,"Input: It was Anne Elliott who loved Captain Wentworth but who rejected his first proposal. [h] Answer: his
"
I got phoned by a woman friend. [f],friend,"Input: I got phoned by a woman friend. [f] Answer: friend
"
Calvin has dated every girl who Jeff has dated. [e],every,"Input: Calvin has dated every girl who Jeff has dated. [e] Answer: every
"
"There arrived a tall, red haired and incredibly well dressed man. [h]",haired,"Input: There arrived a tall, red haired and incredibly well dressed man. [h] Answer: haired
"
"Fluffy is sick, which I believe that few people realize. [p]",people,"Input: Fluffy is sick, which I believe that few people realize. [p] Answer: people
"
The ball lies in the box. [l],lies,"Input: The ball lies in the box. [l] Answer: lies
"
We proclaimed John to the public to be a hero. [a],a,"Input: We proclaimed John to the public to be a hero. [a] Answer: a
"
The plucky platypus kicked a can of soup from New York to Tucson. [a],a,"Input: The plucky platypus kicked a can of soup from New York to Tucson. [a] Answer: a
"
He bought a refrigerator in which to put the beer. [r],refrigerator,"Input: He bought a refrigerator in which to put the beer. [r] Answer: refrigerator
"
"Playing with matches is lots of fun, but doing, so and emptying gasoline from one can to another at the same time is a sport best reserved for arsons. [l]",lots,"Input: Playing with matches is lots of fun, but doing, so and emptying gasoline from one can to another at the same time is a sport best reserved for arsons. [l] Answer: lots
"
They returned the books all to their owners. [t],they the to their,"Input: They returned the books all to their owners. [t] Answer: they the to their
"
It was so awful a picture that I tore it up. [u],up,"Input: It was so awful a picture that I tore it up. [u] Answer: up
"
a The butcher cuts the meat. [c],cuts,"Input: a The butcher cuts the meat. [c] Answer: cuts
"
The teacher who the reporters expected that the principal would fire is a crusty old jerk. [e],expected,"Input: The teacher who the reporters expected that the principal would fire is a crusty old jerk. [e] Answer: expected
"
"The more that pictures of him appear in the news, the more embarrassed John becomes. [i]",in,"Input: The more that pictures of him appear in the news, the more embarrassed John becomes. [i] Answer: in
"
The piano kicked a student. [t],the,"Input: The piano kicked a student. [t] Answer: the
"
It was for that Ann bought a first edition of Richard III. [o],of,"Input: It was for that Ann bought a first edition of Richard III. [o] Answer: of
"
I ran an old man down. [m],man,"Input: I ran an old man down. [m] Answer: man
"
Any owl hunts mice. [o],owl,"Input: Any owl hunts mice. [o] Answer: owl
"
"In this experiment, fourteen variables must be kept track of simultaneously. [i]",in,"Input: In this experiment, fourteen variables must be kept track of simultaneously. [i] Answer: in
"
"After the dinner, we threw away any leftovers. [w]",we,"Input: After the dinner, we threw away any leftovers. [w] Answer: we
"
She was always clad in black. [b],black,"Input: She was always clad in black. [b] Answer: black
"
Did the doctor prescribe aspirin? [t],the,"Input: Did the doctor prescribe aspirin? [t] Answer: the
"
The DA proved Jones guilty and the Assistant DA will prove Smith. [a],and assistant,"Input: The DA proved Jones guilty and the Assistant DA will prove Smith. [a] Answer: and assistant
"
Some of the diners need menus. [m],menus,"Input: Some of the diners need menus. [m] Answer: menus
"
Herman mixed the eggs with the cream. [w],with,"Input: Herman mixed the eggs with the cream. [w] Answer: with
"
John talked to any woman who came up to him. [u],up,"Input: John talked to any woman who came up to him. [u] Answer: up
"
The students are proud of themselves. [s],students,"Input: The students are proud of themselves. [s] Answer: students
"
How did you solve the problem? [y],you,"Input: How did you solve the problem? [y] Answer: you
"
Willy is taller than Bill by as much a Peter believes that Billy is taller than Dan. [w],willy,"Input: Willy is taller than Bill by as much a Peter believes that Billy is taller than Dan. [w] Answer: willy
"
The stick hit the fence. [f],fence,"Input: The stick hit the fence. [f] Answer: fence
"
John scratched his arm and the boy who knew Mary scratched her arm. [t],the,"Input: John scratched his arm and the boy who knew Mary scratched her arm. [t] Answer: the
"
Cynthia gobbled the pizza down . [p],pizza,"Input: Cynthia gobbled the pizza down . [p] Answer: pizza
"
They depend on Mary. [m],mary,"Input: They depend on Mary. [m] Answer: mary
"
The three sunbathers went swimming. [t],the three,"Input: The three sunbathers went swimming. [t] Answer: the three
"
I ate a mango and Gillian did too. [d],did,"Input: I ate a mango and Gillian did too. [d] Answer: did
"
The ball was kicked by him. [t],the,"Input: The ball was kicked by him. [t] Answer: the
"
Which politician appointed the journalist who supported him? [t],the,"Input: Which politician appointed the journalist who supported him? [t] Answer: the
"
Mary has more friends than just Bill and Pete. [m],mary more,"Input: Mary has more friends than just Bill and Pete. [m] Answer: mary more
"
Kim relies on Sandy. [r],relies,"Input: Kim relies on Sandy. [r] Answer: relies
"
This girl in the red coat but no boys will put a picture of Bill on your desk before tomorrow. [w],will,"Input: This girl in the red coat but no boys will put a picture of Bill on your desk before tomorrow. [w] Answer: will
"
What did he look up? [w],what,"Input: What did he look up? [w] Answer: what
"
The people in whose house we stayed left. [s],stayed,"Input: The people in whose house we stayed left. [s] Answer: stayed
"
I doubt you can help me in understanding this. [u],understanding,"Input: I doubt you can help me in understanding this. [u] Answer: understanding
"
Marian wonders if the package from Boston will ever arrive. [i],if,"Input: Marian wonders if the package from Boston will ever arrive. [i] Answer: if
"
John promised Bill to leave. [j],john,"Input: John promised Bill to leave. [j] Answer: john
"
Over different contaminants have been dumped into the river. [c],contaminants,"Input: Over different contaminants have been dumped into the river. [c] Answer: contaminants
"
"That he was sick, we talked about for days. [d]",days,"Input: That he was sick, we talked about for days. [d] Answer: days
"
I explained how we should fix the sink. [s],should sink,"Input: I explained how we should fix the sink. [s] Answer: should sink
"
My nephew could write letters to his parents with a fountain pen. [t],to,"Input: My nephew could write letters to his parents with a fountain pen. [t] Answer: to
"
They paid a lot of attention to the matter. [a],a attention,"Input: They paid a lot of attention to the matter. [a] Answer: a attention
"
Has Jenny eaten a cake? [j],jenny,"Input: Has Jenny eaten a cake? [j] Answer: jenny
"
John hopes to sleep. [j],john,"Input: John hopes to sleep. [j] Answer: john
"
the book of poems with a red cover by Robert Burns from Blackwell takes a very long time to read. [f],from,"Input: the book of poems with a red cover by Robert Burns from Blackwell takes a very long time to read. [f] Answer: from
"
Ron heard a discussion in the foyer [f],foyer,"Input: Ron heard a discussion in the foyer [f] Answer: foyer
"
Maxwell is quite the doctor. [q],quite,"Input: Maxwell is quite the doctor. [q] Answer: quite
"
It will rain tomorrow. [i],it,"Input: It will rain tomorrow. [i] Answer: it
"
The vase stood on the table in the hall. [h],hall,"Input: The vase stood on the table in the hall. [h] Answer: hall
"
Mary cuts the paper easily. [m],mary,"Input: Mary cuts the paper easily. [m] Answer: mary
"
It was not until I was perhaps twenty five or thirty that I read and enjoyed them. [p],perhaps,"Input: It was not until I was perhaps twenty five or thirty that I read and enjoyed them. [p] Answer: perhaps
"
Everyone hopes that everyone will sleep. [h],hopes,"Input: Everyone hopes that everyone will sleep. [h] Answer: hopes
"
Mary solved the problem. [t],the,"Input: Mary solved the problem. [t] Answer: the
"
Heather cabled the news to Sara. [c],cabled,"Input: Heather cabled the news to Sara. [c] Answer: cabled
"
Carol cut at the bread. [a],at,"Input: Carol cut at the bread. [a] Answer: at
"
I took a snooze. [a],a,"Input: I took a snooze. [a] Answer: a
"
They think that she can do it. [c],can,"Input: They think that she can do it. [c] Answer: can
"
There are seven pine trees behind that barn. [p],pine,"Input: There are seven pine trees behind that barn. [p] Answer: pine
"
Some of the diners need menus. [s],some,"Input: Some of the diners need menus. [s] Answer: some
"
Kevin urged Anne to be loyal to her. [b],be,"Input: Kevin urged Anne to be loyal to her. [b] Answer: be
"
I borrowed and my sister stole large sums of money from the bank. [f],from,"Input: I borrowed and my sister stole large sums of money from the bank. [f] Answer: from
"
I read that Bill had seen me. [s],seen,"Input: I read that Bill had seen me. [s] Answer: seen
"
Any lawyer could tell you that. [t],tell that,"Input: Any lawyer could tell you that. [t] Answer: tell that
"
Each man lifted a table. [e],each,"Input: Each man lifted a table. [e] Answer: each
"
I have often eaten muffins. [o],often,"Input: I have often eaten muffins. [o] Answer: often
"
Burn letters to him! [t],to,"Input: Burn letters to him! [t] Answer: to
"
How often did he ask when she will meet at the party? [p],party,"Input: How often did he ask when she will meet at the party? [p] Answer: party
"
The mouse was chased by the cat. [m],mouse,"Input: The mouse was chased by the cat. [m] Answer: mouse
"
John believes that Bill has slept. [j],john,"Input: John believes that Bill has slept. [j] Answer: john
"
John promised Mary that he would leave. [w],would,"Input: John promised Mary that he would leave. [w] Answer: would
"
Brandon has been reading more novels than he has short stories. [r],reading,"Input: Brandon has been reading more novels than he has short stories. [r] Answer: reading
"
Paint sprayed on the wall. [o],on,"Input: Paint sprayed on the wall. [o] Answer: on
"
I wonder what John bought. [b],bought,"Input: I wonder what John bought. [b] Answer: bought
"
Anybody who ever swears at me better watch his step. [s],swears step,"Input: Anybody who ever swears at me better watch his step. [s] Answer: swears step
"
The umpire called it of. [c],called,"Input: The umpire called it of. [c] Answer: called
"
Whom did Mary see walking toward the railroad station? [w],whom walking,"Input: Whom did Mary see walking toward the railroad station? [w] Answer: whom walking
"
The wealthy young man bought his secret fianc e that piano. [w],wealthy,"Input: The wealthy young man bought his secret fianc e that piano. [w] Answer: wealthy
"
Vera is knitting there. [k],knitting,"Input: Vera is knitting there. [k] Answer: knitting
"
Mary considers John proud of himself. [p],proud,"Input: Mary considers John proud of himself. [p] Answer: proud
"
"If Jim feels good, he will go. [f]",feels,"Input: If Jim feels good, he will go. [f] Answer: feels
"
The kangaroo hopped over the truck. [h],hopped,"Input: The kangaroo hopped over the truck. [h] Answer: hopped
"
Michelle kept the papers under the desk. [u],under,"Input: Michelle kept the papers under the desk. [u] Answer: under
"
John scratched his arm and the boy who Mary knew did so too. [t],the too,"Input: John scratched his arm and the boy who Mary knew did so too. [t] Answer: the too
"
That picture of her pleases Jenny. [h],her,"Input: That picture of her pleases Jenny. [h] Answer: her
"
Burn letters to him! [b],burn,"Input: Burn letters to him! [b] Answer: burn
"
Ayala went to the ball and chatted to Jonathan Stubbs. [b],ball,"Input: Ayala went to the ball and chatted to Jonathan Stubbs. [b] Answer: ball
"
The ball rolled down the hill. [r],rolled,"Input: The ball rolled down the hill. [r] Answer: rolled
"
I saw the physics student. [i],i,"Input: I saw the physics student. [i] Answer: i
"
I said this. [s],said,"Input: I said this. [s] Answer: said
"
Lee is believed to not like Kim. [l],lee like,"Input: Lee is believed to not like Kim. [l] Answer: lee like
"
The Beatles all came to Merle Park. [b],beatles,"Input: The Beatles all came to Merle Park. [b] Answer: beatles
"
"Sue moved, and Mary also transferred, her business to a different location. [h]",her,"Input: Sue moved, and Mary also transferred, her business to a different location. [h] Answer: her
"
The joggers ran their Nikes threadbare. [t],the their threadbare,"Input: The joggers ran their Nikes threadbare. [t] Answer: the their threadbare
"
The students know the answers. [s],students,"Input: The students know the answers. [s] Answer: students
"
Margaret cut at the bread. [m],margaret,"Input: Margaret cut at the bread. [m] Answer: margaret
"
The bed was unmade. [t],the,"Input: The bed was unmade. [t] Answer: the
"
I am to eat macaroni. [a],am,"Input: I am to eat macaroni. [a] Answer: am
"
I shaped the dough. [s],shaped,"Input: I shaped the dough. [s] Answer: shaped
"
"Then, John left. [t]",then,"Input: Then, John left. [t] Answer: then
"
How do you think that Mary solved the problem? [y],you,"Input: How do you think that Mary solved the problem? [y] Answer: you
"
The sign warned against skating on the pond. [w],warned,"Input: The sign warned against skating on the pond. [w] Answer: warned
"
The day when Jim got fired was a sad day for everyone. [a],a,"Input: The day when Jim got fired was a sad day for everyone. [a] Answer: a
"
Agamemnon seems to have left. [a],agamemnon,"Input: Agamemnon seems to have left. [a] Answer: agamemnon
"
Every man who said he would buy some salmon did. [d],did,"Input: Every man who said he would buy some salmon did. [d] Answer: did
"
I saw the brilliant one. [o],one,"Input: I saw the brilliant one. [o] Answer: one
"
Barbara handed the intriguing results of the latest examination to Alan on Tuesday. [r],results,"Input: Barbara handed the intriguing results of the latest examination to Alan on Tuesday. [r] Answer: results
"
Through the hall echoed a loud cry. [t],through the,"Input: Through the hall echoed a loud cry. [t] Answer: through the
"
Brutus murdered Julius Caesar. [j],julius,"Input: Brutus murdered Julius Caesar. [j] Answer: julius
"
They believe the cat to be out of the bag. [b],believe be bag,"Input: They believe the cat to be out of the bag. [b] Answer: believe be bag
"
What John did to the wall was hit it. [h],hit,"Input: What John did to the wall was hit it. [h] Answer: hit
"
Clyde got a passionate love letter from Stacy. [l],love letter,"Input: Clyde got a passionate love letter from Stacy. [l] Answer: love letter
"
The king banished the general to a mountain fortress. [b],banished,"Input: The king banished the general to a mountain fortress. [b] Answer: banished
"
Jason persuaded Medea to be treated by the doctor [j],jason,"Input: Jason persuaded Medea to be treated by the doctor [j] Answer: jason
"
John learned French perfectly immediately. [j],john,"Input: John learned French perfectly immediately. [j] Answer: john
"
I had hoped that it was true that Rosa Luxemburg had actually defected to Iceland for many years. [y],years,"Input: I had hoped that it was true that Rosa Luxemburg had actually defected to Iceland for many years. [y] Answer: years
"
Mary expected John to fix the computer. [j],john,"Input: Mary expected John to fix the computer. [j] Answer: john
"
I shipped the package halfway around the world. [a],around,"Input: I shipped the package halfway around the world. [a] Answer: around
"
Three relatives of mine inherited a house. [m],mine,"Input: Three relatives of mine inherited a house. [m] Answer: mine
"
The monkey seems despondent. [s],seems,"Input: The monkey seems despondent. [s] Answer: seems
"
"Tom will force you to marry no student, and neither will I. [f]",force,"Input: Tom will force you to marry no student, and neither will I. [f] Answer: force
"
The cook saved no scraps for the dog. [c],cook,"Input: The cook saved no scraps for the dog. [c] Answer: cook
"
I ate that. [a],ate,"Input: I ate that. [a] Answer: ate
"
That I am here proves that I care. [a],am,"Input: That I am here proves that I care. [a] Answer: am
"
They believe it to be easy to annoy Ben. [i],it,"Input: They believe it to be easy to annoy Ben. [i] Answer: it
"
Who did he believe that he would one day meet? [w],who would,"Input: Who did he believe that he would one day meet? [w] Answer: who would
"
The letter established his innocence. [h],his,"Input: The letter established his innocence. [h] Answer: his
"
the rice was cooked by Bill. [t],the,"Input: the rice was cooked by Bill. [t] Answer: the
"
John will have been eating cake. [c],cake,"Input: John will have been eating cake. [c] Answer: cake
"
They told Angelica to arrive early for the award. [t],they told to the,"Input: They told Angelica to arrive early for the award. [t] Answer: they told to the
"
Who ate the cake? [a],ate,"Input: Who ate the cake? [a] Answer: ate
"
To whom did you give the ball? [b],ball,"Input: To whom did you give the ball? [b] Answer: ball
"
The wizard turned the beetle into beer with a wave of his wand [w],wizard with wave wand,"Input: The wizard turned the beetle into beer with a wave of his wand [w] Answer: wizard with wave wand
"
The wealthy young man bought his secret fianc e that piano. [b],bought,"Input: The wealthy young man bought his secret fianc e that piano. [b] Answer: bought
"
The committee have all now resigned. [c],committee,"Input: The committee have all now resigned. [c] Answer: committee
"
I have some papers to try to finish grading. [p],papers,"Input: I have some papers to try to finish grading. [p] Answer: papers
"
John said Mary went to the store quickly. [w],went,"Input: John said Mary went to the store quickly. [w] Answer: went
"
The spunky girl has a black eye. [g],girl,"Input: The spunky girl has a black eye. [g] Answer: girl
"
Linda winked at the audience. [t],the,"Input: Linda winked at the audience. [t] Answer: the
"
The parcel reached John. [r],reached,"Input: The parcel reached John. [r] Answer: reached
"
There are two main characters in the novel. [m],main,"Input: There are two main characters in the novel. [m] Answer: main
"
The monkeys approved of their leader. [m],monkeys,"Input: The monkeys approved of their leader. [m] Answer: monkeys
"
A professional dancer would be able to do it. [w],would,"Input: A professional dancer would be able to do it. [w] Answer: would
"
I believe that the sun was out. [w],was,"Input: I believe that the sun was out. [w] Answer: was
"
Every student who attended the party had a good time. [s],student,"Input: Every student who attended the party had a good time. [s] Answer: student
"
I had the strangest feeling that I knew you. [h],had,"Input: I had the strangest feeling that I knew you. [h] Answer: had
"
Henri wants the book which is on the top shelf. [w],wants which,"Input: Henri wants the book which is on the top shelf. [w] Answer: wants which
"
There is bread enough for all of you. [b],bread,"Input: There is bread enough for all of you. [b] Answer: bread
"
This bed was surely slept in by a huge guy last night. [i],in,"Input: This bed was surely slept in by a huge guy last night. [i] Answer: in
"
few clues could be found. [f],few found,"Input: few clues could be found. [f] Answer: few found
"
Which bed did Tom sleep on? [d],did,"Input: Which bed did Tom sleep on? [d] Answer: did
"
Students who fail the final exam or who do not do the reading will be executed. [o],or,"Input: Students who fail the final exam or who do not do the reading will be executed. [o] Answer: or
"
We knew John to be the murderer. [w],we,"Input: We knew John to be the murderer. [w] Answer: we
"
The tuna had been eaten. [t],the tuna,"Input: The tuna had been eaten. [t] Answer: the tuna
"
Bill left when everyone will believe that the police have forced me to confess that I shot Sandra. [h],have,"Input: Bill left when everyone will believe that the police have forced me to confess that I shot Sandra. [h] Answer: have
"
The boy whose loud playing of the piano I disliked was a student. [l],loud,"Input: The boy whose loud playing of the piano I disliked was a student. [l] Answer: loud
"
Which poem did you go to hear a recital of last night? [g],go,"Input: Which poem did you go to hear a recital of last night? [g] Answer: go
"
John is taller than feet. [i],is,"Input: John is taller than feet. [i] Answer: is
"
Harriet gave a mug to John and a scarf to Vivien. [v],vivien,"Input: Harriet gave a mug to John and a scarf to Vivien. [v] Answer: vivien
"
Lydia eloped with Wickham when she went to Brighton. [w],with wickham when went,"Input: Lydia eloped with Wickham when she went to Brighton. [w] Answer: with wickham when went
"
Tom ran the soles off his shoes. [o],off,"Input: Tom ran the soles off his shoes. [o] Answer: off
"
He is the happiest that it is believed that he has ever been. [b],believed been,"Input: He is the happiest that it is believed that he has ever been. [b] Answer: believed been
"
The professor talked us into a stupor. [a],a,"Input: The professor talked us into a stupor. [a] Answer: a
"
John talked to a woman who came up to him. [j],john,"Input: John talked to a woman who came up to him. [j] Answer: john
"
There is every book by Chomsky in this library. [l],library,"Input: There is every book by Chomsky in this library. [l] Answer: library
"
Water filled the cup high. [w],water,"Input: Water filled the cup high. [w] Answer: water
"
Whom did Matt kiss? [d],did,"Input: Whom did Matt kiss? [d] Answer: did
"
Every man who said he would buy some salmon did. [b],buy,"Input: Every man who said he would buy some salmon did. [b] Answer: buy
"
"We consider Leslie rather foolish, and Lou a complete idiot. [l]",leslie lou,"Input: We consider Leslie rather foolish, and Lou a complete idiot. [l] Answer: leslie lou
"
I saw the student. [s],saw student,"Input: I saw the student. [s] Answer: saw student
"
That that it would confuse the guards for Herschel to throw a fit was obvious is not true. [o],obvious,"Input: That that it would confuse the guards for Herschel to throw a fit was obvious is not true. [o] Answer: obvious
"
The army lodged the soldiers in the schoolhouse. [l],lodged,"Input: The army lodged the soldiers in the schoolhouse. [l] Answer: lodged
"
"Mary will believe Susan, and you will Bob. [y]",you,"Input: Mary will believe Susan, and you will Bob. [y] Answer: you
"
They promised me to leave. [l],leave,"Input: They promised me to leave. [l] Answer: leave
"
I wonder if you will come back tomorrow. [i],i if,"Input: I wonder if you will come back tomorrow. [i] Answer: i if
"
The gardener planted roses in the garden. [g],gardener garden,"Input: The gardener planted roses in the garden. [g] Answer: gardener garden
"
The lions jumped through the hoop. [j],jumped,"Input: The lions jumped through the hoop. [j] Answer: jumped
"
"I threw the ball to Julian, but it fell short of him. [s]",short,"Input: I threw the ball to Julian, but it fell short of him. [s] Answer: short
"
Jason persuaded Medea to desert her family. [m],medea,"Input: Jason persuaded Medea to desert her family. [m] Answer: medea
"
We placed the cheese in the refrigerator. [i],in,"Input: We placed the cheese in the refrigerator. [i] Answer: in
"
Which goddess might help us? [w],which,"Input: Which goddess might help us? [w] Answer: which
"
I broke twigs off of those branches. [o],off of,"Input: I broke twigs off of those branches. [o] Answer: off of
"
He continued writing poems. [h],he,"Input: He continued writing poems. [h] Answer: he
"
Do you like peanut butter? [y],you,"Input: Do you like peanut butter? [y] Answer: you
"
The barber shaved my chin. [m],my,"Input: The barber shaved my chin. [m] Answer: my
"
Few doctors approve of our remedy. [a],approve,"Input: Few doctors approve of our remedy. [a] Answer: approve
"
The hanging gardens are a sight to behold. [s],sight,"Input: The hanging gardens are a sight to behold. [s] Answer: sight
"
John saw more horses than Bill saw or Pete talked to. [t],than talked to,"Input: John saw more horses than Bill saw or Pete talked to. [t] Answer: than talked to
"
Andy gives freely of his time. [o],of,"Input: Andy gives freely of his time. [o] Answer: of
"
What Medea attempted was to poison her children. [p],poison,"Input: What Medea attempted was to poison her children. [p] Answer: poison
"
I promised that around midnight he would be there. [w],would,"Input: I promised that around midnight he would be there. [w] Answer: would
"
Odysseus planned to hear the sirens. [t],to the,"Input: Odysseus planned to hear the sirens. [t] Answer: to the
"
"If you take a dry match and strike it, it lights. [m]",match,"Input: If you take a dry match and strike it, it lights. [m] Answer: match
"
John does not like Mary. [m],mary,"Input: John does not like Mary. [m] Answer: mary
"
This girl in the red coat will put it and a picture of Bill on your desk before tomorrow. [b],bill before,"Input: This girl in the red coat will put it and a picture of Bill on your desk before tomorrow. [b] Answer: bill before
"
