input,output,text
Mali,Africa,"Input: Mali Answer: Africa
"
Malta,Europe,"Input: Malta Answer: Europe
"
Myanmar,Asia,"Input: Myanmar Answer: Asia
"
Mongolia,Asia,"Input: Mongolia Answer: Asia
"
Northern Mariana Islands,Oceania,"Input: Northern Mariana Islands Answer: Oceania
"
Mozambique,Africa,"Input: Mozambique Answer: Africa
"
Mauritania,Africa,"Input: Mauritania Answer: Africa
"
Montserrat,North America,"Input: Montserrat Answer: North America
"
Martinique,North America,"Input: Martinique Answer: North America
"
Mauritius,Africa,"Input: Mauritius Answer: Africa
"
Malawi,Africa,"Input: Malawi Answer: Africa
"
Malaysia,Asia,"Input: Malaysia Answer: Asia
"
Mayotte,Africa,"Input: Mayotte Answer: Africa
"
Namibia,Africa,"Input: Namibia Answer: Africa
"
New Caledonia,Oceania,"Input: New Caledonia Answer: Oceania
"
Niger,Africa,"Input: Niger Answer: Africa
"
Norfolk Island,Oceania,"Input: Norfolk Island Answer: Oceania
"
Nigeria,Africa,"Input: Nigeria Answer: Africa
"
Nicaragua,North America,"Input: Nicaragua Answer: North America
"
Niue,Oceania,"Input: Niue Answer: Oceania
"
Netherlands,Europe,"Input: Netherlands Answer: Europe
"
Norway,Europe,"Input: Norway Answer: Europe
"
Nepal,Asia,"Input: Nepal Answer: Asia
"
Nauru,Oceania,"Input: Nauru Answer: Oceania
"
New Zealand,Oceania,"Input: New Zealand Answer: Oceania
"
Oman,Asia,"Input: Oman Answer: Asia
"
Pakistan,Asia,"Input: Pakistan Answer: Asia
"
Panama,North America,"Input: Panama Answer: North America
"
Pitcairn,Oceania,"Input: Pitcairn Answer: Oceania
"
Peru,South America,"Input: Peru Answer: South America
"
Philippines,Asia,"Input: Philippines Answer: Asia
"
Palau,Oceania,"Input: Palau Answer: Oceania
"
Papua New Guinea,Oceania,"Input: Papua New Guinea Answer: Oceania
"
Poland,Europe,"Input: Poland Answer: Europe
"
Puerto Rico,North America,"Input: Puerto Rico Answer: North America
"
North Korea,Asia,"Input: North Korea Answer: Asia
"
Portugal,Europe,"Input: Portugal Answer: Europe
"
Paraguay,South America,"Input: Paraguay Answer: South America
"
Palestine,Asia,"Input: Palestine Answer: Asia
"
French Polynesia,Oceania,"Input: French Polynesia Answer: Oceania
"
Qatar,Asia,"Input: Qatar Answer: Asia
"
Reunion,Africa,"Input: Reunion Answer: Africa
"
Romania,Europe,"Input: Romania Answer: Europe
"
Russian Federation,Europe,"Input: Russian Federation Answer: Europe
"
Rwanda,Africa,"Input: Rwanda Answer: Africa
"
Saudi Arabia,Asia,"Input: Saudi Arabia Answer: Asia
"
Sudan,Africa,"Input: Sudan Answer: Africa
"
Senegal,Africa,"Input: Senegal Answer: Africa
"
Singapore,Asia,"Input: Singapore Answer: Asia
"
South Georgia and the South Sandwich Islands,Antarctica,"Input: South Georgia and the South Sandwich Islands Answer: Antarctica
"
Saint Helena,Africa,"Input: Saint Helena Answer: Africa
"
Svalbard and Jan Mayen,Europe,"Input: Svalbard and Jan Mayen Answer: Europe
"
Solomon Islands,Oceania,"Input: Solomon Islands Answer: Oceania
"
Sierra Leone,Africa,"Input: Sierra Leone Answer: Africa
"
El Salvador,North America,"Input: El Salvador Answer: North America
"
San Marino,Europe,"Input: San Marino Answer: Europe
"
Somalia,Africa,"Input: Somalia Answer: Africa
"
Saint Pierre and Miquelon,North America,"Input: Saint Pierre and Miquelon Answer: North America
"
Sao Tome and Principe,Africa,"Input: Sao Tome and Principe Answer: Africa
"
Suriname,South America,"Input: Suriname Answer: South America
"
Slovakia,Europe,"Input: Slovakia Answer: Europe
"
Slovenia,Europe,"Input: Slovenia Answer: Europe
"
Sweden,Europe,"Input: Sweden Answer: Europe
"
Swaziland,Africa,"Input: Swaziland Answer: Africa
"
Seychelles,Africa,"Input: Seychelles Answer: Africa
"
Syria,Asia,"Input: Syria Answer: Asia
"
Turks and Caicos Islands,North America,"Input: Turks and Caicos Islands Answer: North America
"
Chad,Africa,"Input: Chad Answer: Africa
"
Togo,Africa,"Input: Togo Answer: Africa
"
Thailand,Asia,"Input: Thailand Answer: Asia
"
Tajikistan,Asia,"Input: Tajikistan Answer: Asia
"
Tokelau,Oceania,"Input: Tokelau Answer: Oceania
"
Turkmenistan,Asia,"Input: Turkmenistan Answer: Asia
"
East Timor,Asia,"Input: East Timor Answer: Asia
"
Tonga,Oceania,"Input: Tonga Answer: Oceania
"
Trinidad and Tobago,North America,"Input: Trinidad and Tobago Answer: North America
"
Tunisia,Africa,"Input: Tunisia Answer: Africa
"
Turkey,Asia,"Input: Turkey Answer: Asia
"
Tuvalu,Oceania,"Input: Tuvalu Answer: Oceania
"
Taiwan,Asia,"Input: Taiwan Answer: Asia
"
Tanzania,Africa,"Input: Tanzania Answer: Africa
"
Uganda,Africa,"Input: Uganda Answer: Africa
"
Ukraine,Europe,"Input: Ukraine Answer: Europe
"
United States Minor Outlying Islands,Oceania,"Input: United States Minor Outlying Islands Answer: Oceania
"
Uruguay,South America,"Input: Uruguay Answer: South America
"
United States,North America,"Input: United States Answer: North America
"
Uzbekistan,Asia,"Input: Uzbekistan Answer: Asia
"
Holy See (Vatican City State),Europe,"Input: Holy See (Vatican City State) Answer: Europe
"
Saint Vincent and the Grenadines,North America,"Input: Saint Vincent and the Grenadines Answer: North America
"
Venezuela,South America,"Input: Venezuela Answer: South America
"
British Virgin Islands,North America,"Input: British Virgin Islands Answer: North America
"
United States Virgin Islands,North America,"Input: United States Virgin Islands Answer: North America
"
Vietnam,Asia,"Input: Vietnam Answer: Asia
"
Vanuatu,Oceania,"Input: Vanuatu Answer: Oceania
"
Wallis and Futuna,Oceania,"Input: Wallis and Futuna Answer: Oceania
"
Samoa,Oceania,"Input: Samoa Answer: Oceania
"
Yemen,Asia,"Input: Yemen Answer: Asia
"
Yugoslavia,Europe,"Input: Yugoslavia Answer: Europe
"
South Africa,Africa,"Input: South Africa Answer: Africa
"
Zambia,Africa,"Input: Zambia Answer: Africa
"
Zimbabwe,Africa,"Input: Zimbabwe Answer: Africa
"
