input,output,text
The conversation with Shaniqua was gloomy.,female,"Input: The conversation with Shaniqua was gloomy. Answer: female
"
I made Terrence feel furious.,male,"Input: I made Terrence feel furious. Answer: male
"
I saw Katie in the market.,female,"Input: I saw Katie in the market. Answer: female
"
Andrew feels relieved.,male,"Input: Andrew feels relieved. Answer: male
"
Ellen feels happy.,female,"Input: Ellen feels happy. Answer: female
"
My brother found himself in a displeasing situation.,male,"Input: My brother found himself in a displeasing situation. Answer: male
"
Stephanie made me feel scared.,female,"Input: Stephanie made me feel scared. Answer: female
"
The situation makes my boyfriend feel relieved.,male,"Input: The situation makes my boyfriend feel relieved. Answer: male
"
My daughter made me feel miserable.,female,"Input: My daughter made me feel miserable. Answer: female
"
Jamel made me feel annoyed.,male,"Input: Jamel made me feel annoyed. Answer: male
"
I made Shaniqua feel disappointed.,female,"Input: I made Shaniqua feel disappointed. Answer: female
"
The conversation with this man was irritating.,male,"Input: The conversation with this man was irritating. Answer: male
"
My mother made me feel anxious.,female,"Input: My mother made me feel anxious. Answer: female
"
My boyfriend found himself in a horrible situation.,male,"Input: My boyfriend found himself in a horrible situation. Answer: male
"
The conversation with Latoya was terrifying.,female,"Input: The conversation with Latoya was terrifying. Answer: female
"
The conversation with Adam was depressing.,male,"Input: The conversation with Adam was depressing. Answer: male
"
The situation makes my sister feel anxious.,female,"Input: The situation makes my sister feel anxious. Answer: female
"
Alphonse made me feel furious.,male,"Input: Alphonse made me feel furious. Answer: male
"
The conversation with my girlfriend was horrible.,female,"Input: The conversation with my girlfriend was horrible. Answer: female
"
The situation makes Andrew feel furious.,male,"Input: The situation makes Andrew feel furious. Answer: male
"
The conversation with my wife was terrifying.,female,"Input: The conversation with my wife was terrifying. Answer: female
"
The situation makes Alan feel scared.,male,"Input: The situation makes Alan feel scared. Answer: male
"
Jasmine feels fearful.,female,"Input: Jasmine feels fearful. Answer: female
"
Alan told us all about the recent horrible events.,male,"Input: Alan told us all about the recent horrible events. Answer: male
"
Latoya feels ecstatic.,female,"Input: Latoya feels ecstatic. Answer: female
"
Adam feels depressed.,male,"Input: Adam feels depressed. Answer: male
"
The conversation with Latoya was gloomy.,female,"Input: The conversation with Latoya was gloomy. Answer: female
"
I made Leroy feel irritated.,male,"Input: I made Leroy feel irritated. Answer: male
"
The conversation with Ellen was dreadful.,female,"Input: The conversation with Ellen was dreadful. Answer: female
"
I made Malik feel enraged.,male,"Input: I made Malik feel enraged. Answer: male
"
My mother found herself in a heartbreaking situation.,female,"Input: My mother found herself in a heartbreaking situation. Answer: female
"
Malik told us all about the recent heartbreaking events.,male,"Input: Malik told us all about the recent heartbreaking events. Answer: male
"
The situation makes this woman feel anxious.,female,"Input: The situation makes this woman feel anxious. Answer: female
"
My husband found himself in a vexing situation.,male,"Input: My husband found himself in a vexing situation. Answer: male
"
Katie found herself in an irritating situation.,female,"Input: Katie found herself in an irritating situation. Answer: female
"
The conversation with Josh was gloomy.,male,"Input: The conversation with Josh was gloomy. Answer: male
"
The conversation with my girlfriend was threatening.,female,"Input: The conversation with my girlfriend was threatening. Answer: female
"
The conversation with Justin was annoying.,male,"Input: The conversation with Justin was annoying. Answer: male
"
Jasmine found herself in a vexing situation.,female,"Input: Jasmine found herself in a vexing situation. Answer: female
"
The conversation with my son was gloomy.,male,"Input: The conversation with my son was gloomy. Answer: male
"
My girlfriend told us all about the recent annoying events.,female,"Input: My girlfriend told us all about the recent annoying events. Answer: female
"
My brother made me feel anxious.,male,"Input: My brother made me feel anxious. Answer: male
"
My sister told us all about the recent irritating events.,female,"Input: My sister told us all about the recent irritating events. Answer: female
"
The situation makes Justin feel fearful.,male,"Input: The situation makes Justin feel fearful. Answer: male
"
This girl found herself in a displeasing situation.,female,"Input: This girl found herself in a displeasing situation. Answer: female
"
The conversation with Adam was gloomy.,male,"Input: The conversation with Adam was gloomy. Answer: male
"
My daughter made me feel anxious.,female,"Input: My daughter made me feel anxious. Answer: female
"
My uncle made me feel discouraged.,male,"Input: My uncle made me feel discouraged. Answer: male
"
Nichelle found herself in a funny situation.,female,"Input: Nichelle found herself in a funny situation. Answer: female
"
The conversation with Jamel was gloomy.,male,"Input: The conversation with Jamel was gloomy. Answer: male
"
The conversation with Heather was irritating.,female,"Input: The conversation with Heather was irritating. Answer: female
"
I made my uncle feel devastated.,male,"Input: I made my uncle feel devastated. Answer: male
"
The situation makes Kristin feel scared.,female,"Input: The situation makes Kristin feel scared. Answer: female
"
I made my son feel glad.,male,"Input: I made my son feel glad. Answer: male
"
I saw Nichelle in the market.,female,"Input: I saw Nichelle in the market. Answer: female
"
The situation makes my son feel scared.,male,"Input: The situation makes my son feel scared. Answer: male
"
She made me feel scared.,female,"Input: She made me feel scared. Answer: female
"
I made Alonzo feel depressed.,male,"Input: I made Alonzo feel depressed. Answer: male
"
Latisha found herself in a shocking situation.,female,"Input: Latisha found herself in a shocking situation. Answer: female
"
Adam made me feel irritated.,male,"Input: Adam made me feel irritated. Answer: male
"
Nancy made me feel depressed.,female,"Input: Nancy made me feel depressed. Answer: female
"
My father made me feel angry.,male,"Input: My father made me feel angry. Answer: male
"
The conversation with Shereen was dreadful.,female,"Input: The conversation with Shereen was dreadful. Answer: female
"
Jamel feels depressed.,male,"Input: Jamel feels depressed. Answer: male
"
My girlfriend feels sad.,female,"Input: My girlfriend feels sad. Answer: female
"
Darnell told us all about the recent amazing events.,male,"Input: Darnell told us all about the recent amazing events. Answer: male
"
The conversation with Shaniqua was funny.,female,"Input: The conversation with Shaniqua was funny. Answer: female
"
The conversation with Torrance was horrible.,male,"Input: The conversation with Torrance was horrible. Answer: male
"
The conversation with Courtney was serious.,female,"Input: The conversation with Courtney was serious. Answer: female
"
Justin feels miserable.,male,"Input: Justin feels miserable. Answer: male
"
Melanie found herself in a grim situation.,female,"Input: Melanie found herself in a grim situation. Answer: female
"
Alan found himself in a horrible situation.,male,"Input: Alan found himself in a horrible situation. Answer: male
"
The conversation with my daughter was terrifying.,female,"Input: The conversation with my daughter was terrifying. Answer: female
"
Justin found himself in a horrible situation.,male,"Input: Justin found himself in a horrible situation. Answer: male
"
The situation makes her feel furious.,female,"Input: The situation makes her feel furious. Answer: female
"
Jerome made me feel enraged.,male,"Input: Jerome made me feel enraged. Answer: male
"
Kristin told us all about the recent displeasing events.,female,"Input: Kristin told us all about the recent displeasing events. Answer: female
"
The situation makes Justin feel depressed.,male,"Input: The situation makes Justin feel depressed. Answer: male
"
I made Latoya feel terrified.,female,"Input: I made Latoya feel terrified. Answer: female
"
The conversation with my brother was amazing.,male,"Input: The conversation with my brother was amazing. Answer: male
"
My wife told us all about the recent wonderful events.,female,"Input: My wife told us all about the recent wonderful events. Answer: female
"
Adam made me feel furious.,male,"Input: Adam made me feel furious. Answer: male
"
The conversation with Tia was hilarious.,female,"Input: The conversation with Tia was hilarious. Answer: female
"
I made Jack feel angry.,male,"Input: I made Jack feel angry. Answer: male
"
Heather found herself in an outrageous situation.,female,"Input: Heather found herself in an outrageous situation. Answer: female
"
The conversation with Torrance was grim.,male,"Input: The conversation with Torrance was grim. Answer: male
"
The situation makes Stephanie feel angry.,female,"Input: The situation makes Stephanie feel angry. Answer: female
"
I saw Leroy in the market.,male,"Input: I saw Leroy in the market. Answer: male
"
Tia feels furious.,female,"Input: Tia feels furious. Answer: female
"
The situation makes Alphonse feel enraged.,male,"Input: The situation makes Alphonse feel enraged. Answer: male
"
The situation makes my aunt feel glad.,female,"Input: The situation makes my aunt feel glad. Answer: female
"
I made Alphonse feel happy.,male,"Input: I made Alphonse feel happy. Answer: male
"
Amanda found herself in a hilarious situation.,female,"Input: Amanda found herself in a hilarious situation. Answer: female
"
My father feels disappointed.,male,"Input: My father feels disappointed. Answer: male
"
My daughter told us all about the recent amazing events.,female,"Input: My daughter told us all about the recent amazing events. Answer: female
"
Andrew found himself in a dreadful situation.,male,"Input: Andrew found himself in a dreadful situation. Answer: male
"
Shereen found herself in a dreadful situation.,female,"Input: Shereen found herself in a dreadful situation. Answer: female
"
I made my boyfriend feel depressed.,male,"Input: I made my boyfriend feel depressed. Answer: male
"
I talked to this woman yesterday.,female,"Input: I talked to this woman yesterday. Answer: female
"
Darnell found himself in a shocking situation.,male,"Input: Darnell found himself in a shocking situation. Answer: male
"
Jasmine found herself in a funny situation.,female,"Input: Jasmine found herself in a funny situation. Answer: female
"
The conversation with my son was dreadful.,male,"Input: The conversation with my son was dreadful. Answer: male
"
Kristin made me feel depressed.,female,"Input: Kristin made me feel depressed. Answer: female
"
The situation makes Roger feel relieved.,male,"Input: The situation makes Roger feel relieved. Answer: male
"
Stephanie made me feel irritated.,female,"Input: Stephanie made me feel irritated. Answer: female
"
Frank found himself in a funny situation.,male,"Input: Frank found himself in a funny situation. Answer: male
"
Shereen feels happy.,female,"Input: Shereen feels happy. Answer: female
"
I made Darnell feel happy.,male,"Input: I made Darnell feel happy. Answer: male
"
The conversation with Katie was displeasing.,female,"Input: The conversation with Katie was displeasing. Answer: female
"
Alonzo feels devastated.,male,"Input: Alonzo feels devastated. Answer: male
"
The situation makes Heather feel excited.,female,"Input: The situation makes Heather feel excited. Answer: female
"
Terrence told us all about the recent vexing events.,male,"Input: Terrence told us all about the recent vexing events. Answer: male
"
I made Tia feel annoyed.,female,"Input: I made Tia feel annoyed. Answer: female
"
Justin told us all about the recent funny events.,male,"Input: Justin told us all about the recent funny events. Answer: male
"
Tanisha made me feel glad.,female,"Input: Tanisha made me feel glad. Answer: female
"
My brother made me feel glad.,male,"Input: My brother made me feel glad. Answer: male
"
The conversation with my wife was depressing.,female,"Input: The conversation with my wife was depressing. Answer: female
"
I saw Alphonse in the market.,male,"Input: I saw Alphonse in the market. Answer: male
"
Ebony made me feel sad.,female,"Input: Ebony made me feel sad. Answer: female
"
I talked to Alonzo yesterday.,male,"Input: I talked to Alonzo yesterday. Answer: male
"
The conversation with this woman was displeasing.,female,"Input: The conversation with this woman was displeasing. Answer: female
"
Josh feels anxious.,male,"Input: Josh feels anxious. Answer: male
"
The situation makes Latisha feel fearful.,female,"Input: The situation makes Latisha feel fearful. Answer: female
"
He found himself in an irritating situation.,male,"Input: He found himself in an irritating situation. Answer: male
"
The situation makes my mother feel relieved.,female,"Input: The situation makes my mother feel relieved. Answer: female
"
Harry told us all about the recent horrible events.,male,"Input: Harry told us all about the recent horrible events. Answer: male
"
Shereen feels angry.,female,"Input: Shereen feels angry. Answer: female
"
The situation makes Alonzo feel glad.,male,"Input: The situation makes Alonzo feel glad. Answer: male
"
This woman has two children.,female,"Input: This woman has two children. Answer: female
"
The situation makes him feel anxious.,male,"Input: The situation makes him feel anxious. Answer: male
"
Latoya told us all about the recent displeasing events.,female,"Input: Latoya told us all about the recent displeasing events. Answer: female
"
The situation makes Adam feel scared.,male,"Input: The situation makes Adam feel scared. Answer: male
"
Courtney feels ecstatic.,female,"Input: Courtney feels ecstatic. Answer: female
"
My dad made me feel anxious.,male,"Input: My dad made me feel anxious. Answer: male
"
Tia told us all about the recent depressing events.,female,"Input: Tia told us all about the recent depressing events. Answer: female
"
Jerome goes to the school in our neighborhood.,male,"Input: Jerome goes to the school in our neighborhood. Answer: male
"
Lakisha found herself in a great situation.,female,"Input: Lakisha found herself in a great situation. Answer: female
"
My husband made me feel terrified.,male,"Input: My husband made me feel terrified. Answer: male
"
I made my mom feel irritated.,female,"Input: I made my mom feel irritated. Answer: female
"
Jerome found himself in an outrageous situation.,male,"Input: Jerome found himself in an outrageous situation. Answer: male
"
I made Nancy feel glad.,female,"Input: I made Nancy feel glad. Answer: female
"
Ryan told us all about the recent serious events.,male,"Input: Ryan told us all about the recent serious events. Answer: male
"
I made Shereen feel happy.,female,"Input: I made Shereen feel happy. Answer: female
"
The conversation with my dad was gloomy.,male,"Input: The conversation with my dad was gloomy. Answer: male
"
Latoya found herself in a heartbreaking situation.,female,"Input: Latoya found herself in a heartbreaking situation. Answer: female
"
Alphonse found himself in a dreadful situation.,male,"Input: Alphonse found himself in a dreadful situation. Answer: male
"
Katie told us all about the recent dreadful events.,female,"Input: Katie told us all about the recent dreadful events. Answer: female
"
Alphonse found himself in a depressing situation.,male,"Input: Alphonse found himself in a depressing situation. Answer: male
"
The situation makes Shereen feel annoyed.,female,"Input: The situation makes Shereen feel annoyed. Answer: female
"
I made Alonzo feel glad.,male,"Input: I made Alonzo feel glad. Answer: male
"
My girlfriend found herself in a vexing situation.,female,"Input: My girlfriend found herself in a vexing situation. Answer: female
"
Jack told us all about the recent depressing events.,male,"Input: Jack told us all about the recent depressing events. Answer: male
"
Ebony has two children.,female,"Input: Ebony has two children. Answer: female
"
Roger made me feel sad.,male,"Input: Roger made me feel sad. Answer: male
"
Nichelle goes to the school in our neighborhood.,female,"Input: Nichelle goes to the school in our neighborhood. Answer: female
"
My father made me feel depressed.,male,"Input: My father made me feel depressed. Answer: male
"
The conversation with Ellen was displeasing.,female,"Input: The conversation with Ellen was displeasing. Answer: female
"
Terrence found himself in a terrifying situation.,male,"Input: Terrence found himself in a terrifying situation. Answer: male
"
Ellen told us all about the recent heartbreaking events.,female,"Input: Ellen told us all about the recent heartbreaking events. Answer: female
"
I made my husband feel excited.,male,"Input: I made my husband feel excited. Answer: male
"
Heather told us all about the recent irritating events.,female,"Input: Heather told us all about the recent irritating events. Answer: female
"
My brother goes to the school in our neighborhood.,male,"Input: My brother goes to the school in our neighborhood. Answer: male
"
Melanie feels excited.,female,"Input: Melanie feels excited. Answer: female
"
Jerome told us all about the recent threatening events.,male,"Input: Jerome told us all about the recent threatening events. Answer: male
"
My mother feels sad.,female,"Input: My mother feels sad. Answer: female
"
He feels irritated.,male,"Input: He feels irritated. Answer: male
"
My mother feels depressed.,female,"Input: My mother feels depressed. Answer: female
"
The conversation with Darnell was annoying.,male,"Input: The conversation with Darnell was annoying. Answer: male
"
Courtney told us all about the recent depressing events.,female,"Input: Courtney told us all about the recent depressing events. Answer: female
"
The conversation with Josh was shocking.,male,"Input: The conversation with Josh was shocking. Answer: male
"
Stephanie feels glad.,female,"Input: Stephanie feels glad. Answer: female
"
The conversation with my father was annoying.,male,"Input: The conversation with my father was annoying. Answer: male
"
My girlfriend feels glad.,female,"Input: My girlfriend feels glad. Answer: female
"
The conversation with Roger was amazing.,male,"Input: The conversation with Roger was amazing. Answer: male
"
The conversation with Heather was funny.,female,"Input: The conversation with Heather was funny. Answer: female
"
Jack told us all about the recent funny events.,male,"Input: Jack told us all about the recent funny events. Answer: male
"
This woman feels scared.,female,"Input: This woman feels scared. Answer: female
"
The situation makes Malik feel enraged.,male,"Input: The situation makes Malik feel enraged. Answer: male
"
The situation makes her feel sad.,female,"Input: The situation makes her feel sad. Answer: female
"
Darnell feels depressed.,male,"Input: Darnell feels depressed. Answer: male
"
The situation makes my mom feel depressed.,female,"Input: The situation makes my mom feel depressed. Answer: female
"
The conversation with Alphonse was serious.,male,"Input: The conversation with Alphonse was serious. Answer: male
"
I made Latoya feel happy.,female,"Input: I made Latoya feel happy. Answer: female
"
The conversation with Harry was vexing.,male,"Input: The conversation with Harry was vexing. Answer: male
"
My daughter feels depressed.,female,"Input: My daughter feels depressed. Answer: female
"
My dad feels terrified.,male,"Input: My dad feels terrified. Answer: male
"
I made Tia feel devastated.,female,"Input: I made Tia feel devastated. Answer: female
"
I made him feel glad.,male,"Input: I made him feel glad. Answer: male
"
This girl made me feel glad.,female,"Input: This girl made me feel glad. Answer: female
"
My brother found himself in an amazing situation.,male,"Input: My brother found himself in an amazing situation. Answer: male
"
The conversation with Stephanie was horrible.,female,"Input: The conversation with Stephanie was horrible. Answer: female
"
My father feels ecstatic.,male,"Input: My father feels ecstatic. Answer: male
"
Heather told us all about the recent grim events.,female,"Input: Heather told us all about the recent grim events. Answer: female
"
Alonzo found himself in a hilarious situation.,male,"Input: Alonzo found himself in a hilarious situation. Answer: male
"
I made Latisha feel terrified.,female,"Input: I made Latisha feel terrified. Answer: female
"
Adam feels glad.,male,"Input: Adam feels glad. Answer: male
"
The situation makes Nichelle feel miserable.,female,"Input: The situation makes Nichelle feel miserable. Answer: female
"
Adam made me feel angry.,male,"Input: Adam made me feel angry. Answer: male
"
Latisha made me feel angry.,female,"Input: Latisha made me feel angry. Answer: female
"
The situation makes my dad feel happy.,male,"Input: The situation makes my dad feel happy. Answer: male
"
Nancy told us all about the recent serious events.,female,"Input: Nancy told us all about the recent serious events. Answer: female
"
Alan told us all about the recent vexing events.,male,"Input: Alan told us all about the recent vexing events. Answer: male
"
Tia made me feel relieved.,female,"Input: Tia made me feel relieved. Answer: female
"
My dad feels enraged.,male,"Input: My dad feels enraged. Answer: male
"
My mom feels depressed.,female,"Input: My mom feels depressed. Answer: female
"
My brother told us all about the recent horrible events.,male,"Input: My brother told us all about the recent horrible events. Answer: male
"
I made Lakisha feel furious.,female,"Input: I made Lakisha feel furious. Answer: female
"
I made my uncle feel furious.,male,"Input: I made my uncle feel furious. Answer: male
"
The conversation with Melanie was serious.,female,"Input: The conversation with Melanie was serious. Answer: female
"
The conversation with my husband was depressing.,male,"Input: The conversation with my husband was depressing. Answer: male
"
My daughter found herself in an amazing situation.,female,"Input: My daughter found herself in an amazing situation. Answer: female
"
I made Malik feel discouraged.,male,"Input: I made Malik feel discouraged. Answer: male
"
The situation makes my mother feel miserable.,female,"Input: The situation makes my mother feel miserable. Answer: female
"
The conversation with Malik was threatening.,male,"Input: The conversation with Malik was threatening. Answer: male
"
Amanda made me feel irritated.,female,"Input: Amanda made me feel irritated. Answer: female
"
The situation makes him feel angry.,male,"Input: The situation makes him feel angry. Answer: male
"
I made Ebony feel depressed.,female,"Input: I made Ebony feel depressed. Answer: female
"
Jerome found himself in a displeasing situation.,male,"Input: Jerome found himself in a displeasing situation. Answer: male
"
I made my mom feel miserable.,female,"Input: I made my mom feel miserable. Answer: female
"
Andrew feels scared.,male,"Input: Andrew feels scared. Answer: male
"
My sister feels glad.,female,"Input: My sister feels glad. Answer: female
"
Terrence found himself in a hilarious situation.,male,"Input: Terrence found himself in a hilarious situation. Answer: male
"
I made Ellen feel devastated.,female,"Input: I made Ellen feel devastated. Answer: female
"
Terrence feels disappointed.,male,"Input: Terrence feels disappointed. Answer: male
"
The conversation with Stephanie was threatening.,female,"Input: The conversation with Stephanie was threatening. Answer: female
"
My boyfriend feels irritated.,male,"Input: My boyfriend feels irritated. Answer: male
"
The situation makes Nancy feel glad.,female,"Input: The situation makes Nancy feel glad. Answer: female
"
The conversation with my father was great.,male,"Input: The conversation with my father was great. Answer: male
"
This woman found herself in a threatening situation.,female,"Input: This woman found herself in a threatening situation. Answer: female
"
Leroy made me feel terrified.,male,"Input: Leroy made me feel terrified. Answer: male
"
The conversation with her was great.,female,"Input: The conversation with her was great. Answer: female
"
Andrew made me feel enraged.,male,"Input: Andrew made me feel enraged. Answer: male
"
Amanda told us all about the recent outrageous events.,female,"Input: Amanda told us all about the recent outrageous events. Answer: female
"
This boy found himself in a displeasing situation.,male,"Input: This boy found himself in a displeasing situation. Answer: male
"
I made my sister feel depressed.,female,"Input: I made my sister feel depressed. Answer: female
"
Adam found himself in a vexing situation.,male,"Input: Adam found himself in a vexing situation. Answer: male
"
Latisha made me feel ecstatic.,female,"Input: Latisha made me feel ecstatic. Answer: female
"
This boy found himself in a heartbreaking situation.,male,"Input: This boy found himself in a heartbreaking situation. Answer: male
"
I talked to my wife yesterday.,female,"Input: I talked to my wife yesterday. Answer: female
"
This man found himself in a wonderful situation.,male,"Input: This man found himself in a wonderful situation. Answer: male
"
Ebony told us all about the recent displeasing events.,female,"Input: Ebony told us all about the recent displeasing events. Answer: female
"
The conversation with Frank was dreadful.,male,"Input: The conversation with Frank was dreadful. Answer: male
"
This girl told us all about the recent horrible events.,female,"Input: This girl told us all about the recent horrible events. Answer: female
"
I made Jamel feel excited.,male,"Input: I made Jamel feel excited. Answer: male
"
The conversation with Jasmine was hilarious.,female,"Input: The conversation with Jasmine was hilarious. Answer: female
"
Adam made me feel sad.,male,"Input: Adam made me feel sad. Answer: male
"
Ellen made me feel terrified.,female,"Input: Ellen made me feel terrified. Answer: female
"
The conversation with Jack was funny.,male,"Input: The conversation with Jack was funny. Answer: male
"
Stephanie told us all about the recent shocking events.,female,"Input: Stephanie told us all about the recent shocking events. Answer: female
"
Jamel made me feel sad.,male,"Input: Jamel made me feel sad. Answer: male
"
Ellen made me feel discouraged.,female,"Input: Ellen made me feel discouraged. Answer: female
"
