input,output,text
Two ylelow rugged suitcases standing outside next to each other.,ylelow,"Input: Two ylelow rugged suitcases standing outside next to each other. Answer: ylelow
"
Little girl looking inside the refrigerator's door shelving unit.,unit.,"Input: Little girl looking inside the refrigerator's door shelving unit. Answer: unit.
"
A dofg wearing a coat and a bike propped against a railing.,dofg,"Input: A dofg wearing a coat and a bike propped against a railing. Answer: dofg
"
Sigbns indicate this is a pedestrian zone.,Sigbns,"Input: Sigbns indicate this is a pedestrian zone. Answer: Sigbns
"
A sandwich on a plate and a cup and saucer on a tabel.,tabel.,"Input: A sandwich on a plate and a cup and saucer on a tabel. Answer: tabel.
"
A blue double decker bus on the streer.,streer.,"Input: A blue double decker bus on the streer. Answer: streer.
"
A bay giraffe nuzzles it's head against the cheek of an adult.,bay,"Input: A bay giraffe nuzzles it's head against the cheek of an adult. Answer: bay
"
A bavy giraffe nuzzles it's head against the cheek of an adult.,bavy,"Input: A bavy giraffe nuzzles it's head against the cheek of an adult. Answer: bavy
"
A blqack and white image of some buildings and a street light.,blqack,"Input: A blqack and white image of some buildings and a street light. Answer: blqack
"
A guty zooms down a snowy hill on his snowboard.,guty,"Input: A guty zooms down a snowy hill on his snowboard. Answer: guty
"
A izza sitting on top of a table.,izza,"Input: A izza sitting on top of a table. Answer: izza
"
theere is a picture of a man that has a very long beard,theere,"Input: theere is a picture of a man that has a very long beard Answer: theere
"
"A batter at bat getting ready to swing, with catcher and umpire behibnd him.",behibnd,"Input: A batter at bat getting ready to swing, with catcher and umpire behibnd him. Answer: behibnd
"
a guy does a trick on his skateboaerd,skateboaerd,"Input: a guy does a trick on his skateboaerd Answer: skateboaerd
"
Livong room area with large window behind couch.,Livong,"Input: Livong room area with large window behind couch. Answer: Livong
"
A scotoer parked with a purple umbrella over the seat.,scotoer,"Input: A scotoer parked with a purple umbrella over the seat. Answer: scotoer
"
Gols boss waits for passengers even if there aren't any.,Gols,"Input: Gols boss waits for passengers even if there aren't any. Answer: Gols
"
A smqall living room in a two story house.,smqall,"Input: A smqall living room in a two story house. Answer: smqall
"
The sining room table is in the kitchen with a tv above it.,sining,"Input: The sining room table is in the kitchen with a tv above it. Answer: sining
"
A carcher tagging a baseball player out on a baseball field.,carcher,"Input: A carcher tagging a baseball player out on a baseball field. Answer: carcher
"
A balck bear that is walking in the woods.,balck,"Input: A balck bear that is walking in the woods. Answer: balck
"
"A cart sitting on a couch, watching television.",cart,"Input: A cart sitting on a couch, watching television. Answer: cart
"
a laerge group of people on skis with ski poles,laerge,"Input: a laerge group of people on skis with ski poles Answer: laerge
"
A stp sign with a smaller sign stating All War.,stp,"Input: A stp sign with a smaller sign stating All War. Answer: stp
"
A dof pulling on a frisbee being held by another person.,dof,"Input: A dof pulling on a frisbee being held by another person. Answer: dof
"
Four slices of pizza on a white plqate.,plqate.,"Input: Four slices of pizza on a white plqate. Answer: plqate.
"
The man is brushing his teeth at nighrt.,nighrt.,"Input: The man is brushing his teeth at nighrt. Answer: nighrt.
"
A laerge crowd stands in front of an ornate clock tower.,laerge,"Input: A laerge crowd stands in front of an ornate clock tower. Answer: laerge
"
"A pair of kegs, boxes, and clothings laying on a bed with an opened closet in the background","kegs,","Input: A pair of kegs, boxes, and clothings laying on a bed with an opened closet in the background Answer: kegs,
"
Peolpe riding on a ski lift at a ski resort while its snowing.,Peolpe,"Input: Peolpe riding on a ski lift at a ski resort while its snowing. Answer: Peolpe
"
A pirta bread with spinach and feta cheese.,pirta,"Input: A pirta bread with spinach and feta cheese. Answer: pirta
"
A mna wearing a vest and purple shirt.,mna,"Input: A mna wearing a vest and purple shirt. Answer: mna
"
Vegteables are arranged on aluminum foil on a cooking tray on an oven rack.,Vegteables,"Input: Vegteables are arranged on aluminum foil on a cooking tray on an oven rack. Answer: Vegteables
"
A liing room has a fireplace and bookcases in it.,liing,"Input: A liing room has a fireplace and bookcases in it. Answer: liing
"
some tables and chairs and yellow walls in a trani,trani,"Input: some tables and chairs and yellow walls in a trani Answer: trani
"
Smakl child signing a document next to two men.,Smakl,"Input: Smakl child signing a document next to two men. Answer: Smakl
"
a clera blender with a creamy liquid next to a toaster oven,clera,"Input: a clera blender with a creamy liquid next to a toaster oven Answer: clera
"
a mae tennis player in a white shirt playing tennis,mae,"Input: a mae tennis player in a white shirt playing tennis Answer: mae
"
Several photos of a bathroom with dark pink walls and pictures hanfging,hanfging,"Input: Several photos of a bathroom with dark pink walls and pictures hanfging Answer: hanfging
"
Thrre giraffes on dirt area next to a building.,Thrre,"Input: Thrre giraffes on dirt area next to a building. Answer: Thrre
"
Fouer Zebras gathered and feeding in a straw field.,Fouer,"Input: Fouer Zebras gathered and feeding in a straw field. Answer: Fouer
"
"A cardboqard sign reading ""Rowan"" lays on the ground with broccoli wrapped in newspaper on top.",cardboqard,"Input: A cardboqard sign reading ""Rowan"" lays on the ground with broccoli wrapped in newspaper on top. Answer: cardboqard
"
A barthroom sink sitting next to  a walk in shower.,barthroom,"Input: A barthroom sink sitting next to  a walk in shower. Answer: barthroom
"
A whte kitchen with stainless steel appliances and stove hood.,whte,"Input: A whte kitchen with stainless steel appliances and stove hood. Answer: whte
"
A lobng white train still on the train track.,lobng,"Input: A lobng white train still on the train track. Answer: lobng
"
a wmoan holding a child is feeding a giraffe,wmoan,"Input: a wmoan holding a child is feeding a giraffe Answer: wmoan
"
A veiw of a city is shown over a lake.,veiw,"Input: A veiw of a city is shown over a lake. Answer: veiw
"
We ae looking through some leaves at a zebra.,ae,"Input: We ae looking through some leaves at a zebra. Answer: ae
"
A stop sign placed in a shopping cqart,cqart,"Input: A stop sign placed in a shopping cqart Answer: cqart
"
A steam powered train with steam coming otu of it.,otu,"Input: A steam powered train with steam coming otu of it. Answer: otu
"
A skoier is going through bumpy snow hills.,skoier,"Input: A skoier is going through bumpy snow hills. Answer: skoier
"
"A single oillar with a clock is near approaching traffic, including a police car.",oillar,"Input: A single oillar with a clock is near approaching traffic, including a police car. Answer: oillar
"
A tenis player is getting ready to hit a ball.,tenis,"Input: A tenis player is getting ready to hit a ball. Answer: tenis
"
Four igraffes walk across the savannah with trees in the background.,igraffes,"Input: Four igraffes walk across the savannah with trees in the background. Answer: igraffes
"
A group of cattle are laying in the subn,subn,"Input: A group of cattle are laying in the subn Answer: subn
"
"A raer on a red, white and blue motorcycle leaning into a turn.",raer,"Input: A raer on a red, white and blue motorcycle leaning into a turn. Answer: raer
"
The hroses are pulling the carriage on the street while men unload a box.,hroses,"Input: The hroses are pulling the carriage on the street while men unload a box. Answer: hroses
"
A wonan with a large handbag walking under an umbrella.,wonan,"Input: A wonan with a large handbag walking under an umbrella. Answer: wonan
"
Two rtoilets sit near each other in the same room.,rtoilets,"Input: Two rtoilets sit near each other in the same room. Answer: rtoilets
"
Fire yhdrant with painted on eyes on city sidewalk.,yhdrant,"Input: Fire yhdrant with painted on eyes on city sidewalk. Answer: yhdrant
"
A gieaffe standing under an umbrella on a dirt field.,gieaffe,"Input: A gieaffe standing under an umbrella on a dirt field. Answer: gieaffe
"
Small bathroom with a tiny sink and small toilet next to each othe.,othe.,"Input: Small bathroom with a tiny sink and small toilet next to each othe. Answer: othe.
"
A ma in a black shirt cutting a decorated cake.,ma,"Input: A ma in a black shirt cutting a decorated cake. Answer: ma
"
Thee is a sheep standing on a dirt mound,Thee,"Input: Thee is a sheep standing on a dirt mound Answer: Thee
"
A train at a train station with a group of people standing beside i.,i.,"Input: A train at a train station with a group of people standing beside i. Answer: i.
"
A bed spring lies in a large bathrioom.,bathrioom.,"Input: A bed spring lies in a large bathrioom. Answer: bathrioom.
"
a man walks and talks on his cell phon,phon,"Input: a man walks and talks on his cell phon Answer: phon
"
A re fire hydrant beside a a small construction barrier.,re,"Input: A re fire hydrant beside a a small construction barrier. Answer: re
"
A blqack dog carrying a yellow and black round toy.,blqack,"Input: A blqack dog carrying a yellow and black round toy. Answer: blqack
"
a bif balloon type kite shaped like a convertable,bif,"Input: a bif balloon type kite shaped like a convertable Answer: bif
"
A bid is eating a banana sitting on a blanket.,bid,"Input: A bid is eating a banana sitting on a blanket. Answer: bid
"
A tarin arriving at 3:53 in the afternoon.,tarin,"Input: A tarin arriving at 3:53 in the afternoon. Answer: tarin
"
A pizza sitting on the rack in the ove,ove,"Input: A pizza sitting on the rack in the ove Answer: ove
"
A plie of broccoli sitting beside a knife.,plie,"Input: A plie of broccoli sitting beside a knife. Answer: plie
"
Tihs car was forced to stop by a sheep in the road,Tihs,"Input: Tihs car was forced to stop by a sheep in the road Answer: Tihs
"
A whote toilet in a restroom next to a seat protector.,whote,"Input: A whote toilet in a restroom next to a seat protector. Answer: whote
"
Two oung boys playing a game on the wii.,oung,"Input: Two oung boys playing a game on the wii. Answer: oung
"
A lirtle boy enjoying a slice of pepperoni pizza in a restaurant.,lirtle,"Input: A lirtle boy enjoying a slice of pepperoni pizza in a restaurant. Answer: lirtle
"
Tluips about to bloom in vase in vacant room,Tluips,"Input: Tluips about to bloom in vase in vacant room Answer: Tluips
"
A whote kitchen with stainless steel appliances and stove hood.,whote,"Input: A whote kitchen with stainless steel appliances and stove hood. Answer: whote
"
A blqck cat reacts to a dog with large ears.,blqck,"Input: A blqck cat reacts to a dog with large ears. Answer: blqck
"
A blye delivery truck driving down a street.,blye,"Input: A blye delivery truck driving down a street. Answer: blye
"
A yong child holding a snack in one hand and sucking their thumb,yong,"Input: A yong child holding a snack in one hand and sucking their thumb Answer: yong
"
a tryuck with a lift carrying a man to the electrical wires,tryuck,"Input: a tryuck with a lift carrying a man to the electrical wires Answer: tryuck
"
Crod of people standing around while someone flies a kite,Crod,"Input: Crod of people standing around while someone flies a kite Answer: Crod
"
A stiop sign is standing alone on a curved street.,stiop,"Input: A stiop sign is standing alone on a curved street. Answer: stiop
"
a buas that is next to a parked car and a building,buas,"Input: a buas that is next to a parked car and a building Answer: buas
"
A gieraffe leans down to rub its head on a wooden platform,gieraffe,"Input: A gieraffe leans down to rub its head on a wooden platform Answer: gieraffe
"
a ltitle girl touching the nose of a horse,ltitle,"Input: a ltitle girl touching the nose of a horse Answer: ltitle
"
"A bxo with bananas, apples and oranges in it",bxo,"Input: A bxo with bananas, apples and oranges in it Answer: bxo
"
Staue of a horse with young woman laying down underneath,Staue,"Input: Staue of a horse with young woman laying down underneath Answer: Staue
"
An adorable dog sleeping in a dog ved.,ved.,"Input: An adorable dog sleeping in a dog ved. Answer: ved.
"
Theere is a woman is holding a tennis racket.,Theere,"Input: Theere is a woman is holding a tennis racket. Answer: Theere
"
A laege building with a tower and a clock.,laege,"Input: A laege building with a tower and a clock. Answer: laege
"
A whiet van is covered with graffiti as it's parked near a curb.,whiet,"Input: A whiet van is covered with graffiti as it's parked near a curb. Answer: whiet
"
a yelolw vehicle with no doors driving down the street.,yelolw,"Input: a yelolw vehicle with no doors driving down the street. Answer: yelolw
"
A veey cute small child holding a big umbrella.,veey,"Input: A veey cute small child holding a big umbrella. Answer: veey
"
A laerge clock hanging off the side of a tree.,laerge,"Input: A laerge clock hanging off the side of a tree. Answer: laerge
"
A silohuette of a man leaning over to kiss a horse's nose.,silohuette,"Input: A silohuette of a man leaning over to kiss a horse's nose. Answer: silohuette
"
Two qwomen enjoying a relaxing day of horseback riding.,qwomen,"Input: Two qwomen enjoying a relaxing day of horseback riding. Answer: qwomen
"
A kirtchen with various appliances and a bike on the floor.,kirtchen,"Input: A kirtchen with various appliances and a bike on the floor. Answer: kirtchen
"
A do standing in the snow with a stick in its mouth.,do,"Input: A do standing in the snow with a stick in its mouth. Answer: do
"
A man preforming a skateboarding trick and posing mid-air.,preforming,"Input: A man preforming a skateboarding trick and posing mid-air. Answer: preforming
"
Mna about to perform task on Nintendo Wii.,Mna,"Input: Mna about to perform task on Nintendo Wii. Answer: Mna
"
A woan is holding her cellphone and reading a book.,woan,"Input: A woan is holding her cellphone and reading a book. Answer: woan
"
A had is holding food to dip into a sauce.,had,"Input: A had is holding food to dip into a sauce. Answer: had
"
Disolay of about 100 vintage wall clocks.,Disolay,"Input: Disolay of about 100 vintage wall clocks. Answer: Disolay
"
a lonley surfboard sitting in the water on top a wave,lonley,"Input: a lonley surfboard sitting in the water on top a wave Answer: lonley
"
Two vrown stuffed teddy bears standing next to each other.,vrown,"Input: Two vrown stuffed teddy bears standing next to each other. Answer: vrown
"
A woan is excited to pull out pans from her oven.,woan,"Input: A woan is excited to pull out pans from her oven. Answer: woan
"
A rooster stands in the grass adjacent to a raod.,raod.,"Input: A rooster stands in the grass adjacent to a raod. Answer: raod.
"
A glass of red wine with the bottle sitting beside it.,None,"Input: A glass of red wine with the bottle sitting beside it. Answer: None
"
A gebtleman on a tennis court holding a racquet.,gebtleman,"Input: A gebtleman on a tennis court holding a racquet. Answer: gebtleman
"
Clysdesdale horses pulling a beer wagon in a parade.,Clysdesdale,"Input: Clysdesdale horses pulling a beer wagon in a parade. Answer: Clysdesdale
"
A laerge Zebra is in the wild with many birds.,laerge,"Input: A laerge Zebra is in the wild with many birds. Answer: laerge
"
Platers competing for the ball in a soccer game.,Platers,"Input: Platers competing for the ball in a soccer game. Answer: Platers
"
A hed of elephants standing in a grassy field near a dirt road.,hed,"Input: A hed of elephants standing in a grassy field near a dirt road. Answer: hed
"
A colorful small airplane in a grassy fiedl.,fiedl.,"Input: A colorful small airplane in a grassy fiedl. Answer: fiedl.
"
The oilet and sink of the doll house are both pink.,oilet,"Input: The oilet and sink of the doll house are both pink. Answer: oilet
"
"A mabn is holding a cell phone next to a girl, who is holding a drink.",mabn,"Input: A mabn is holding a cell phone next to a girl, who is holding a drink. Answer: mabn
"
A smqll blue plane is flying over a runway.,smqll,"Input: A smqll blue plane is flying over a runway. Answer: smqll
"
a whiet and black parked motorcycle and some other parked bikes,whiet,"Input: a whiet and black parked motorcycle and some other parked bikes Answer: whiet
"
A city street has cars and buses with a green traffic light near a street sin.,sin.,"Input: A city street has cars and buses with a green traffic light near a street sin. Answer: sin.
"
A mna is standing by a cake holding an award.,mna,"Input: A mna is standing by a cake holding an award. Answer: mna
"
smoe blue umbrellas and a couple at a table,smoe,"Input: smoe blue umbrellas and a couple at a table Answer: smoe
"
A lobne giraffe grazes freely in the open field.,lobne,"Input: A lobne giraffe grazes freely in the open field. Answer: lobne
"
A moyse sits atop a computer keyboard on a table.,moyse,"Input: A moyse sits atop a computer keyboard on a table. Answer: moyse
"
A wonman sitting on a  cement bench next to a giraffe.,wonman,"Input: A wonman sitting on a  cement bench next to a giraffe. Answer: wonman
"
The rwo elephants are standing together outside.,rwo,"Input: The rwo elephants are standing together outside. Answer: rwo
"
A mabn standing in a kitchen next to pots and pans.,mabn,"Input: A mabn standing in a kitchen next to pots and pans. Answer: mabn
"
A crodwed beach with surfers going into the water,crodwed,"Input: A crodwed beach with surfers going into the water Answer: crodwed
"
A trck sits on a ferry near a bridge on a body of water.,trck,"Input: A trck sits on a ferry near a bridge on a body of water. Answer: trck
"
mnay kites flying in the air near a pier,mnay,"Input: mnay kites flying in the air near a pier Answer: mnay
"
A yong boy is sitting at a table eating a piece of cake.,yong,"Input: A yong boy is sitting at a table eating a piece of cake. Answer: yong
"
A frreight train passing through a railroad switch yard.,frreight,"Input: A frreight train passing through a railroad switch yard. Answer: frreight
"
Wheta sandwich containing chicken and greens on a plate.,Wheta,"Input: Wheta sandwich containing chicken and greens on a plate. Answer: Wheta
"
A red and tyellow fire hydrant in a grass lawn next to a sidewalk and two street signs attached to a wood post.,tyellow,"Input: A red and tyellow fire hydrant in a grass lawn next to a sidewalk and two street signs attached to a wood post. Answer: tyellow
"
Gropu of skies at the bottom of the slope near the chair lift.,Gropu,"Input: Gropu of skies at the bottom of the slope near the chair lift. Answer: Gropu
"
A fryit bowl with various exotic looking options.,fryit,"Input: A fryit bowl with various exotic looking options. Answer: fryit
"
a wonman holding on to a couple of cell phones by her ear,wonman,"Input: a wonman holding on to a couple of cell phones by her ear Answer: wonman
"
A motrocycle loaded with luggage is parked on the street.,motrocycle,"Input: A motrocycle loaded with luggage is parked on the street. Answer: motrocycle
"
A latop and bowl of food sits on top of the food.,latop,"Input: A latop and bowl of food sits on top of the food. Answer: latop
"
A tesdy bear is posed by a dessert on a table with coffee cups.,tesdy,"Input: A tesdy bear is posed by a dessert on a table with coffee cups. Answer: tesdy
"
two en kneeling with snowboards in the mountains.,en,"Input: two en kneeling with snowboards in the mountains. Answer: en
"
The lender has been filled half way with ingredients.,lender,"Input: The lender has been filled half way with ingredients. Answer: lender
"
A zera that is walking through the grass.,zera,"Input: A zera that is walking through the grass. Answer: zera
"
An okd two story bus parked next to a building.,okd,"Input: An okd two story bus parked next to a building. Answer: okd
"
Two xats sitting on a  couch next to each other.,xats,"Input: Two xats sitting on a  couch next to each other. Answer: xats
"
Man n wet suit tilts body while surfing.,n,"Input: Man n wet suit tilts body while surfing. Answer: n
"
A PAERKING STAND WITH CYCLES AND A DOG NEARBY.,PAERKING,"Input: A PAERKING STAND WITH CYCLES AND A DOG NEARBY. Answer: PAERKING
"
Ridrr and horse jumping through an enclosed obstacle.,Ridrr,"Input: Ridrr and horse jumping through an enclosed obstacle. Answer: Ridrr
"
blakc and white image of a person hitting a tennis ball on a court,blakc,"Input: blakc and white image of a person hitting a tennis ball on a court Answer: blakc
"
A window with plants and bottles on i.,i.,"Input: A window with plants and bottles on i. Answer: i.
"
An Anerican flag hanging from a street light next to a clock.,Anerican,"Input: An Anerican flag hanging from a street light next to a clock. Answer: Anerican
"
A srteet vendor with ties hanging from a rod,srteet,"Input: A srteet vendor with ties hanging from a rod Answer: srteet
"
A man is awding in shallow water carrying a push broom.,awding,"Input: A man is awding in shallow water carrying a push broom. Answer: awding
"
An Inidans baseball player inspects a white ball.,Inidans,"Input: An Inidans baseball player inspects a white ball. Answer: Inidans
"
A shopping area with a woman crossing the street with a stroller.,None,"Input: A shopping area with a woman crossing the street with a stroller. Answer: None
"
a fiere truck and a car parked behind a gray fire hydrant,fiere,"Input: a fiere truck and a car parked behind a gray fire hydrant Answer: fiere
"
A conmputer desk with books and other items.,conmputer,"Input: A conmputer desk with books and other items. Answer: conmputer
"
a xclose up of a cat wearing a hat,xclose,"Input: a xclose up of a cat wearing a hat Answer: xclose
"
two trains are parked side by side at the staiton,staiton,"Input: two trains are parked side by side at the staiton Answer: staiton
"
a seter is standing out in a large field,seter,"Input: a seter is standing out in a large field Answer: seter
"
Close up image of broccoli and meqt.,meqt.,"Input: Close up image of broccoli and meqt. Answer: meqt.
"
A ma with a top hat on and a carrot in his mouth.,ma,"Input: A ma with a top hat on and a carrot in his mouth. Answer: ma
"
a lirttle girl sits on a swing with a stuffed animal,lirttle,"Input: a lirttle girl sits on a swing with a stuffed animal Answer: lirttle
"
A cat sleeping in a bag on the flooe.,flooe.,"Input: A cat sleeping in a bag on the flooe. Answer: flooe.
"
a nunber of people walking on a street under a sign,nunber,"Input: a nunber of people walking on a street under a sign Answer: nunber
"
a veey tall building with two city clocks on the wall,veey,"Input: a veey tall building with two city clocks on the wall Answer: veey
"
Thre horses wander freely in an open pasture.,Thre,"Input: Thre horses wander freely in an open pasture. Answer: Thre
"
A red palte topped with broccoli and white cauliflower.,palte,"Input: A red palte topped with broccoli and white cauliflower. Answer: palte
"
A woman in business attire walking on a sidewalk and talking on a cell phonr.,phonr.,"Input: A woman in business attire walking on a sidewalk and talking on a cell phonr. Answer: phonr.
"
A stp sign sticks out from a hedge on a street.,stp,"Input: A stp sign sticks out from a hedge on a street. Answer: stp
"
a gierl on her cell phone holding a controller giving the finger,gierl,"Input: a gierl on her cell phone holding a controller giving the finger Answer: gierl
"
"A bahroom with a toilet, sink, and other bathroom items in it.",bahroom,"Input: A bahroom with a toilet, sink, and other bathroom items in it. Answer: bahroom
"
A whote and black horse with a black horse behind it.,whote,"Input: A whote and black horse with a black horse behind it. Answer: whote
"
two nhorses pulling a red carriage down a street.,nhorses,"Input: two nhorses pulling a red carriage down a street. Answer: nhorses
"
A cae on a street by a umbrella and building.,cae,"Input: A cae on a street by a umbrella and building. Answer: cae
"
A click tower stands in front of a row of buildings.,click,"Input: A click tower stands in front of a row of buildings. Answer: click
"
A cart is perched upon a wooden bench that sits on a stone patio.,cart,"Input: A cart is perched upon a wooden bench that sits on a stone patio. Answer: cart
"
A griup of girls sitting on a towel under an umbrella.,griup,"Input: A griup of girls sitting on a towel under an umbrella. Answer: griup
"
A white bus that is sitting on a streert.,streert.,"Input: A white bus that is sitting on a streert. Answer: streert.
"
"A sinlge pillar with a clock is near approaching traffic, including a police car.",sinlge,"Input: A sinlge pillar with a clock is near approaching traffic, including a police car. Answer: sinlge
"
A peerson holding a smart device in their hands.,peerson,"Input: A peerson holding a smart device in their hands. Answer: peerson
"
A wonman is holding a tennis racket outside,wonman,"Input: A wonman is holding a tennis racket outside Answer: wonman
"
A guy is waiting for the pitcher to throw the blal.,blal.,"Input: A guy is waiting for the pitcher to throw the blal. Answer: blal.
"
A womna is holding her cellphone and reading a book.,womna,"Input: A womna is holding her cellphone and reading a book. Answer: womna
"
A opn refrigerator filled with food in a room.,opn,"Input: A opn refrigerator filled with food in a room. Answer: opn
"
Boy on green shirt holding a glove and baseball.,on,"Input: Boy on green shirt holding a glove and baseball. Answer: on
"
The rlephants can't wait to finish the day.,rlephants,"Input: The rlephants can't wait to finish the day. Answer: rlephants
"
A group of people that are standing in the grsas.,grsas.,"Input: A group of people that are standing in the grsas. Answer: grsas.
"
A mitures of broccoli and other veggies covered in sauce.,mitures,"Input: A mitures of broccoli and other veggies covered in sauce. Answer: mitures
"
Grop of elephants feeding in between a row of trees in the jungle.,Grop,"Input: Grop of elephants feeding in between a row of trees in the jungle. Answer: Grop
"
A vrey big pretty horse wearing a blanket.,vrey,"Input: A vrey big pretty horse wearing a blanket. Answer: vrey
"
A lirttle boy and some food in a bowl on the table.,lirttle,"Input: A lirttle boy and some food in a bowl on the table. Answer: lirttle
"
A LORT OF PEOPLE ARE ON BOATS IN THE WATER,LORT,"Input: A LORT OF PEOPLE ARE ON BOATS IN THE WATER Answer: LORT
"
A mixcrowave and stove in a small kitchen.,mixcrowave,"Input: A mixcrowave and stove in a small kitchen. Answer: mixcrowave
"
"A room with archesd ceiling and four adults sitting on a couch with laptops in lap, one man sitting behind with a laptop, and a male sitting on the back of the couch looking at a cell phone in his hand.",archesd,"Input: A room with archesd ceiling and four adults sitting on a couch with laptops in lap, one man sitting behind with a laptop, and a male sitting on the back of the couch looking at a cell phone in his hand. Answer: archesd
"
"The intersection of Broadway, Richard Tucker Park, and Columbus Av in front of a builidng.",builidng.,"Input: The intersection of Broadway, Richard Tucker Park, and Columbus Av in front of a builidng. Answer: builidng.
"
Sevral older adults walk down the street in a parade.,Sevral,"Input: Sevral older adults walk down the street in a parade. Answer: Sevral
"
A woan carrying a bag down the street in a black and white photo.,woan,"Input: A woan carrying a bag down the street in a black and white photo. Answer: woan
"
A palne flying in the sky with one cloud.,palne,"Input: A palne flying in the sky with one cloud. Answer: palne
"
A beqr wanders through brown and green brush.,beqr,"Input: A beqr wanders through brown and green brush. Answer: beqr
"
A grioup of friends sitting on a couch watching TV together.,grioup,"Input: A grioup of friends sitting on a couch watching TV together. Answer: grioup
"
a ma in baseball uniform swinging a bat at a ball,ma,"Input: a ma in baseball uniform swinging a bat at a ball Answer: ma
"
Man nolding surfboard in water watching waves crash.,nolding,"Input: Man nolding surfboard in water watching waves crash. Answer: nolding
"
A blck and white photo of two people traveling down a river.,blck,"Input: A blck and white photo of two people traveling down a river. Answer: blck
"
a sity house with a dirty nasty little kitchen,sity,"Input: a sity house with a dirty nasty little kitchen Answer: sity
"
A man is walking an elephant down a street past several cars and multiple story buildnigs.,buildnigs.,"Input: A man is walking an elephant down a street past several cars and multiple story buildnigs. Answer: buildnigs.
"
