input,output,text
Kajjikaya,yes,"Input: Kajjikaya Answer: yes
"
Sandesh,yes,"Input: Sandesh Answer: yes
"
Kolim Jawla,no,"Input: Kolim Jawla Answer: no
"
Ariselu,yes,"Input: Ariselu Answer: yes
"
Mysore pak,yes,"Input: Mysore pak Answer: yes
"
Lyangcha,yes,"Input: Lyangcha Answer: yes
"
Ras malai,yes,"Input: Ras malai Answer: yes
"
Chak Hao Kheer,yes,"Input: Chak Hao Kheer Answer: yes
"
Bombil fry,no,"Input: Bombil fry Answer: no
"
Pantua,yes,"Input: Pantua Answer: yes
"
Mahim halwa,yes,"Input: Mahim halwa Answer: yes
"
Sheer korma,yes,"Input: Sheer korma Answer: yes
"
Aloo gobi,yes,"Input: Aloo gobi Answer: yes
"
Daal puri,yes,"Input: Daal puri Answer: yes
"
Phirni,yes,"Input: Phirni Answer: yes
"
Dal tadka,yes,"Input: Dal tadka Answer: yes
"
Imarti,yes,"Input: Imarti Answer: yes
"
Cham cham,yes,"Input: Cham cham Answer: yes
"
Chhena kheeri,yes,"Input: Chhena kheeri Answer: yes
"
Chicken Tikka masala,no,"Input: Chicken Tikka masala Answer: no
"
Qubani ka meetha,yes,"Input: Qubani ka meetha Answer: yes
"
Masor Koni,no,"Input: Masor Koni Answer: no
"
Adhirasam,yes,"Input: Adhirasam Answer: yes
"
Aloo shimla mirch,yes,"Input: Aloo shimla mirch Answer: yes
"
Shankarpali,yes,"Input: Shankarpali Answer: yes
"
