input,output,text
"Christopher Hemsworth was born on 11 August 1983 in Melbourne, Victoria, to Leonie (née van Os), an English teacher, and Craig Hemsworth, a social-services counsellor",11 August 1983,"Input: Christopher Hemsworth was born on 11 August 1983 in Melbourne, Victoria, to Leonie (née van Os), an English teacher, and Craig Hemsworth, a social-services counsellor Answer: 11 August 1983
"
"Alexandra Anna Daddario was born in New York City, on March 16, 1986, the eldest child of Christina, a lawyer, and Richard Daddario, a prosecutor and former head of the New York City Police Department counterterrorism unit","March 16, 1986","Input: Alexandra Anna Daddario was born in New York City, on March 16, 1986, the eldest child of Christina, a lawyer, and Richard Daddario, a prosecutor and former head of the New York City Police Department counterterrorism unit Answer: March 16, 1986
"
"Philip Anthony Hopkins was born in the Margam suburb of Port Talbot on 31 December 1937, the son of Annie Muriel (née Yeates) and baker Richard Arthur Hopkins",31 December 1937,"Input: Philip Anthony Hopkins was born in the Margam suburb of Port Talbot on 31 December 1937, the son of Annie Muriel (née Yeates) and baker Richard Arthur Hopkins Answer: 31 December 1937
"
"Liu was born on December 2, 1968, in Jackson Heights, Queens, New York","December 2, 1968","Input: Liu was born on December 2, 1968, in Jackson Heights, Queens, New York Answer: December 2, 1968
"
"Beckinsale was born on 26 July 1973 in the Chiswick district of London, the only child of actors Richard Beckinsale and Judy Loe",26 July 1973,"Input: Beckinsale was born on 26 July 1973 in the Chiswick district of London, the only child of actors Richard Beckinsale and Judy Loe Answer: 26 July 1973
"
"Jordana Brewster was born in Panama City, Panama, on April 26, 1980, the older of two daughters","April 26, 1980","Input: Jordana Brewster was born in Panama City, Panama, on April 26, 1980, the older of two daughters Answer: April 26, 1980
"
"Benson was born on December 18, 1989, in Anaheim Hills, California, to parents Shannon and Jeff Benson","December 18, 1989","Input: Benson was born on December 18, 1989, in Anaheim Hills, California, to parents Shannon and Jeff Benson Answer: December 18, 1989
"
"Pike was born in 1979 in Hammersmith, London, the only child of opera singers Caroline Friend and Julian Pike",1979,"Input: Pike was born in 1979 in Hammersmith, London, the only child of opera singers Caroline Friend and Julian Pike Answer: 1979
"
"Christian Charles Philip Bale was born on 30 January 1974 in Haverfordwest, Pembrokeshire, to English parents—Jenny James, a circus performer, and David Bale, an entrepreneur and activist",30 January 1974,"Input: Christian Charles Philip Bale was born on 30 January 1974 in Haverfordwest, Pembrokeshire, to English parents—Jenny James, a circus performer, and David Bale, an entrepreneur and activist Answer: 30 January 1974
"
"Sandler was born in Brooklyn, New York, on September 9, 1966, to Judith ""Judy"" (née Levine), a nursery school teacher, and Stanley Sandler, an electrical engineer","September 9, 1966","Input: Sandler was born in Brooklyn, New York, on September 9, 1966, to Judith ""Judy"" (née Levine), a nursery school teacher, and Stanley Sandler, an electrical engineer Answer: September 9, 1966
"
"Walker was born on September 12, 1973 in Glendale, California","September 12, 1973","Input: Walker was born on September 12, 1973 in Glendale, California Answer: September 12, 1973
"
"Pitt was born on December 18, 1963, in Shawnee, Oklahoma, to William Alvin Pitt, the proprietor of a trucking company, and Jane Etta (née Hillhouse), a school counselor","December 18, 1963","Input: Pitt was born on December 18, 1963, in Shawnee, Oklahoma, to William Alvin Pitt, the proprietor of a trucking company, and Jane Etta (née Hillhouse), a school counselor Answer: December 18, 1963
"
"Amy Lou Adams was born on August 20, 1974, to American parents Richard and Kathryn Adams, when her father was stationed with the United States Army at the Caserma Ederle military complex in Vicenza, Italy","August 20, 1974","Input: Amy Lou Adams was born on August 20, 1974, to American parents Richard and Kathryn Adams, when her father was stationed with the United States Army at the Caserma Ederle military complex in Vicenza, Italy Answer: August 20, 1974
"
"Jovovich was born on December 17, 1975, in Kyiv, Ukrainian SSR, the daughter of Galina (née Loginova), a Soviet Russian actress, and Bogdan Jovović, a Serbian doctor","December 17, 1975","Input: Jovovich was born on December 17, 1975, in Kyiv, Ukrainian SSR, the daughter of Galina (née Loginova), a Soviet Russian actress, and Bogdan Jovović, a Serbian doctor Answer: December 17, 1975
"
"Edward Harrison Norton was born into a progressive Episcopalian family in Boston, Massachusetts, on August 18, 1969","August 18, 1969","Input: Edward Harrison Norton was born into a progressive Episcopalian family in Boston, Massachusetts, on August 18, 1969 Answer: August 18, 1969
"
"Moore was born Julie Anne Smith on December 3, 1960, at the Fort Bragg army installation in North Carolina, the oldest of three siblings","December 3, 1960,","Input: Moore was born Julie Anne Smith on December 3, 1960, at the Fort Bragg army installation in North Carolina, the oldest of three siblings Answer: December 3, 1960,
"
Lilly was born in Fort Saskatchewan in Alberta on 3 August 1979,3 August 1979,"Input: Lilly was born in Fort Saskatchewan in Alberta on 3 August 1979 Answer: 3 August 1979
"
"Forest Steven Whitaker was born on July 15, 1961, in Longview, Texas, the son of Laura Francis (née Smith), a special education teacher who put herself through college and earned two master's degrees while raising her children, and Forest E","July 15, 1961","Input: Forest Steven Whitaker was born on July 15, 1961, in Longview, Texas, the son of Laura Francis (née Smith), a special education teacher who put herself through college and earned two master's degrees while raising her children, and Forest E Answer: July 15, 1961
"
"Benjamin Edward Meara Stiller was born on November 30, 1965, in New York City and raised on the Upper West Side","November 30, 1965","Input: Benjamin Edward Meara Stiller was born on November 30, 1965, in New York City and raised on the Upper West Side Answer: November 30, 1965
"
"William John Neeson was born on 7 June 1952 in Ballymena, County Antrim, the son of cook Katherine ""Kitty"" Neeson (née Brown) and primary school caretaker Bernard ""Barney"" Neeson",7 June 1952,"Input: William John Neeson was born on 7 June 1952 in Ballymena, County Antrim, the son of cook Katherine ""Kitty"" Neeson (née Brown) and primary school caretaker Bernard ""Barney"" Neeson Answer: 7 June 1952
"
"Susan Alexandra Weaver was born in New York City on October 8, 1949","October 8, 1949","Input: Susan Alexandra Weaver was born in New York City on October 8, 1949 Answer: October 8, 1949
"
"Michael Sylvester Gardenzio Stallone was born in the Hell's Kitchen neighborhood of Manhattan, New York City on July 6, 1946, the elder son of Francesco ""Frank"" Stallone Sr","July 6, 1946","Input: Michael Sylvester Gardenzio Stallone was born in the Hell's Kitchen neighborhood of Manhattan, New York City on July 6, 1946, the elder son of Francesco ""Frank"" Stallone Sr Answer: July 6, 1946
"
"Mirren was born Helen Lydia Mironoff at Queen Charlotte's and Chelsea Hospital in the Hammersmith district of London on 26 July 1945, to an English mother and Russian father",26 July 1945,"Input: Mirren was born Helen Lydia Mironoff at Queen Charlotte's and Chelsea Hospital in the Hammersmith district of London on 26 July 1945, to an English mother and Russian father Answer: 26 July 1945
"
"Christopher Michael Pratt was born on June 21, 1979, in Virginia, Minnesota, the youngest child of Kathleen Louise (née Indahl), who worked at a Safeway supermarket, and Daniel Clifton Pratt, who worked in mining and later remodeling houses","June 21, 1979","Input: Christopher Michael Pratt was born on June 21, 1979, in Virginia, Minnesota, the youngest child of Kathleen Louise (née Indahl), who worked at a Safeway supermarket, and Daniel Clifton Pratt, who worked in mining and later remodeling houses Answer: June 21, 1979
"
"Law was born on 29 December 1972 in Lewisham, South London, the second child of junior and later on, comprehensive school teachers Margaret Anne Heyworth and Peter Robert Law; his father later became, according to Law, ""the youngest headmaster in London""",29 December 1972,"Input: Law was born on 29 December 1972 in Lewisham, South London, the second child of junior and later on, comprehensive school teachers Margaret Anne Heyworth and Peter Robert Law; his father later became, according to Law, ""the youngest headmaster in London"" Answer: 29 December 1972
"
"Matthew David McConaughey was born on November 4, 1969, in Uvalde, Texas","November 4, 1969","Input: Matthew David McConaughey was born on November 4, 1969, in Uvalde, Texas Answer: November 4, 1969
"
"Richard Tiffany Gere was born in Philadelphia on August 31, 1949, the eldest son and second child of housewife Doris Ann (née Tiffany; 1924–2016) and NMIC insurance agent Homer George Gere (born 1922)","August 31, 1949","Input: Richard Tiffany Gere was born in Philadelphia on August 31, 1949, the eldest son and second child of housewife Doris Ann (née Tiffany; 1924–2016) and NMIC insurance agent Homer George Gere (born 1922) Answer: August 31, 1949
"
"Kirsten Caroline Dunst was born on April 30, 1982, at Point Pleasant Hospital in Point Pleasant, New Jersey","April 30, 1982,","Input: Kirsten Caroline Dunst was born on April 30, 1982, at Point Pleasant Hospital in Point Pleasant, New Jersey Answer: April 30, 1982,
"
"Rami Said Malek was born in Torrance, California, on May 12, 1981, the son of Egyptian immigrant parents Nelly Abdel-Malek and Said Malek","May 12, 1981","Input: Rami Said Malek was born in Torrance, California, on May 12, 1981, the son of Egyptian immigrant parents Nelly Abdel-Malek and Said Malek Answer: May 12, 1981
"
"Shia Saide LaBeouf was born on June 11, 1986, in Los Angeles, California, the only child of Shayna (née Saide) and Jeffrey Craig LaBeouf","June 11, 1986","Input: Shia Saide LaBeouf was born on June 11, 1986, in Los Angeles, California, the only child of Shayna (née Saide) and Jeffrey Craig LaBeouf Answer: June 11, 1986
"
"Megan Denise Fox was born on May 16, 1986 in Oak Ridge, Tennessee, to parents Gloria Darlene (née Cisson) and Franklin Thomas Fox","May 16, 1986","Input: Megan Denise Fox was born on May 16, 1986 in Oak Ridge, Tennessee, to parents Gloria Darlene (née Cisson) and Franklin Thomas Fox Answer: May 16, 1986
"
"Saldaña was born on June 19, 1978, in Passaic, New Jersey","June 19, 1978","Input: Saldaña was born on June 19, 1978, in Passaic, New Jersey Answer: June 19, 1978
"
"Kristen Jaymes Stewart was born on April 9, 1990, in Los Angeles, California, to entertainment industry workers","April 9, 1990","Input: Kristen Jaymes Stewart was born on April 9, 1990, in Los Angeles, California, to entertainment industry workers Answer: April 9, 1990
"
"Diesel was born Mark Sinclair on July 18, 1967, in Alameda County, California, where his mother was also born, though later moved to New York City with his fraternal twin brother, Paul","July 18, 1967","Input: Diesel was born Mark Sinclair on July 18, 1967, in Alameda County, California, where his mother was also born, though later moved to New York City with his fraternal twin brother, Paul Answer: July 18, 1967
"
"Jones was born on September 15, 1946, in San Saba, Texas","September 15, 1946","Input: Jones was born on September 15, 1946, in San Saba, Texas Answer: September 15, 1946
"
"Justin Randall Timberlake was born on January 31, 1981 in Memphis, Tennessee, the son of Janet Lynn (Bomar) Harless and Charles Randall Timberlake, a Baptist church choir director","January 31, 1981","Input: Justin Randall Timberlake was born on January 31, 1981 in Memphis, Tennessee, the son of Janet Lynn (Bomar) Harless and Charles Randall Timberlake, a Baptist church choir director Answer: January 31, 1981
"
"Keanu Charles Reeves was born in Beirut, Lebanon, on September 2, 1964, the son of Patricia (née Taylor), a costume designer and performer, and Samuel Nowlin Reeves Jr","September 2, 1964","Input: Keanu Charles Reeves was born in Beirut, Lebanon, on September 2, 1964, the son of Patricia (née Taylor), a costume designer and performer, and Samuel Nowlin Reeves Jr Answer: September 2, 1964
"
"Fassbender was born in Heidelberg on 2 April 1977, the son of Northern Irish mother Adele (from Larne) and German father Josef Fassbender",2 April 1977,"Input: Fassbender was born in Heidelberg on 2 April 1977, the son of Northern Irish mother Adele (from Larne) and German father Josef Fassbender Answer: 2 April 1977
"
"Leonard Simon Nimoy was born on March 26, 1931, in the West End of Boston, Massachusetts, United States to Jewish immigrants from Iziaslav (in present-day Ukraine)","March 26, 1931","Input: Leonard Simon Nimoy was born on March 26, 1931, in the West End of Boston, Massachusetts, United States to Jewish immigrants from Iziaslav (in present-day Ukraine) Answer: March 26, 1931
"
"Dormer was born in Reading, Berkshire, England, on 11 February 1982, daughter of Gary Dormer and wife Claire Richards and sister of Mark Dormer and Samantha Dormer",11 February 1982,"Input: Dormer was born in Reading, Berkshire, England, on 11 February 1982, daughter of Gary Dormer and wife Claire Richards and sister of Mark Dormer and Samantha Dormer Answer: 11 February 1982
"
"Thomas Jacob Black was born in Santa Monica, California, on August 28, 1969, the son of satellite engineers Thomas William Black and Judith Love Cohen","August 28, 1969","Input: Thomas Jacob Black was born in Santa Monica, California, on August 28, 1969, the son of satellite engineers Thomas William Black and Judith Love Cohen Answer: August 28, 1969
"
"Aniston was born on February 11, 1969, in the Sherman Oaks neighborhood of Los Angeles to Greek-born actor John Aniston and actress Nancy Dow","February 11, 1969","Input: Aniston was born on February 11, 1969, in the Sherman Oaks neighborhood of Los Angeles to Greek-born actor John Aniston and actress Nancy Dow Answer: February 11, 1969
"
"Steven Allan Spielberg was born on December 18, 1946 in Cincinnati, Ohio","December 18, 1946","Input: Steven Allan Spielberg was born on December 18, 1946 in Cincinnati, Ohio Answer: December 18, 1946
"
"Selma Blair Beitner was born on June 23, 1972, in Southfield, Michigan, a suburb of Detroit","June 23, 1972","Input: Selma Blair Beitner was born on June 23, 1972, in Southfield, Michigan, a suburb of Detroit Answer: June 23, 1972
"
"Eastwood was born on May 31, 1930, at Saint Francis Memorial Hospital in San Francisco, California, to Ruth (née Runner; 1909–2006) and Clinton Eastwood (1906–1970)","May 31, 1930,","Input: Eastwood was born on May 31, 1930, at Saint Francis Memorial Hospital in San Francisco, California, to Ruth (née Runner; 1909–2006) and Clinton Eastwood (1906–1970) Answer: May 31, 1930,
"
"Winona Laura Horowitz was born on October 29, 1971, in Winona, Minnesota, to Cynthia Palmer (née Istas) and Michael D","October 29, 1971","Input: Winona Laura Horowitz was born on October 29, 1971, in Winona, Minnesota, to Cynthia Palmer (née Istas) and Michael D Answer: October 29, 1971
"
"Brosnan was born on 16 May 1953 at Our Lady of Lourdes Hospital in Drogheda, County Louth, the only child of May (née Smith) and carpenter Thomas Brosnan",16 May 1953,"Input: Brosnan was born on 16 May 1953 at Our Lady of Lourdes Hospital in Drogheda, County Louth, the only child of May (née Smith) and carpenter Thomas Brosnan Answer: 16 May 1953
"
"Morgan Freeman was born on June 1, 1937, in Memphis, Tennessee","June 1, 1937","Input: Morgan Freeman was born on June 1, 1937, in Memphis, Tennessee Answer: June 1, 1937
"
"Walter Bruce Willis was born in Idar-Oberstein, West Germany, on March 19, 1955","March 19, 1955","Input: Walter Bruce Willis was born in Idar-Oberstein, West Germany, on March 19, 1955 Answer: March 19, 1955
"
"Thomas Connery was born at the Royal Maternity Hospital in Edinburgh, Scotland on 25 August 1930; he was named after his paternal grandfather",25 August 1930,"Input: Thomas Connery was born at the Royal Maternity Hospital in Edinburgh, Scotland on 25 August 1930; he was named after his paternal grandfather Answer: 25 August 1930
"
"Daniel Jacob Radcliffe was born at Queen Charlotte's and Chelsea Hospital in the Hammersmith district of London on 23 July 1989, the only child of Marcia Jeannine Gresham (née Jacobson) and literary agent Alan George Radcliffe",23 July 1989,"Input: Daniel Jacob Radcliffe was born at Queen Charlotte's and Chelsea Hospital in the Hammersmith district of London on 23 July 1989, the only child of Marcia Jeannine Gresham (née Jacobson) and literary agent Alan George Radcliffe Answer: 23 July 1989
"
Cotillard was born on 30 September 1975 in Paris and grew up around Orléans in an artistically inclined household,30 September 1975,"Input: Cotillard was born on 30 September 1975 in Paris and grew up around Orléans in an artistically inclined household Answer: 30 September 1975
"
"Hoffman was born on July 23, 1967, in the Rochester suburb of Fairport, New York","July 23, 1967","Input: Hoffman was born on July 23, 1967, in the Rochester suburb of Fairport, New York Answer: July 23, 1967
"
"Paul Edward Valentine Giamatti was born June 6, 1967, in New Haven, Connecticut, the youngest of three children","June 6, 1967","Input: Paul Edward Valentine Giamatti was born June 6, 1967, in New Haven, Connecticut, the youngest of three children Answer: June 6, 1967
"
"Faris was born on November 29, 1976, in Baltimore, Maryland, the second child of Jack, a sociology professor, and Karen Faris, a special education teacher","November 29, 1976","Input: Faris was born on November 29, 1976, in Baltimore, Maryland, the second child of Jack, a sociology professor, and Karen Faris, a special education teacher Answer: November 29, 1976
"
"Bullock was born on July 26, 1964, in the Washington, DC.","July 26, 1964","Input: Bullock was born on July 26, 1964, in the Washington, DC. Answer: July 26, 1964
"
Catherine Elise Blanchett was born on 14 May 1969 in the Ivanhoe suburb of Melbourne,14 May 1969,"Input: Catherine Elise Blanchett was born on 14 May 1969 in the Ivanhoe suburb of Melbourne Answer: 14 May 1969
"
"Hurt was born John Vincent Hurt on 22 January 1940 in Chesterfield, Derbyshire, the son of Phyllis (née Massey; 1907–1975), an engineer and one-time actress, and Arnold Herbert Hurt (1904–1999), a mathematician who became a Church of England clergyman and served as vicar of Holy Trinity Church in Shirebrook, Derbyshire",22 January 1940,"Input: Hurt was born John Vincent Hurt on 22 January 1940 in Chesterfield, Derbyshire, the son of Phyllis (née Massey; 1907–1975), an engineer and one-time actress, and Arnold Herbert Hurt (1904–1999), a mathematician who became a Church of England clergyman and served as vicar of Holy Trinity Church in Shirebrook, Derbyshire Answer: 22 January 1940
"
"Nolte was born on February 8, 1941, in Omaha, Nebraska","February 8, 1941","Input: Nolte was born on February 8, 1941, in Omaha, Nebraska Answer: February 8, 1941
"
"Anne Jacqueline Hathaway was born on November 12, 1982, in the Brooklyn borough of New York City","November 12, 1982","Input: Anne Jacqueline Hathaway was born on November 12, 1982, in the Brooklyn borough of New York City Answer: November 12, 1982
"
"Clooney was born on May 6, 1961 in Lexington, Kentucky","May 6, 1961","Input: Clooney was born on May 6, 1961 in Lexington, Kentucky Answer: May 6, 1961
"
"Malkovich was born in Christopher, Illinois, on December 9, 1953","December 9, 1953","Input: Malkovich was born in Christopher, Illinois, on December 9, 1953 Answer: December 9, 1953
"
"Lane was born January 22, 1965, in New York City","January 22, 1965","Input: Lane was born January 22, 1965, in New York City Answer: January 22, 1965
"
"Angelina Jolie Voight was born on June 4, 1975, in Los Angeles, California, to actors Jon Voight and Marcheline Bertrand","June 4, 1975","Input: Angelina Jolie Voight was born on June 4, 1975, in Los Angeles, California, to actors Jon Voight and Marcheline Bertrand Answer: June 4, 1975
"
"Nicole Mary Kidman was born on 20 June 1967 in Honolulu, Hawaii, while her Australian parents were temporarily in the United States on student visas",20 June 1967,"Input: Nicole Mary Kidman was born on 20 June 1967 in Honolulu, Hawaii, while her Australian parents were temporarily in the United States on student visas Answer: 20 June 1967
"
"Colin James Farrell was born in the Castleknock suburb of Dublin on 31 May 1976, the son of Rita (née Monaghan) and Eamon Farrell",31 May 1976,"Input: Colin James Farrell was born in the Castleknock suburb of Dublin on 31 May 1976, the son of Rita (née Monaghan) and Eamon Farrell Answer: 31 May 1976
"
"Kate Elizabeth Winslet was born on 5 October 1975 in Reading, Berkshire to Sally Anne (née Bridges) and Roger John Winslet",5 October 1975,"Input: Kate Elizabeth Winslet was born on 5 October 1975 in Reading, Berkshire to Sally Anne (née Bridges) and Roger John Winslet Answer: 5 October 1975
"
"Carmen Electra was born Tara Leigh Patrick on April 20, 1972, in Sharonville, Ohio, to Harry Patrick, a guitarist and entertainer, and his wife Patricia (d","April 20, 1972","Input: Carmen Electra was born Tara Leigh Patrick on April 20, 1972, in Sharonville, Ohio, to Harry Patrick, a guitarist and entertainer, and his wife Patricia (d Answer: April 20, 1972
"
"Natalie Herschlag was born on June 9, 1981, in Jerusalem, to parents of Ashkenazi Jewish descent","June 9, 1981","Input: Natalie Herschlag was born on June 9, 1981, in Jerusalem, to parents of Ashkenazi Jewish descent Answer: June 9, 1981
"
"Emily Jean Stone was born on November 6, 1988, in Scottsdale, Arizona, to Jeffrey Charles Stone, the founder and CEO of a general-contracting company, and Krista Jean Stone (née Yeager), a homemaker","November 6, 1988","Input: Emily Jean Stone was born on November 6, 1988, in Scottsdale, Arizona, to Jeffrey Charles Stone, the founder and CEO of a general-contracting company, and Krista Jean Stone (née Yeager), a homemaker Answer: November 6, 1988
"
"Shaun Mark Bean was born on 17 April 1959 in Handsworth, a suburb of Sheffield, the son of Rita (née Tuckwood) and Brian K",17 April 1959,"Input: Shaun Mark Bean was born on 17 April 1959 in Handsworth, a suburb of Sheffield, the son of Rita (née Tuckwood) and Brian K Answer: 17 April 1959
"
"Ryan Rodney Reynolds was born on October 23, 1976, in Vancouver, British Columbia","October 23, 1976","Input: Ryan Rodney Reynolds was born on October 23, 1976, in Vancouver, British Columbia Answer: October 23, 1976
"
"Ryan Thomas Gosling was born on November 12, 1980, in London, Ontario, to Thomas Ray Gosling, a traveling salesman for a paper mill, and Donna, a secretary","November 12, 1980","Input: Ryan Thomas Gosling was born on November 12, 1980, in London, Ontario, to Thomas Ray Gosling, a traveling salesman for a paper mill, and Donna, a secretary Answer: November 12, 1980
"
"Harrison Ford was born at the Swedish Covenant Hospital in Chicago, Illinois, on July 13, 1942, to former radio actress Dorothy (née Nidelman) and advertising executive and former actor John William ""Christopher"" Ford","July 13, 1942","Input: Harrison Ford was born at the Swedish Covenant Hospital in Chicago, Illinois, on July 13, 1942, to former radio actress Dorothy (née Nidelman) and advertising executive and former actor John William ""Christopher"" Ford Answer: July 13, 1942
"
"Wilde was born Olivia Jane Cockburn in New York City on March 10, 1984","March 10, 1984","Input: Wilde was born Olivia Jane Cockburn in New York City on March 10, 1984 Answer: March 10, 1984
"
"Benjamin Géza Affleck-Boldt was born on August 15, 1972, in Berkeley, California","August 15, 1972","Input: Benjamin Géza Affleck-Boldt was born on August 15, 1972, in Berkeley, California Answer: August 15, 1972
"
Tara Johanna Elders was born on 17 January 1980 in Amsterdam in the Netherlands,17 January 1980,"Input: Tara Johanna Elders was born on 17 January 1980 in Amsterdam in the Netherlands Answer: 17 January 1980
"
"Alfredo James Pacino was born in the East Harlem neighborhood of New York City on April 25, 1940","April 25, 1940","Input: Alfredo James Pacino was born in the East Harlem neighborhood of New York City on April 25, 1940 Answer: April 25, 1940
"
"Milena Markovna Kunis was born on August 14, 1983, in Chernivtsi, Ukrainian SSR, in the Soviet Union","August 14, 1983","Input: Milena Markovna Kunis was born on August 14, 1983, in Chernivtsi, Ukrainian SSR, in the Soviet Union Answer: August 14, 1983
"
Edward John David Redmayne was born on 6 January 1982 in Westminster in London,6 January 1982,"Input: Edward John David Redmayne was born on 6 January 1982 in Westminster in London Answer: 6 January 1982
"
"Gerard James Butler was born on 13 November 1969 in Paisley, Renfrewshire, Scotland, the youngest of three children of Margaret and Edward Butler, a bookmaker",13 November 1969,"Input: Gerard James Butler was born on 13 November 1969 in Paisley, Renfrewshire, Scotland, the youngest of three children of Margaret and Edward Butler, a bookmaker Answer: 13 November 1969
"
"Amanda Michelle Seyfried was born on December 3, 1985, in Allentown, Pennsylvania","December 3, 1985","Input: Amanda Michelle Seyfried was born on December 3, 1985, in Allentown, Pennsylvania Answer: December 3, 1985
"
"Lena Kathren Headey was born in Hamilton on the island of Bermuda on 3 October 1973, the daughter of English parents Sue and John Headey",3 October 1973,"Input: Lena Kathren Headey was born in Hamilton on the island of Bermuda on 3 October 1973, the daughter of English parents Sue and John Headey Answer: 3 October 1973
"
"Wiig was born on August 22, 1973, in Canandaigua, New York, the daughter of Jon Wiig, who ran a lake marina in Western New York, and Laurie (née Johnston), an artist","August 22, 1973","Input: Wiig was born on August 22, 1973, in Canandaigua, New York, the daughter of Jon Wiig, who ran a lake marina in Western New York, and Laurie (née Johnston), an artist Answer: August 22, 1973
"
"Born on 1 July 1985, Seydoux is the daughter of businessman Henri Jérôme Seydoux-Fornier de Clausonne and Valérie Schlumberger",1 July 1985,"Input: Born on 1 July 1985, Seydoux is the daughter of businessman Henri Jérôme Seydoux-Fornier de Clausonne and Valérie Schlumberger Answer: 1 July 1985
"
"Yelchin was born on March 11, 1989, in Leningrad, Russian SFSR, Soviet Union (now Saint Petersburg, Russia)","March 11, 1989","Input: Yelchin was born on March 11, 1989, in Leningrad, Russian SFSR, Soviet Union (now Saint Petersburg, Russia) Answer: March 11, 1989
"
"Peter Hayden Dinklage was born on June 11, 1969, in Morristown, New Jersey, to John Carl Dinklage, an insurance salesman, and Diane Dinklage, an elementary-school music teacher","June 11, 1969","Input: Peter Hayden Dinklage was born on June 11, 1969, in Morristown, New Jersey, to John Carl Dinklage, an insurance salesman, and Diane Dinklage, an elementary-school music teacher Answer: June 11, 1969
"
"Bloom was born on 13 January 1977 in Canterbury, Kent, and was named after the 16th-century English composer Orlando Gibbons",13 January 1977,"Input: Bloom was born on 13 January 1977 in Canterbury, Kent, and was named after the 16th-century English composer Orlando Gibbons Answer: 13 January 1977
"
"Hopper was born on May 17, 1936, in Dodge City, Kansas, the son of Marjorie Mae (née Davis; July 12, 1917 – January 12, 2007) and James Millard Hopper (June 23, 1916 – August 7, 1982)","May 17, 1936","Input: Hopper was born on May 17, 1936, in Dodge City, Kansas, the son of Marjorie Mae (née Davis; July 12, 1917 – January 12, 2007) and James Millard Hopper (June 23, 1916 – August 7, 1982) Answer: May 17, 1936
"
"Daniel Wroughton Craig was born in Chester on 2 March 1968, the son of Carol Olivia (née Williams), an art teacher, and Timothy John Wroughton Craig (1943–2020), a midshipman in the Merchant Navy and steel erector",2 March 1968,"Input: Daniel Wroughton Craig was born in Chester on 2 March 1968, the son of Carol Olivia (née Williams), an art teacher, and Timothy John Wroughton Craig (1943–2020), a midshipman in the Merchant Navy and steel erector Answer: 2 March 1968
"
